id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
011001,01,10,01,100.0,2472.0,273.0,143.0,304.0,130.0,206.0,466.0,175.0,222.00000000000003,82.0,174.0,368.0,87.0,123.0,1351.0,597.0,311.0,95.0,3019.0,843.0,233.0,1445.0,250.0,278.0,85.0,266.0,475.0
011002,01,10,02,100.0,1982.9999999999998,165.0,73.0,215.0,114.99999999999999,151.0,246.0,336.0,133.0,43.0,164.0,196.0,36.0,72.0,1548.0,811.9999999999999,284.0,95.0,1499.0,322.0,89.0,772.0,82.0,222.00000000000003,200.99999999999997,262.0,224.00000000000003
011003,01,10,03,100.0,7897.0,873.0,329.0,1196.0,476.0,741.0,1111.0,572.0,370.0,172.0,907.0,969.9999999999999,142.0,295.0,3154.0,1494.0,541.0,197.0,5888.0,1734.0,389.0,2533.0,184.0,777.0,1549.0,1511.0,910.0
011004,01,10,04,100.0,5179.0,685.0,257.0,822.0000000000001,469.00000000000006,473.00000000000006,569.0,190.0,217.0,93.0,702.0,362.0,68.0,79.0,1472.0,643.0,289.0,67.0,1944.0000000000002,423.00000000000006,179.0,859.0,30.0,198.0,181.0,1026.0,281.0
012005,01,20,05,100.0,6916.0,555.0,371.0,778.0,261.0,357.0,1623.9999999999998,940.0,544.0,409.0,429.0,1801.0000000000002,310.0,653.0,1444.0,572.0,353.0,76.0,8116.0,3011.0,321.0,3534.0000000000005,973.0,823.0,211.0,453.0,1273.0
012006,01,20,06,100.0,5993.0,567.0,346.0,706.0,280.0,429.0,1331.0,512.0,355.0,214.0,432.0,1160.0,229.0,376.0,2170.0,936.0,508.0,153.0,7970.0,3461.9999999999995,405.99999999999994,2918.0,693.0,714.0,173.0,469.00000000000006,1468.0
013007,01,30,07,100.0,6295.0,329.0,634.0,480.99999999999994,178.0,254.99999999999997,1332.0,1430.0,668.0,277.0,293.0,1996.0,542.0,655.0,1091.0,470.0,158.0,95.0,11193.0,6105.0,118.0,3511.0,896.0000000000001,816.0,97.0,240.0,1618.0
013008,01,30,08,100.0,4715.0,300.0,211.0,503.0,172.0,294.0,1320.0,535.0,327.0,279.0,231.99999999999997,1526.0,325.0,426.99999999999994,1741.0,764.0,337.0,217.0,13146.0,7467.0,130.0,4236.0,1421.0,926.0,113.99999999999999,338.0,2330.0
014009,01,40,09,100.0,6678.0,484.0,368.0,670.0,186.0,289.0,1805.0,1231.0,388.0,348.0,309.0,1698.9999999999998,368.0,420.0,1153.0,473.00000000000006,198.0,76.0,8945.0,4414.0,186.0,2941.0,554.0,763.0,173.0,298.0,1536.0
014010,01,40,10,100.0,9689.0,659.0,681.0,802.0,312.0,487.0,2096.0,2063.0,892.0,349.0,497.0,2276.0,667.0,748.0,1639.9999999999998,615.0,309.0,138.0,15343.0,7950.0,309.0,5080.0,1471.0,1049.0,262.0,467.0,2115.0
