id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,385692,22660,28305,8633,48636,138919,47092,41914,49533,186436,134342,100.0,5.8751542681725315,7.33875735042469,2.238314510023542,12.610061914688403,36.01811808385966,12.20974248882528,10.867220476442343,12.84263090756355,48.33805212449312,34.83141988944546
02,02,289014,17562,20918,5968,29018,116384,38308,30657,30199,140588,82495,100.0,6.076522244597148,7.237711667946882,2.064951870843627,10.040344066377408,40.26932951344918,13.254721224577356,10.60744462205983,10.448974790148574,48.64401032475936,28.54359996401558
03,03,413168,25952,37068,10234,33906,131093,62779,50421,61715,210542,65470,100.0,6.281222166285868,8.971653177399991,2.4769585253456223,8.206347054951014,31.728739883049993,15.194545560159547,12.203510436432637,14.937023196375323,50.957963830693565,15.845854470820587
04,04,333998,16306,21983,6859,32958,87167,42647,47882,78196,172432,81154,100.0,4.882065162066838,6.581775938778077,2.053605111407853,9.867723758824903,26.098060467427945,12.76863933316966,14.336013988107712,23.412116240217006,51.626656447044596,24.297750285929855
05,05,247396,15422,22223,6901,24412,60003,30468,34765,53202,126171,54744,100.0,6.23373053727627,8.982764474769196,2.789454962893499,9.867580720787725,24.253827871105436,12.315478019046386,14.05236948050898,21.504793933612508,50.99961195815615,22.128086145289334
06,06,307135,15391,24866,8107,28013,65334,40546,45422,79456,161754,47784,100.0,5.011151448060299,8.096114086639426,2.6395558956159344,9.1207449492894,21.27207905318508,13.201360965047943,14.788936461165287,25.870057140996632,52.6654402787048,15.557979390170445
07,07,348523,19897,26360,8199,33612,91662,44646,49980,74167,177849,72389,100.0,5.70894890724572,7.563345891088967,2.352498974242733,9.644126786467464,26.300129403224464,12.810058446644842,14.340516981662615,21.280374609423195,51.02934383096668,20.77022176441727
08,08,327100,19282,26030,8020,31598,104195,39770,40788,57417,164014,86873,100.0,5.894833384286151,7.957811066952003,2.451849587282177,9.660042800366861,31.85417303576888,12.158361357383063,12.46958116783858,17.553347600122287,50.141852644451234,26.55854478752675
09,09,280357,17398,21886,6161,24002,78265,33933,38790,59922,142759,34011,100.0,6.205659213074758,7.806475315401435,2.1975552599007693,8.561227292345116,27.916192568760543,12.103496613246682,13.835930617034709,21.373463120235986,50.92043359002986,12.131318283474284
10,10,277639,17467,25392,7130,22996,70836,30266,44150,59402,139668,38720,100.0,6.2912631150522795,9.145689186317483,2.568083014273931,8.282698035938756,25.51370664784126,10.901206242638823,15.901944611527918,21.39540914640955,50.30561268409698,13.946167505285642
11,11,299686,19870,24630,6692,28633,92424,32232,37373,57832,150507,59941,100.0,6.630273019093318,8.218602136903293,2.2330038773916696,9.554333535767437,30.840279492535522,10.755257169170399,12.470719352922725,19.297531416215637,50.221565238282736,20.001267993833547
12,12,265772,15443,22575,7241,25721,60866,33223,38491,62212,134602,53411,100.0,5.810619628854808,8.494122781933386,2.724515750342399,9.677844167180892,22.90158481706124,12.500564393540328,14.48271450717156,23.408033953915385,50.645666210135,20.096548921632078
