id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3406,2103,1988,1303,685,1418,100.0,61.743981209630064,58.36758661186142,38.256018790369936,20.111567821491487,41.63241338813858
01100102,01,10,01,02,1816,1214,913,602,311,903,100.0,66.85022026431719,50.27533039647577,33.14977973568282,17.12555066079295,49.72466960352423
01100103,01,10,01,03,5333,3182,3393,2151,1242,1940,100.0,59.6662291393212,63.62272642040128,40.33377086067879,23.28895555972248,36.37727357959872
01100104,01,10,01,04,4694,3075,2859,1619,1240,1835,100.0,65.50916063059225,60.90754154239455,34.49083936940775,26.41670217298679,39.09245845760545
01100205,01,10,02,05,2784,1811,1440,973,467,1344,100.0,65.05028735632183,51.724137931034484,34.94971264367816,16.774425287356323,48.275862068965516
01100206,01,10,02,06,1806,971,1143,835,308,663,100.0,53.76522702104097,63.2890365448505,46.23477297895903,17.05426356589147,36.7109634551495
01100207,01,10,02,07,8481,4506,5529,3975,1554,2952,100.0,53.130527060488156,65.19278386982667,46.86947293951185,18.323310930314822,34.80721613017333
01100308,01,10,03,08,7113,3246,4807,3867,940,2306,100.0,45.63475326866301,67.58048643329116,54.36524673133699,13.215239701954168,32.419513566708844
01100309,01,10,03,09,12307,5125,8977,7182,1795,3330,100.0,41.6429674169172,72.94222800032502,58.3570325830828,14.58519541724222,27.057771999674983
01100310,01,10,03,10,10045,5070,6411,4975,1436,3634,100.0,50.47287207565954,63.82279741164758,49.52712792434047,14.295669487307116,36.177202588352415
01100311,01,10,03,11,9205,4434,6296,4771,1525,2909,100.0,48.169473112438894,68.39760999456817,51.83052688756111,16.56708310700706,31.60239000543183
01100312,01,10,03,12,9877,4652,6784,5225,1559,3093,100.0,47.09932165637339,68.68482332692113,52.90067834362661,15.784144983294524,31.31517667307887
01100313,01,10,03,13,11047,5305,7408,5742,1666,3639,100.0,48.02208744455508,67.05893002625147,51.97791255544492,15.081017470806554,32.941069973748526
01100414,01,10,04,14,5393,2998,3152,2395,757,2241,100.0,55.590580381976636,58.446133877248286,44.409419618023364,14.036714259224922,41.553866122751714
01100415,01,10,04,15,12833,5308,9289,7525,1764,3544,100.0,41.3621133016442,72.38369827787736,58.6378866983558,13.745811579521547,27.616301722122653
01100416,01,10,04,16,13290,5438,9717,7852,1865,3573,100.0,40.917983446200154,73.11512415349887,59.08201655379985,14.03310759969902,26.884875846501128
01200517,01,20,05,17,3733,2190,2205,1543,662,1528,100.0,58.665952317171175,59.06777390838468,41.334047682828825,17.733726225555856,40.93222609161532
01200518,01,20,05,18,6897,4397,3860,2500,1360,3037,100.0,63.7523560968537,55.966362186457886,36.2476439031463,19.718718283311585,44.03363781354212
01200519,01,20,05,19,9080,4968,5711,4112,1599,3369,100.0,54.713656387665196,62.89647577092511,45.286343612334804,17.610132158590307,37.10352422907489
01200520,01,20,05,20,9421,4553,6655,4868,1787,2766,100.0,48.328202950854475,70.64005944167285,51.67179704914553,18.968262392527333,29.359940558327143
01200521,01,20,05,21,5192,3090,3241,2102,1139,1951,100.0,59.514637904468415,62.422958397534664,40.485362095531585,21.937596302003083,37.577041602465336
01200522,01,20,05,22,11351,4105,9044,7246,1798,2307,100.0,36.16421460664259,79.6757994890318,63.83578539335741,15.84001409567439,20.324200510968197
01200623,01,20,06,23,10766,5544,7381,5222,2159,3385,100.0,51.49544863459038,68.55842467025822,48.50455136540962,20.053873304848597,31.441575329741777
01200624,01,20,06,24,6111,4267,3126,1844,1282,2985,100.0,69.82490590738013,51.153657339224345,30.175094092619865,20.978563246604484,48.84634266077565
01200625,01,20,06,25,6877,4137,4546,2740,1806,2331,100.0,60.157045223207795,66.10440599098443,39.842954776792205,26.261451214192235,33.89559400901556
01200626,01,20,06,26,5840,2522,4322,3318,1004,1518,100.0,43.18493150684932,74.0068493150685,56.81506849315069,17.191780821917806,25.993150684931503
01200627,01,20,06,27,3219,2081,2170,1138,1032,1049,100.0,64.64740602671637,67.41223982603293,35.35259397328363,32.059645852749306,32.58776017396707
01200628,01,20,06,28,3252,1424,2482,1828,654,770,100.0,43.788437884378844,76.32226322263223,56.21156211562116,20.11070110701107,23.677736777367777
01200629,01,20,06,29,5926,2904,3897,3022,875,2029,100.0,49.00438744515693,65.76105298683767,50.99561255484306,14.7654404319946,34.23894701316234
01300730,01,30,07,30,7917,5702,4195,2215,1980,3722,100.0,72.02223064292029,52.987242642415055,27.9777693570797,25.009473285335353,47.012757357584945
01300731,01,30,07,31,8558,5039,5323,3519,1804,3235,100.0,58.88057957466698,62.19911194204253,41.11942042533302,21.079691516709513,37.800888057957465
01300732,01,30,07,32,9758,6125,5870,3633,2237,3888,100.0,62.769010043041604,60.15576962492314,37.230989956958396,22.92477966796475,39.84423037507686
01300733,01,30,07,33,11486,7142,7104,4344,2760,4382,100.0,62.18004527250566,61.84920773115097,37.81995472749434,24.029253003656624,38.15079226884903
01300834,01,30,08,34,14323,9633,9901,4690,5211,4422,100.0,67.25546324094115,69.12657962717307,32.74453675905885,36.382042868114226,30.87342037282692
01300835,01,30,08,35,10590,6403,7260,4187,3073,3330,100.0,60.462700661000945,68.55524079320114,39.537299338999055,29.017941454202077,31.444759206798867
01300836,01,30,08,36,14727,9585,8839,5142,3697,5888,100.0,65.08453860256671,60.01901269776601,34.91546139743328,25.10355130033272,39.98098730223399
01400937,01,40,09,37,10614,5234,7455,5380,2075,3159,100.0,49.31222913133597,70.23742227247031,50.68777086866403,19.549651403806294,29.762577727529678
01400938,01,40,09,38,9666,5133,6375,4533,1842,3291,100.0,53.10366232153941,65.9528243327126,46.89633767846058,19.056486654252016,34.0471756672874
01400939,01,40,09,39,5952,3153,3756,2799,957,2196,100.0,52.97379032258065,63.10483870967742,47.02620967741936,16.078629032258064,36.895161290322584
01400940,01,40,09,40,6773,2541,5625,4232,1393,1148,100.0,37.51661006939318,83.050346965894,62.483389930606826,20.56695703528717,16.94965303410601
01400941,01,40,09,41,3783,1753,2811,2030,781,972,100.0,46.33888448321438,74.30610626486916,53.66111551678562,20.64499074808353,25.693893735130846
01400942,01,40,09,42,8662,4717,5448,3945,1503,3214,100.0,54.45624567074579,62.89540521819441,45.54375432925421,17.3516508889402,37.10459478180559
01401043,01,40,10,43,7671,5184,4514,2487,2027,3157,100.0,67.57919436840048,58.8450006518055,32.42080563159953,26.42419502020597,41.1549993481945
01401044,01,40,10,44,10110,6884,5661,3226,2435,4449,100.0,68.09099901088031,55.99406528189911,31.909000989119683,24.085064292779425,44.00593471810089
01401045,01,40,10,45,5539,4014,3071,1525,1546,2468,100.0,72.46795450442318,55.44322079797798,27.532045495576817,27.911175302401155,44.55677920202202
01401046,01,40,10,46,8737,4390,5948,4347,1601,2789,100.0,50.246079890122466,68.0782877417878,49.753920109877534,18.324367631910267,31.921712258212203
01401047,01,40,10,47,7829,5449,3887,2380,1507,3942,100.0,69.600204368374,49.6487418571976,30.399795631626002,19.248946225571594,50.3512581428024
01401048,01,40,10,48,9263,5587,5655,3676,1979,3608,100.0,60.315232646011005,61.049336068228435,39.68476735398899,21.36456871423945,38.950663931771565
01401049,01,40,10,49,6639,4028,3906,2611,1295,2733,100.0,60.67178791986745,58.83416177135111,39.32821208013255,19.505949691218557,41.165838228648894
02100101,02,10,01,01,6216,4364,3684,1852,1832,2532,100.0,70.20592020592021,59.26640926640927,29.794079794079792,29.472329472329474,40.73359073359074
02100102,02,10,01,02,8637,6138,5566,2499,3067,3071,100.0,71.06634248002779,64.44367257149473,28.93365751997221,35.51001505152252,35.55632742850527
