id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0110,01,10,100.0,4759.0,5787.0,1604.0,8084.0,29477.0,7640.000000000001,4338.0,3558.0,32158.0,44731.0
0120,01,20,100.0,3283.0,4423.0,1451.0,6480.0,19616.0,5876.0,4256.0,4035.0,23480.0,31988.0
0130,01,30,100.0,3833.0,6450.0,2216.0,6842.0,17044.0,6723.0,4763.0,4001.0,24929.0,31264.999999999996
0140,01,40,100.0,4153.0,5851.0,2054.0,8456.0,22729.0,7718.000000000001,5878.0,4880.0,29064.999999999996,40425.0
0210,02,10,100.0,1953.0,3318.0,1301.0,3174.0,9384.0,4217.0,3126.0,2495.0,14305.000000000002,15622.999999999998
0220,02,20,100.0,1994.0000000000002,2614.0,885.0,3178.0,11884.0,4040.0,2710.0,2338.0,14507.0,17824.0
0230,02,30,100.0,1293.0,2060.0,779.0,2472.0,9635.0,3933.0,2498.0,2430.0,12012.0,15478.0
0240,02,40,100.0,1864.9999999999998,2002.0,559.0,3239.0,10738.0,2070.0,1222.0,1010.0,11099.0,15234.0
0250,02,50,100.0,2751.0,2719.0,660.0,4031.0,20551.0,3277.0000000000005,1409.0,827.0,17463.0,25366.0
0310,03,10,100.0,552.0,610.0,163.0,744.0,1746.0,493.0,257.0,256.0,2122.0,3751.0
0320,03,20,100.0,1029.0,1422.0,391.0,1375.0,3403.0,1149.0,694.0,646.0,5082.0,6181.0
0330,03,30,100.0,943.0,1261.0,299.0,838.0000000000001,2591.0,767.0,393.0,399.0,3710.0,4994.0
0340,03,40,100.0,2337.0,2728.0,753.0,2556.0,9380.0,2338.0,1231.0,1095.0,11379.0,13897.999999999998
0350,03,50,100.0,1557.0,1730.9999999999998,471.0,1787.0,6618.000000000001,1461.0,802.0,569.0,7315.000000000001,10662.0
0360,03,60,100.0,3131.0,3788.0000000000005,1010.0,4400.0,18807.0,4257.0,2016.0,1299.0,19343.0,26960.000000000004
0370,03,70,100.0,1785.0000000000002,2256.0,652.0,2261.0,10583.0,2942.0,1309.0,746.0,11496.0,15011.000000000002
0410,04,10,100.0,844.9999999999999,1260.0,429.0,1102.0,3418.0,1579.0,1162.0,1032.0,5338.0,6202.0
0420,04,20,100.0,952.0,1605.9999999999998,559.0,2181.0,4740.0,1919.0000000000002,1450.0,1516.0,7555.0,8956.0
0430,04,30,100.0,3685.0,4645.0,1563.0,6333.0,19328.0,6981.0,5398.0,6056.0,27260.000000000004,32670.999999999996
