id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0110,01,10,124312,65247,79581,59065,20516,44731,100.0,52.486485616835054,64.01715039577837,47.51351438316494,16.503636012613423,35.982849604221634
0120,01,20,90064,49420,58076,40644,17432,31988,100.0,54.87209095754131,64.48303428672943,45.1279090424587,19.35512524427074,35.516965713270565
0130,01,30,79249,51872,47984,27377,20607,31265,100.0,65.45445368395816,60.54839808704211,34.54554631604184,26.002851771000262,39.45160191295789
0140,01,40,103509,61719,63084,41790,21294,40425,100.0,59.62669912761209,60.945425035504165,40.37330087238791,20.57212416311625,39.05457496449584
0210,02,10,41327,28968,25704,12359,13345,15623,100.0,70.09461127108186,62.19662690250926,29.90538872891814,32.29123817359111,37.80337309749074
0220,02,20,64784,29643,46960,35141,11819,17824,100.0,45.75666831316374,72.48703383551495,54.24333168683626,18.243702148678686,27.512966164485057
0230,02,30,46105,25100,30627,21005,9622,15478,100.0,54.44095000542241,66.42880381737338,45.55904999457759,20.869753822795793,33.571196182626615
0240,02,40,52765,22705,37531,30060,7471,15234,100.0,43.03041789064721,71.12858902681702,56.96958210935279,14.159006917464229,28.871410973182982
0250,02,50,88473,36225,63107,52248,10859,25366,100.0,40.94469499169238,71.32910605495462,59.05530500830763,12.273801046647,28.670893945045385
0310,03,10,17731,4821,13980,12910,1070,3751,100.0,27.1896678134341,78.8449608031132,72.8103321865659,6.03462861654729,21.155039196886808
0320,03,20,48670,10109,42489,38561,3928,6181,100.0,20.770495171563592,87.30018491884117,79.2295048284364,8.070680090404766,12.699815081158825
0330,03,30,37099,7491,32105,29608,2497,4994,100.0,20.19191891964743,86.53872072023505,79.80808108035257,6.730639639882477,13.461279279764954
0340,03,40,94897,22418,80999,72479,8520,13898,100.0,23.623507592442333,85.35464767063236,76.37649240755768,8.978155263074703,14.64535232936763
0350,03,50,56963,14996,46301,41967,4334,10662,100.0,26.3258606463845,81.2825869424012,73.67413935361552,7.608447588785704,18.71741305759879
0360,03,60,107999,38708,81039,69291,11748,26960,100.0,35.8410726025241,75.03680589635088,64.1589273974759,10.877878498874988,24.96319410364911
0370,03,70,60948,22534,45937,38414,7523,15011,100.0,36.972501148520045,75.37080790181794,63.02749885147995,12.343309050337993,24.629192098182056
0410,04,10,19420,10827,13218,8593,4625,6202,100.0,55.751802265705464,68.0638516992791,44.24819773429454,23.815653964984552,31.936148300720905
0420,04,20,41014,14923,32058,26091,5967,8956,100.0,36.38513678256205,78.1635539084215,63.61486321743794,14.548690690983568,21.836446091578484
0430,04,30,109411,53989,76740,55422,21318,32671,100.0,49.34512983155258,70.1391998976337,50.65487016844742,19.48432972918628,29.86080010236631
0440,04,40,54489,20713,43034,33776,9258,11455,100.0,38.01317697149884,78.97740828424085,61.98682302850117,16.990585255739692,21.022591715759145
0450,04,50,118747,54907,85960,63840,22120,32787,100.0,46.23864181831962,72.38919720077138,53.76135818168037,18.62783901909101,27.610802799228612
0510,05,10,112228,52469,79899,59759,20140,32329,100.0,46.752147414192535,71.19346330683965,53.247852585807465,17.945610721032185,28.80653669316035
0520,05,20,92027,38567,68441,53460,14981,23586,100.0,41.90835298336358,74.37056516022473,58.09164701663643,16.278918143588296,25.629434839775282
0530,05,30,32783,17425,23411,15358,8053,9372,100.0,53.15254857700638,71.41201232346033,46.84745142299362,24.564560900466706,28.587987676539672
0540,05,40,20053,4089,18386,15964,2422,1667,100.0,20.390963945544307,91.68702937216376,79.6090360544557,12.077993317708072,8.312970627836235
0610,06,10,76265,27639,60941,48626,12315,15324,100.0,36.24073952665049,79.90690355995542,63.759260473349514,16.147643086605914,20.09309644004458
0620,06,20,80429,26794,65547,53635,11912,14882,100.0,33.31385445548248,81.49672381852317,66.68614554451753,14.810578274005644,18.50327618147683
0630,06,30,84176,25546,70053,58630,11423,14123,100.0,30.348317810302223,83.22205854400305,69.65168218969777,13.570376354305266,16.77794145599696
0640,06,40,69576,19501,58782,50075,8707,10794,100.0,28.028343106818443,84.48602966540186,71.97165689318156,12.514372772220305,15.513970334598138
0710,07,10,50235,26691,34236,23544,10692,15999,100.0,53.132278292027465,68.1516870707674,46.867721707972535,21.283965362794866,31.84831292923261
0720,07,20,52766,22924,39567,29842,9725,13199,100.0,43.444642383352914,74.98578630178524,56.555357616647086,18.430428685138157,25.01421369821476
0730,07,30,47014,17295,37650,29719,7931,9364,100.0,36.78691453609563,80.08252860849959,63.21308546390437,16.869443144595227,19.917471391500406
0740,07,40,67548,30099,50006,37449,12557,17542,100.0,44.55942440930893,74.03031918043466,55.44057559069107,18.58974358974359,25.969680819565344
0750,07,50,53559,21320,42412,32239,10173,11147,100.0,39.806568457215405,79.187438152318,60.193431542784595,18.99400660953341,20.812561847681994
0760,07,60,84746,29033,70491,55713,14778,14255,100.0,34.25884407523659,83.17914709838813,65.7411559247634,17.437991173624713,16.820852901611875
0810,08,10,163735,94526,104758,69209,35549,58977,100.0,57.731089870827866,63.98021192781018,42.26891012917214,21.711301798638043,36.01978807218982
0820,08,20,73779,32046,56593,41733,14860,17186,100.0,43.43512381571992,76.70610878434243,56.56487618428008,20.14123260006235,23.293891215657574
0830,08,30,38634,21179,29661,17455,12206,8973,100.0,54.81958896308951,76.77434384221152,45.18041103691049,31.59393280530103,23.225656157788478
0840,08,40,53869,18197,45960,35672,10288,7909,100.0,33.78009615920102,85.31808646902671,66.21990384079898,19.09818262822774,14.681913530973286
0910,09,10,65224,17405,54348,47819,6529,10876,100.0,26.684962590457502,83.32515638415308,73.3150374095425,10.010118974610572,16.674843615846928
0920,09,20,74888,24583,56124,50305,5819,18764,100.0,32.82635402200619,74.94391624826407,67.1736459779938,7.77027027027027,25.056083751735926
0930,09,30,59178,13903,50618,45275,5343,8560,100.0,23.49352800027037,85.5351650951367,76.50647199972963,9.028693095407077,14.464834904863293
0940,09,40,39280,6743,34683,32537,2146,4597,100.0,17.166496945010184,88.29684317718942,82.83350305498982,5.463340122199592,11.703156822810591
0950,09,50,55511,8347,50022,47164,2858,5489,100.0,15.036659400839472,90.11186971951504,84.96334059916053,5.1485291203545245,9.888130280484948
1010,10,10,117814,37300,94239,80514,13725,23575,100.0,31.660074354490973,79.98964469417896,68.33992564550903,11.649719048669937,20.01035530582104
1020,10,20,92913,32000,69153,60913,8240,23760,100.0,34.44082098307019,74.42769042007039,65.55917901692982,8.868511403140571,25.572309579929613
1030,10,30,30974,6774,26842,24200,2642,4132,100.0,21.869955446503518,86.65977916962613,78.13004455349648,8.529734616129657,13.34022083037386
1040,10,40,50247,5417,47484,44830,2654,2763,100.0,10.780743128943021,94.50116424861186,89.21925687105697,5.281907377554878,5.4988357513881425
1110,11,10,65337,22842,49507,42495,7012,15830,100.0,34.96028284126911,75.7717679109846,65.0397171587309,10.7320507522537,24.22823208901541
1120,11,20,51898,16743,40038,35155,4883,11860,100.0,32.261358819222316,77.14748159852017,67.73864118077768,9.408840417742494,22.852518401479827
1130,11,30,79031,31690,56337,47341,8996,22694,100.0,40.09818931811567,71.28468575622225,59.90181068188433,11.38287507433792,28.715314243777755
1140,11,40,79994,27527,60761,52467,8294,19233,100.0,34.41133084981374,75.95694677100782,65.58866915018626,10.368277620821562,24.043053228992175
1150,11,50,35621,9217,29292,26404,2888,6329,100.0,25.875185985794896,82.23239100530586,74.1248140142051,8.107576991100755,17.767608994694143
1210,12,10,56440,29213,38654,27227,11427,17786,100.0,51.75939050318923,68.48688873139618,48.24060949681077,20.2462792345854,31.513111268603826
1220,12,20,55580,25773,39916,29807,10109,15664,100.0,46.37099676142497,71.81720043181001,53.629003238575024,18.188197193234977,28.18279956819
1240,12,40,57543,9677,52962,47866,5096,4581,100.0,16.816989034287403,92.03899692403942,83.1830109657126,8.855985958326816,7.961003075960586
1250,12,50,48646,13616,40924,35030,5894,7722,100.0,27.989968342720882,84.12613575628006,72.01003165727911,12.116104099000946,15.873864243719934
1260,12,60,50583,26499,36519,24084,12435,14064,100.0,52.387165648538044,72.19619239665501,47.612834351461956,24.583358045193048,27.803807603345
