id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01100101,01,10,01,01,100.0,125.0,194.0,28.000000000000004,364.0,1037.0,272.0,178.0,227.99999999999997,1186.0,1660.0000000000002
01100102,01,10,01,02,100.0,80.0,112.99999999999999,31.0,137.0,664.0,182.0,134.0,102.0,682.0,1118.0
01100103,01,10,01,03,100.0,236.0,265.0,81.0,457.0,1297.0,405.0,360.0,416.0,1714.9999999999998,2225.0
01100104,01,10,01,04,100.0,194.0,310.0,112.00000000000001,508.0,1278.0,411.00000000000006,276.0,237.0,1575.0,2052.0
01100205,01,10,02,05,100.0,108.0,144.0,54.0,297.0,872.0000000000001,246.0,146.0,145.0,944.9999999999999,1533.0
01100206,01,10,02,06,100.0,72.0,98.0,31.0,92.0,444.00000000000006,170.0,100.0,44.0,534.0,734.0
01100207,01,10,02,07,100.0,396.0,457.0,100.0,512.0,2214.0,549.0,387.0,395.0,2525.0,3343.0
01100308,01,10,03,08,100.0,291.0,260.0,79.0,394.0,1910.0000000000002,434.99999999999994,183.0,162.0,1823.9999999999998,2652.0
01100309,01,10,03,09,100.0,430.0,479.0,171.0,597.0,2461.0,807.0,400.0,208.0,2772.0,3632.0
01100310,01,10,03,10,100.0,366.0,437.0,120.0,687.0,2647.0,559.0,373.0,275.0,2601.0,3897.0
01100311,01,10,03,11,100.0,399.0,574.0,142.0,922.0000000000001,1943.0,529.0,371.0,294.0,2616.0,3453.0
01100312,01,10,03,12,100.0,426.0,443.0,103.0,501.0,2498.0,597.0,333.0,301.0,2458.0,3521.0
01100313,01,10,03,13,100.0,404.0,450.0,126.0,1122.0,2511.0,611.0,333.0,270.0,2887.0,4061.0
01100414,01,10,04,14,100.0,313.0,396.0,71.0,239.0,1819.0000000000002,280.0,92.0,77.0,1669.0000000000002,2516.0
