id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16028.0,22511.0,7325.0,29862.0,88866.0,27957.0,19235.0,16474.0,109632.0,148409.0
02,02,100.0,9856.0,12713.0,4184.0,16094.0,62191.99999999999,17537.0,10965.0,9100.0,69386.0,89525.0
03,03,100.0,11334.0,13796.0,3739.0,13961.000000000002,53128.0,13407.0,6702.0,5010.0,60447.0,81457.0
04,04,100.0,10756.0,15422.0,5118.0,17397.0,52210.0,20992.0,15982.0,17482.0,78984.0,92071.0
05,05,100.0,10127.0,15491.999999999998,4822.0,11837.0,35201.0,14763.999999999998,10625.0,9682.0,55477.0,66954.0
06,06,100.0,7453.0,12383.0,4026.0,11599.0,29931.0,13483.000000000002,10067.0,10538.0,51401.0,55123.0
07,07,100.0,11861.0,16527.0,5355.0,15604.0,48842.0,19485.0,14991.0,14697.0,72778.0,81506.0
08,08,100.0,12958.000000000002,18948.0,6375.0,17163.0,59487.0,21888.0,15657.0,13472.0,80374.0,93045.0
09,09,100.0,7516.0,8245.0,2282.0,9728.0,28908.999999999996,6881.0,3925.0,3495.0000000000005,34047.0,48286.0
10,10,100.0,9094.0,11341.0,3168.0,9964.0,27841.000000000004,8877.0,5660.0,5546.0,39622.0,54229.99999999999
11,11,100.0,11685.0,13162.0,3495.0000000000005,14591.0,42576.0,10516.0,6515.000000000001,5479.0,52542.99999999999,75946.0
12,12,100.0,9532.0,13669.999999999998,4389.0,11852.0,32815.0,13644.0,9988.0,8888.0,51054.0,59816.99999999999
