id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,397134,21562,29450,9378,49484,144745,47517,44158,50840,192364,148409,100.0,5.429401662914785,7.415633010520378,2.361419571227848,12.460277891089659,36.447395589398035,11.964979075072897,11.119168844772798,12.801724355003602,48.43805869051756,37.370006093661075
02,02,293454,15842,21556,6572,30029,116270,39754,32093,31338,143257,89525,100.0,5.398461087598056,7.345614644884718,2.2395332828995347,10.23294962753958,39.62120127856495,13.546927286729776,10.936296659783135,10.679016132000244,48.81753187893162,30.507336754653195
03,03,424307,23722,38032,11670,38433,132394,62329,55150,62577,216232,81457,100.0,5.590763291673246,8.963321368725946,2.7503670691268347,9.057828411975292,31.202407690657946,14.68959974735274,12.997664426936156,14.748047993551838,50.96121440372183,19.197656413870146
04,04,343081,16343,23284,7757,34838,93024,40766,48301,78768,177414,92071,100.0,4.763598100740059,6.786735493950408,2.260982100436923,10.154453321518824,27.11429662382936,11.882325165194226,14.07859951440039,22.959009679929814,51.71198638222461,26.83651965570813
05,05,257091,15377,24164,7623,25849,64962,29861,35980,53275,130854,66954,100.0,5.9811506431574815,9.39900657743756,2.96509796142222,10.054416529555683,25.268095732639416,11.61495346005889,13.995044556207725,20.722234539521025,50.89793108276835,26.04291865526214
06,06,310446,14513,25559,8599,29664,68041,37953,46974,79143,163844,55123,100.0,4.67488709791719,8.232993821791872,2.7698859060835055,9.555284977097466,21.917177222447705,12.225314547457529,15.13113391700972,25.49332251019501,52.77697248474775,17.75606707768823
07,07,355868,19388,27728,8745,35079,96636,42441,51217,74634,181232,81506,100.0,5.448087493115425,7.791653084851687,2.457371834500433,9.857306641788528,27.155012532736855,11.926051232479459,14.39213416210505,20.972383018422562,50.92674812008947,22.903436105522275
08,08,330017,18596,26844,8479,32122,105746,39440,41617,57173,165207,93045,100.0,5.6348612344212565,8.13412642379029,2.5692615834941837,9.733437974407378,32.04259174527373,11.950899499116712,12.610562486174956,17.324259053321494,50.06014841659672,28.19400212716315
09,09,294081,17143,24196,6916,27496,84265,33745,40404,59916,148911,48286,100.0,5.8293463365535345,8.227665167079818,2.3517330259350313,9.349804985701219,28.653670247312814,11.474729751327015,13.73907188835729,20.373978597733277,50.63604925173677,16.41928584301604
10,10,291948,17847,27745,8251,26107,75139,31324,42759,62776,146714,54230,100.0,6.113074931152123,9.503404715908312,2.826188225300396,8.942345897214572,25.737117568882127,10.729307958951594,14.646101360516257,21.502459342074616,50.253469795991066,18.575225725129133
11,11,311881,19854,27304,7577,30605,97445,33687,36929,58480,156866,75946,100.0,6.36588955402862,8.754621153581013,2.429452259034696,9.813037665006846,31.244288687031275,10.801235086459258,11.840734126157091,18.750741468701204,50.29674779803835,24.350954370416922
12,12,268792,14992,23393,7481,26583,63669,31307,39530,61837,136268,59817,100.0,5.577546950802107,8.703011994404596,2.7831929521711958,9.889803267954402,23.6870889014554,11.647296050477692,14.706538885085866,23.00552099764874,50.696449299086275,22.254010536027856
