id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16437,10712,9382,5725,3657,7055,100.0,65.17004319523028,57.078542313074166,34.82995680476973,22.248585508304437,42.92145768692584
011002,01,10,02,13682,8073,8072,5609,2463,5610,100.0,59.00453150124251,58.99722262827072,40.99546849875749,18.001754129513227,41.00277737172928
011003,01,10,03,61622,30934,40406,30688,9718,21216,100.0,50.199604037519066,65.57073772354029,49.800395962480934,15.770341761059361,34.4292622764597
011004,01,10,04,32571,15528,21721,17043,4678,10850,100.0,47.67431150409874,66.68815817751988,52.325688495901254,14.362469681618617,33.31184182248012
012005,01,20,05,46959,25014,30444,21945,8499,16515,100.0,53.26774420238932,64.83102280712963,46.732255797610684,18.098767009518944,35.16897719287038
012006,01,20,06,43105,24406,27632,18699,8933,15473,100.0,56.61988168425937,64.1039322584387,43.38011831574063,20.72381394269806,35.8960677415613
013007,01,30,07,38913,25344,22320,13569,8751,16593,100.0,65.12990517307841,57.3587233058361,34.870094826921594,22.488628478914503,42.641276694163906
013008,01,30,08,40336,26528,25664,13808,11856,14672,100.0,65.76755255850853,63.625545418484734,34.23244744149147,29.393097976993253,36.374454581515266
014009,01,40,09,46422,24407,30904,22015,8889,15518,100.0,52.57636465468959,66.57188402050753,47.42363534531041,19.148248675197106,33.42811597949248
014010,01,40,10,57087,37312,32180,19775,12405,24907,100.0,65.35988929178271,56.37010177448456,34.64011070821728,21.729991066267278,43.62989822551544
021001,02,10,01,41327,28968,25704,12359,13345,15623,100.0,70.09461127108186,62.19662690250926,29.90538872891814,32.29123817359111,37.80337309749074
022002,02,20,02,64784,29643,46960,35141,11819,17824,100.0,45.75666831316374,72.48703383551495,54.24333168683626,18.243702148678686,27.512966164485057
023003,02,30,03,19743,11257,13046,8486,4560,6697,100.0,57.01767715139543,66.07911664893886,42.98232284860457,23.096793800334297,33.920883351061136
023004,02,30,04,26362,13843,17581,12519,5062,8781,100.0,52.51119034974585,66.69069114634702,47.488809650254154,19.20188149609286,33.309308853652986
024005,02,40,05,25941,9971,19626,15970,3656,6315,100.0,38.43722292895417,75.65629698161212,61.562777071045836,14.093519910566284,24.34370301838788
024006,02,40,06,26824,12734,17905,14090,3815,8919,100.0,47.472412764688336,66.74992543990457,52.52758723531166,14.222338204592901,33.25007456009544
025007,02,50,07,31436,12282,22991,19154,3837,8445,100.0,39.06985621580354,73.13589515205496,60.93014378419647,12.205751367858506,26.86410484794503
025008,02,50,08,57037,23943,40116,33094,7022,16921,100.0,41.97801427143784,70.33329242421587,58.021985728562164,12.311306695653698,29.66670757578414
031001,03,10,01,17731,4821,13980,12910,1070,3751,100.0,27.1896678134341,78.8449608031132,72.8103321865659,6.03462861654729,21.155039196886808
