id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,01,10,01,01,100.0,547.0,39.0,42.0,83.0,30.0,64.0,78.0,35.0,22.0,22.0,36.0,73.0,6.0,23.0,528.0,174.0,188.0,22.0,522.0,135.0,54.0,222.00000000000003,18.0,39.0,18.0,41.0,95.0
01100102,01,10,01,02,100.0,327.0,28.000000000000004,12.0,56.99999999999999,31.0,19.0,51.0,34.0,9.0,4.0,43.0,28.000000000000004,3.0,12.0,349.0,191.0,88.0,12.0,415.00000000000006,85.0,31.0,243.00000000000003,3.0,32.0,6.0,54.0,34.0
01100103,01,10,01,03,100.0,997.0000000000001,158.0,41.0,96.0,27.0,64.0,196.0,73.0,135.0,28.999999999999996,83.0,171.0,30.0,83.0,572.0,236.0,170.0,47.0,1002.0,346.0,86.0,408.0,63.0,100.0,24.0,97.0,117.0
01100104,01,10,01,04,100.0,675.0,97.0,31.0,81.0,40.0,44.0,113.99999999999999,50.0,50.0,26.0,42.0,114.99999999999999,44.0,26.0,426.99999999999994,175.0,152.0,6.0,1224.0,361.0,85.0,584.0,142.0,141.0,31.0,65.0,241.0
01100205,01,10,02,05,100.0,493.0,45.0,27.0,61.0,27.0,39.0,51.0,91.0,13.0,6.0,32.0,28.999999999999996,3.0,13.0,450.0,216.0,132.0,13.0,421.0,95.0,42.0,231.99999999999997,36.0,28.000000000000004,45.0,53.0,40.0
01100206,01,10,02,06,100.0,285.0,34.0,15.0,34.0,30.0,49.0,13.0,21.0,10.0,0.0,34.0,16.0,0.0,16.0,373.0,206.0,85.0,9.0,141.0,53.0,6.0,37.0,9.0,3.0,12.0,46.0,19.0
01100207,01,10,02,07,100.0,1238.0,89.0,56.99999999999999,151.0,54.0,78.0,199.0,215.0,69.0,21.0,87.0,139.0,38.0,33.0,1123.0,561.0,300.0,53.0,1162.0,277.0,72.0,575.0,51.0,199.0,206.99999999999997,132.0,184.0
01100308,01,10,03,08,100.0,1234.0,143.0,44.0,164.0,98.0,112.99999999999999,165.0,42.0,92.0,20.0,130.0,83.0,18.0,24.0,628.0,275.0,167.0,27.0,543.0,126.0,64.0,231.0,18.0,42.0,47.0,191.0,81.0
01100309,01,10,03,09,100.0,1898.0,259.0,62.0,339.0,167.0,167.0,218.00000000000003,105.0,70.0,33.0,254.0,163.0,16.0,62.0,836.0,347.0,289.0,30.0,880.0000000000001,238.0,73.0,383.0,24.0,126.0,108.0,390.0,110.00000000000001
01100310,01,10,03,10,100.0,1480.0,175.0,68.0,220.00000000000003,85.0,143.0,197.0,117.0,63.0,34.0,163.0,150.0,20.0,47.0,789.0,296.0,239.0,37.0,1212.0,227.99999999999997,85.0,664.0,51.0,254.0,355.0,197.0,142.0
01100311,01,10,03,11,100.0,930.0000000000001,89.0,46.0,137.0,20.0,121.0,117.0,97.0,57.99999999999999,12.0,74.0,215.0,30.0,47.0,603.0,225.0,176.0,40.0,1430.0,392.0,63.0,664.0,35.0,263.0,795.0,206.0,167.0
01100312,01,10,03,12,100.0,1137.0,91.0,40.0,167.0,73.0,109.00000000000001,150.0,102.0,56.00000000000001,21.0,111.00000000000001,77.0,10.0,30.0,990.0,476.99999999999994,258.0,39.0,1285.0,315.0,68.0,615.0,59.0,199.0,153.0,129.0,194.0
01100313,01,10,03,13,100.0,1584.0,200.0,83.0,242.0,66.0,140.0,233.0,101.0,86.0,34.0,125.0,223.0,33.0,56.00000000000001,698.0,225.0,275.0,32.0,1412.0,673.0,63.0,411.00000000000006,48.0,105.0,176.0,344.0,289.0
01100414,01,10,04,14,100.0,866.0,77.0,25.0,110.00000000000001,80.0,87.0,152.0,28.999999999999996,77.0,32.0,72.0,99.0,22.0,26.0,614.0,258.0,146.0,19.0,797.0,198.0,78.0,315.0,18.0,61.0,40.0,104.0,74.0
01100415,01,10,04,15,100.0,2111.0,305.0,104.0,310.0,187.0,189.0,216.0,80.0,69.0,36.0,276.0,136.0,12.0,40.0,1029.0,344.0,426.0,28.999999999999996,1014.0,224.00000000000003,95.0,429.0,28.999999999999996,167.0,100.0,354.0,131.0
01100416,01,10,04,16,100.0,2241.0,319.0,112.99999999999999,418.0,184.0,233.0,211.0,72.0,70.0,42.0,360.0,150.0,28.000000000000004,34.0,778.0,269.0,283.0,27.0,758.0,192.0,67.0,288.0,27.0,54.0,67.0,520.0,83.0
01200517,01,20,05,17,100.0,730.0,59.0,31.0,49.0,22.0,26.0,222.00000000000003,134.0,81.0,28.000000000000004,28.999999999999996,148.0,42.0,50.0,220.00000000000003,71.0,85.0,6.0,885.0,186.0,53.0,445.0,159.0,97.0,50.0,44.0,102.0
01200518,01,20,05,18,100.0,1266.0,90.0,82.0,149.0,33.0,62.0,299.0,196.0,76.0,59.0,63.0,330.0,57.99999999999999,103.0,312.0,87.0,125.0,4.0,1648.9999999999998,600.0,49.0,696.0,147.0,149.0,35.0,61.0,208.0
01200519,01,20,05,19,100.0,1487.0,138.0,73.0,145.0,63.0,77.0,352.0,147.0,114.99999999999999,99.0,91.0,438.99999999999994,59.0,146.0,483.0,138.0,222.00000000000003,19.0,1848.9999999999998,548.0,59.0,966.0,254.0,254.99999999999997,55.00000000000001,91.0,284.0
01200520,01,20,05,20,100.0,1276.0,121.0,72.0,174.0,53.0,81.0,311.0,99.0,74.0,85.0,91.0,324.0,52.0,108.0,395.0,122.0,167.0,17.0,1577.0,731.0,86.0,487.0,118.0,113.99999999999999,56.99999999999999,111.00000000000001,283.0
01200521,01,20,05,21,100.0,880.0000000000001,56.99999999999999,47.0,104.0,22.0,46.0,145.0,260.0,62.0,34.0,43.0,148.0,18.0,86.0,297.0,69.0,145.0,3.0,1365.0,488.0,47.0,608.0,206.0,157.0,18.0,55.00000000000001,161.0
01200522,01,20,05,22,100.0,1395.0,156.0,67.0,137.0,83.0,117.0,240.0,119.0,141.0,72.0,130.0,235.0,46.0,64.0,528.0,176.0,209.0,28.999999999999996,1212.0,389.0,88.0,484.0,105.0,126.0,15.0,110.00000000000001,181.0
01200623,01,20,06,23,100.0,1673.9999999999998,170.0,85.0,214.0,80.0,97.0,361.0,159.0,118.0,61.0,104.0,311.0,75.0,82.0,566.0,169.0,220.00000000000003,25.0,2098.0,916.0,117.0,704.0,121.0,196.0,24.0,122.0,331.0
01200624,01,20,06,24,100.0,933.0,63.0,45.0,164.0,60.0,77.0,165.0,52.0,52.0,25.0,97.0,113.99999999999999,9.0,32.0,733.0,366.0,200.99999999999997,50.0,1367.0,613.0,130.0,436.00000000000006,73.0,60.0,47.0,111.00000000000001,277.0
01200625,01,20,06,25,100.0,976.0,69.0,66.0,69.0,28.000000000000004,43.0,216.0,173.0,61.0,68.0,48.0,286.0,71.0,70.0,343.0,128.0,123.0,13.0,1859.0,957.0,33.0,671.0,213.0,180.0,28.000000000000004,38.0,350.0
01200626,01,20,06,26,100.0,890.0,91.0,51.0,95.0,30.0,55.00000000000001,248.0,46.0,59.0,16.0,68.0,104.0,28.000000000000004,43.0,413.99999999999994,161.0,138.0,12.0,632.0,229.99999999999997,41.0,249.00000000000003,54.0,47.0,25.0,91.0,130.0
01200627,01,20,06,27,100.0,319.0,15.0,10.0,42.0,12.0,11.0,106.0,31.0,25.0,9.0,11.0,186.0,48.0,78.0,291.0,104.0,122.0,15.0,1112.0,331.0,36.0,593.0,157.0,180.0,21.0,12.0,174.0
01200628,01,20,06,28,100.0,518.0,63.0,48.0,34.0,20.0,32.0,133.0,38.0,24.0,9.0,38.0,57.99999999999999,7.000000000000001,13.0,171.0,52.0,51.0,20.0,346.0,153.0,30.0,103.0,10.0,15.0,21.0,31.0,95.0
01200629,01,20,06,29,100.0,951.0,119.0,51.0,108.0,62.0,92.0,185.0,41.0,33.0,27.0,65.0,92.0,15.0,19.0,377.0,141.0,140.0,12.0,611.0,184.0,50.0,215.0,21.0,63.0,34.0,87.0,99.0
01300730,01,30,07,30,100.0,1465.0,54.0,88.0,77.0,28.000000000000004,43.0,293.0,426.0,249.00000000000003,55.00000000000001,54.0,351.0,82.0,136.0,454.0,141.0,171.0,12.0,2772.0,1405.0,36.0,894.9999999999999,254.0,192.0,20.0,41.0,387.0
01300731,01,30,07,31,100.0,1524.0,63.0,104.0,148.0,36.0,94.0,311.0,309.0,200.0,62.0,52.0,397.0,93.0,153.0,419.00000000000006,115.99999999999999,179.0,22.0,2391.0,1208.0,37.0,827.0,210.0,235.0,11.0,45.0,289.0
01300732,01,30,07,32,100.0,1655.0,85.0,273.0,136.0,51.0,81.0,293.0,390.0,87.0,62.0,65.0,514.0,147.0,159.0,405.0,162.0,123.0,40.0,2934.0,1347.0,45.0,1031.0,204.99999999999997,293.0,24.0,76.0,364.0
01300733,01,30,07,33,100.0,1757.9999999999998,129.0,120.0,157.0,41.0,84.0,342.0,373.0,173.0,74.0,108.0,567.0,142.0,178.0,423.00000000000006,109.00000000000001,184.0,22.0,3477.0000000000005,2035.0000000000002,44.0,986.9999999999999,266.0,256.0,46.0,97.0,508.0
