id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,107736,43823,77964,63913,14051,29772,100.0,40.67628276527809,72.36578302517265,59.32371723472192,13.042065790450733,27.634216974827357
0102,01,02,82953,39875,58001,43078,14923,24952,100.0,48.069388689981075,69.92031632370137,51.930611310018925,17.989705013682446,30.079683676298625
0103,01,03,75996,46396,48544,29600,18944,27452,100.0,61.0505816095584,63.87704616032423,38.9494183904416,24.927627769882626,36.12295383967577
0104,01,04,101437,54106,66075,47331,18744,35362,100.0,53.339511223715206,65.1389532419137,46.66048877628479,18.478464465628914,34.8610467580863
0201,02,01,40839,27839,26378,13000,13378,14461,100.0,68.16768285217562,64.59022013271628,31.832317147824384,32.75790298489189,35.409779867283724
0202,02,02,64257,26579,47659,37678,9981,16598,100.0,41.36358684656925,74.16935119909115,58.63641315343075,15.532938045660394,25.83064880090885
0203,02,03,48791,25340,32622,23451,9171,16169,100.0,51.93580783341189,66.86069152097723,48.0641921665881,18.79649935438913,33.13930847902277
0204,02,04,47606,12642,39257,34964,4293,8349,100.0,26.555476200478935,82.46229466873923,73.44452379952106,9.017770869218165,17.537705331260767
0205,02,05,79583,21337,64347,58246,6101,15236,100.0,26.811002349748065,80.85520777050374,73.18899765025193,7.6662101202518125,19.14479222949625
0301,03,01,15929,2159,14341,13770,571,1588,100.0,13.553895410885804,90.03076150417478,86.44610458911419,3.5846569150605814,9.969238495825225
0302,03,02,45426,5242,42766,40184,2582,2660,100.0,11.539646898252103,94.14432263461454,88.4603531017479,5.68396953286664,5.855677365385462
0303,03,03,33972,2789,32580,31183,1397,1392,100.0,8.209702107618039,95.90250794772165,91.79029789238197,4.112210055339691,4.097492052278347
0304,03,04,86934,11065,80693,75869,4824,6241,100.0,12.728046564060092,92.82099063657488,87.2719534359399,5.549037200634965,7.179009363425128
0305,03,05,52428,7726,47018,44702,2316,5410,100.0,14.73640039673457,89.68108644235905,85.26359960326543,4.417486839093614,10.318913557640954
0306,03,06,101276,23984,84864,77292,7572,16412,100.0,23.681819977092303,83.79477862474822,76.3181800229077,7.476598601840514,16.20522137525179
0307,03,07,58851,17159,47172,41692,5480,11679,100.0,29.15668382865202,80.15496763011673,70.84331617134798,9.311651458768754,19.845032369883263
0401,04,01,19457,9074,14424,10383,4041,5033,100.0,46.63617207174796,74.13270288328107,53.363827928252036,20.768874955029037,25.86729711671892
0402,04,02,41352,13065,32917,28287,4630,8435,100.0,31.59460243760882,79.60195395627781,68.40539756239117,11.196556393886633,20.39804604372219
0403,04,03,141608,61243,103732,80365,23367,37876,100.0,43.248262810010736,73.25292356364046,56.75173718998927,16.501186373651205,26.747076436359528
0404,04,04,51656,15307,43106,36349,6757,8550,100.0,29.632569304630636,83.44819575654329,70.36743069536936,13.080765061173919,16.551804243456715
0405,04,05,80186,31584,60879,48602,12277,19307,100.0,39.38842191903824,75.92223081335894,60.611578080961756,15.310652732397175,24.07776918664106
0406,04,06,92,30,65,62,3,27,100.0,32.608695652173914,70.65217391304348,67.3913043478261,3.260869565217391,29.347826086956523
0501,05,01,100580,34761,82254,65819,16435,18326,100.0,34.560548816862195,81.77967786836349,65.43945118313779,16.34022668522569,18.220322131636507
0502,05,02,88789,27095,74708,61694,13014,14081,100.0,30.516167543276758,84.1410535088806,69.48383245672323,14.657221052157363,15.858946491119397
0503,05,03,28882,12967,22053,15915,6138,6829,100.0,44.896475313343956,76.35551554601481,55.103524686656044,21.25199085935877,23.644484453985182
