id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,01,01,11,01,100.0,554.0,46.0,62.0,48.0,21.0,69.0,31.0,96.0,30.0,26.0,18.0,56.00000000000001,9.0,22.0,282.0,107.0,40.0,26.0,442.0,70.0,45.0,250.99999999999997,19.0,44.0,21.0,27.0,71.0
01011102,01,01,11,02,100.0,42.0,0.0,6.0,3.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0
01011103,01,01,11,03,100.0,963.0000000000001,121.0,31.0,107.0,12.0,40.0,39.0,202.99999999999997,94.0,129.0,38.0,182.0,18.0,80.0,426.0,157.0,92.0,23.0,1227.0,320.0,64.0,576.0,40.0,239.0,37.0,48.0,120.0
01011104,01,01,11,04,100.0,750.0,111.00000000000001,52.0,74.0,27.0,43.0,36.0,148.0,74.0,30.0,13.0,89.0,43.0,17.0,257.0,101.0,81.0,10.0,1200.0,420.0,56.99999999999999,574.0,202.99999999999997,61.0,22.0,52.0,206.99999999999997
01011105,01,01,11,05,100.0,155.0,15.0,9.0,20.0,15.0,13.0,7.000000000000001,30.0,3.0,3.0,0.0,4.0,0.0,0.0,172.0,101.0,25.0,3.0,211.0,16.0,9.0,146.0,3.0,10.0,0.0,33.0,25.0
01011201,01,01,12,01,100.0,286.0,23.0,10.0,37.0,10.0,16.0,24.0,14.000000000000002,89.0,20.0,3.0,7.000000000000001,0.0,0.0,314.0,139.0,76.0,8.0,202.99999999999997,48.0,10.0,115.99999999999999,15.0,6.0,43.0,15.0,41.0
01011202,01,01,12,02,100.0,120.0,22.0,3.0,10.0,18.0,3.0,7.000000000000001,9.0,0.0,12.0,0.0,11.0,0.0,5.0,36.0,21.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
01011203,01,01,12,03,100.0,178.0,12.0,12.0,15.0,12.0,9.0,22.0,17.0,9.0,6.0,0.0,6.0,0.0,3.0,189.0,120.0,6.0,0.0,41.0,11.0,6.0,15.0,0.0,0.0,10.0,27.0,10.0
01011204,01,01,12,04,100.0,1039.0,56.00000000000001,47.0,94.0,54.0,57.99999999999999,61.0,158.0,229.0,42.0,28.000000000000004,105.0,11.0,37.0,613.0,331.0,91.0,31.0,589.0,91.0,18.0,338.0,21.0,123.0,125.0,76.0,78.0
01011301,01,01,13,01,100.0,1095.0,135.0,31.0,98.0,104.0,96.0,89.0,167.0,33.0,50.0,16.0,83.0,18.0,31.0,306.0,170.0,34.0,22.0,389.0,89.0,50.0,145.0,0.0,21.0,20.0,125.0,28.000000000000004
