id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0101,01,01,100.0,3540.9999999999995,3920.0000000000005,935.0,6463.0,19441.0,5019.0,2677.0,1827.0,21238.0,29772.000000000004
0102,01,02,100.0,3024.0,3979.9999999999995,1225.0,6370.0,14166.999999999998,5075.0,3217.0,2817.0,18731.0,24952.0
0103,01,03,100.0,4464.0,6243.0,1867.0000000000002,6818.000000000001,15072.0,5842.0,3220.0000000000005,2870.0,21887.0,27452.0
0104,01,04,100.0,4291.0,5709.0,1739.0,8696.0,18930.0,7233.0,4126.0,3382.0,25040.0,35362.0
0201,02,01,100.0,2382.0,3785.0,1169.0,3938.0000000000005,8853.0,3808.0,1986.0,1918.0,13501.0,14461.000000000002
0202,02,02,100.0,1962.0,2498.0,832.0,3679.9999999999995,10493.0,3424.0,1960.0000000000002,1730.0,12843.0,16598.0
0203,02,03,100.0,1576.0,2417.0,844.9999999999999,3269.0,9835.0,3415.0,1703.0,2280.0,12178.0,16169.0
0204,02,04,100.0,1136.0,1226.0,308.0,2239.0,5516.0,1234.0,679.0,304.0,6163.0,8349.0
0205,02,05,100.0,1579.0,1433.0,333.0,3674.0,11557.0,1701.0000000000002,743.0,317.0,10053.0,15236.000000000002
0301,03,01,100.0,249.00000000000003,259.0,65.0,355.0,835.0,199.0,120.0,77.0,919.9999999999999,1588.0
0302,03,02,100.0,600.0,743.0,192.0,750.0,1689.0,653.0,375.0,240.0,2589.0,2660.0
0303,03,03,100.0,340.0,388.0,127.0,332.0,917.0,335.0,224.00000000000003,126.0,1333.0,1392.0
0304,03,04,100.0,1306.0,1414.0,321.0,1292.0,4447.0,1210.0,649.0,426.0,5527.0,6241.0
0305,03,05,100.0,898.0,868.0,244.0,1292.0,3062.0,821.0000000000001,365.0,176.0,3590.0,5410.0
0306,03,06,100.0,2258.0,2130.0,437.0,3485.0,11929.0,2402.0,876.0,467.0,11772.0,16412.0
0307,03,07,100.0,1778.0,1734.0,303.0,2192.0,8253.0,1862.0,670.0,367.0,8466.0,11679.0
0401,04,01,100.0,848.0,1080.0,271.0,1150.0,2898.0,1212.0,890.0,725.0,4451.0,5033.0
0402,04,02,100.0,974.0,1333.0,398.0,2212.0,4214.0,1707.9999999999998,1155.0,1071.0,6219.0,8435.0
0403,04,03,100.0,4090.9999999999995,5405.0,1601.0000000000002,6772.0,20734.0,9127.0,6822.0,6691.0,30479.000000000004,37876.0
0404,04,04,100.0,1131.0,1752.0,501.0,1380.0,4518.0,2528.0,1782.9999999999998,1714.0,7848.999999999999,8550.0
0405,04,05,100.0,2248.0,3068.0,839.0,3618.0,10316.0,4547.0,3615.9999999999995,3332.0,15706.0,19307.0
0406,04,06,100.0,0.0,0.0,20.0,4.0,0.0,0.0,3.0,3.0,0.0,27.0
