id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,16819.0,2043.0,657.0,1948.0,1065.0,1413.0,1449.0,2166.0,1101.0,709.0,299.0,1499.0,254.99999999999997,384.0,5530.0,2470.0,1019.9999999999999,301.0,8943.0,2514.0,490.00000000000006,4110.0,437.0,1077.0,1433.0,1961.0,1256.0
0102,01,02,100.0,12520.0,981.0,639.0,1210.0,459.99999999999994,646.0,573.0,3422.0,1192.0,867.0,523.0,2650.0,518.0,1001.0,3204.9999999999995,1249.0,703.0,192.0,14983.000000000002,6609.999999999999,511.00000000000006,5852.0,1705.9999999999998,1129.0,372.0,607.0,2358.0
0103,01,03,100.0,11538.0,544.0,802.9999999999999,874.0,289.0,498.00000000000006,340.0,3012.0,2294.0,948.0,524.0,3454.0,830.0000000000001,1290.0,2656.0,1141.0,449.0,338.0,23326.0,14383.000000000002,178.0,6303.0,2258.0,1009.0,206.0,369.0,3397.9999999999995
0104,01,04,100.0,16849.0,983.0,1011.9999999999999,1329.0,449.0,674.0,526.0,4769.0,3236.0,1042.0,703.0,4140.0,1042.0,1393.0,2659.0,1064.0,478.0,192.0,22925.0,13032.0,348.0,6612.0,1927.0,1178.0,375.0,476.99999999999994,3428.0
0201,02,01,100.0,4259.0,262.0,349.0,494.00000000000006,159.0,270.0,211.0,973.0,564.0,149.0,174.0,919.9999999999999,296.0,269.0,1293.0,467.0,263.0,102.0,16469.0,11073.0,240.0,4361.0,1266.0,800.0,101.0,327.0,3228.0
0202,02,02,100.0,9730.0,1190.0,557.0,1415.0,551.0,783.0,813.0000000000001,1284.0,511.00000000000006,349.0,472.0,1396.0,290.0,379.0,888.0000000000001,379.0,136.0,56.99999999999999,8801.0,5306.0,270.0,2658.0,883.0,484.0,70.0,1224.0,1627.0
0203,02,03,100.0,6890.000000000001,831.0,326.0,1046.0,418.0,656.0,729.0,682.0,447.0,152.0,163.0,694.0,156.0,229.99999999999997,499.0,162.0,82.0,43.0,12193.0,10116.0,174.0,1470.0,356.0,242.0,31.0,799.0,2082.0
0204,02,04,100.0,4564.0,419.00000000000006,118.0,550.0,235.0,380.0,289.0,797.0,336.0,374.0,85.0,654.0,127.0,210.0,1527.0,669.0,274.0,156.0,2237.0,520.0,83.0,801.0,62.0,250.0,1363.0,318.0,373.0
0205,02,05,100.0,10719.0,1446.0,269.0,1626.0000000000002,628.0,1120.0,902.9999999999999,1374.0,371.0,391.0,138.0,842.0,246.0,250.99999999999997,1739.9999999999998,687.0,262.0,181.0,2691.0,650.0,92.0,1211.0,112.99999999999999,395.0,871.0000000000001,902.9999999999999,470.0
0301,03,01,100.0,662.0,19.0,12.0,21.0,22.0,22.0,20.0,300.0,45.0,43.0,14.000000000000002,250.0,47.0,64.0,413.0,200.0,57.99999999999999,48.0,661.0,57.99999999999999,22.0,346.0,12.0,161.0,50.0,22.0,12.0
0302,03,02,100.0,1916.0,137.0,93.0,122.0,92.0,63.0,76.0,639.0,120.0,139.0,56.00000000000001,204.0,64.0,44.0,1116.0,494.00000000000006,154.0,208.0,1263.0,284.0,46.0,461.00000000000006,28.999999999999996,195.0,89.0,153.0,157.0
0303,03,03,100.0,951.0,50.0,43.0,37.0,46.0,40.0,37.0,393.0,62.0,50.0,6.0,115.99999999999999,7.000000000000001,41.0,671.0,295.0,56.99999999999999,176.0,748.0,112.00000000000001,25.0,297.0,19.0,134.0,60.0,42.0,76.0
0304,03,04,100.0,4827.0,430.99999999999994,107.0,478.0,313.0,282.0,304.0,1319.0,250.99999999999997,231.99999999999997,106.0,529.0,105.0,136.0,1647.0,696.0,262.0,206.99999999999997,2134.0,580.0,107.0,746.0,101.0,236.0,190.0,318.0,292.0
0305,03,05,100.0,2994.0,188.0,126.0,343.0,138.0,184.0,167.0,761.0,264.0,161.0,67.0,576.0,99.0,213.0,1086.0,450.0,156.0,125.0,1929.0,221.0,77.0,948.0,24.0,466.0,324.0,134.0,108.0
0306,03,06,100.0,11403.0,1361.0,421.0,1679.0,758.0,1041.0,1036.0,1551.0,428.0,413.99999999999994,189.0,745.0,128.0,240.0,2215.0,971.0000000000001,360.0,167.0,3264.0,493.0,213.0,1605.9999999999998,87.0,574.0,910.0,1206.0,337.0
0307,03,07,100.0,8544.0,1124.0,305.0,1135.0,602.0,757.0,960.0,901.0,275.0,244.0,90.0,433.0,85.0,105.0,1485.0,680.0,272.0,109.00000000000001,1914.0,379.0,123.0,908.0,42.0,298.0,389.0,1213.0,213.0
0401,04,01,100.0,2736.0,54.0,76.0,117.0,36.0,50.0,56.99999999999999,1707.0,134.0,128.0,107.0,666.0,120.0,213.0,1160.0,432.0,229.99999999999997,160.0,3608.0,1600.0,296.0,1137.0,217.0,324.0,122.0,32.0,555.0
0402,04,02,100.0,4510.0,335.0,188.0,401.0,282.0,231.0,373.0,1150.0,283.0,208.0,170.0,682.0,155.0,194.0,1241.0,425.0,264.0,54.0,4049.0,832.0,484.0,1837.0,76.0,533.0,150.0,387.0,562.0
0403,04,03,100.0,21265.0,1830.0,1219.0,2445.0,1077.0,1131.0,1369.0,5063.0,1171.0,1169.0,974.0,3988.0000000000005,666.0,1544.0,7483.0,2657.0,1873.0,385.0,16083.000000000002,6200.0,1768.0,5901.0,1152.0,1137.0,763.0,1850.0,3170.0
