id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01011101,01,01,11,01,100.0,112.99999999999999,100.0,17.0,359.0,624.0,196.0,146.0,155.0,801.0,1174.0
01011102,01,01,11,02,100.0,6.0,3.0,0.0,6.0,38.0,18.0,3.0,0.0,25.0,59.0
01011103,01,01,11,03,100.0,233.0,355.0,102.0,508.0,1063.0,360.0,347.0,273.0,1458.0,2148.0
01011104,01,01,11,04,100.0,214.0,346.0,101.0,600.0,1013.0000000000001,325.0,206.99999999999997,137.0,1382.0,1711.0
01011105,01,01,11,05,100.0,56.00000000000001,44.0,25.0,81.0,222.00000000000003,117.0,56.00000000000001,59.0,312.0,472.0
01011201,01,01,12,01,100.0,71.0,98.0,25.0,181.0,333.0,151.0,121.0,64.0,490.00000000000006,664.0
01011202,01,01,12,02,100.0,19.0,27.0,6.0,15.0,97.0,43.0,25.0,12.0,114.99999999999999,185.0
01011203,01,01,12,03,100.0,31.0,42.0,8.0,55.00000000000001,193.0,76.0,52.0,39.0,229.0,369.0
01011204,01,01,12,04,100.0,237.0,269.0,64.0,363.0,1199.0,377.0,290.0,206.99999999999997,1497.0,1960.0000000000002
01011301,01,01,13,01,100.0,200.99999999999997,180.0,18.0,329.0,1219.0,256.0,152.0,91.0,1195.0,1760.0000000000002
01011302,01,01,13,02,100.0,311.0,426.99999999999994,94.0,621.0,2238.0,583.0,200.99999999999997,125.0,2263.0,3183.0
01011303,01,01,13,03,100.0,271.0,246.0,64.0,653.0,1855.9999999999998,381.0,209.0,99.0,1755.0,2732.0
01011304,01,01,13,04,100.0,292.0,320.0,105.0,457.0,1066.0,390.0,196.0,114.99999999999999,1499.0,1839.9999999999998
01011305,01,01,13,05,100.0,227.0,220.00000000000003,65.0,317.0,1075.0,353.0,129.0,115.99999999999999,1139.0,1629.0
01011306,01,01,13,06,100.0,263.0,264.0,72.0,659.0,1405.0,389.0,190.0,114.99999999999999,1635.0000000000002,2235.0
01011401,01,01,14,01,100.0,540.0,594.0,102.0,776.0,3183.0,571.0,223.0,129.0,3057.0,4414.0
01011402,01,01,14,02,100.0,455.99999999999994,385.0,67.0,483.0,2617.0,433.0,130.0,91.0,2386.0,3236.9999999999995
