id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
010111,01,01,11,100.0,622.0,848.0,245.00000000000003,1554.0,2960.0,1016.0,759.0,624.0,3978.0,5564.0
010112,01,01,12,100.0,358.0,436.00000000000006,103.0,614.0,1822.0,647.0,488.0,322.0,2331.0,3178.0
010113,01,01,13,100.0,1565.0,1657.0,418.0,3036.0,8859.0,2352.0,1077.0,661.0,9486.0,13379.0
010114,01,01,14,100.0,996.0000000000001,978.9999999999999,169.0,1259.0,5800.0,1003.9999999999999,353.0,220.00000000000003,5443.0,7651.000000000001
010221,01,02,21,100.0,1574.0,2059.0,629.0,3299.0,7823.0,2814.0,1860.0000000000002,1461.0,9961.0,13884.0
010222,01,02,22,100.0,1450.0,1921.0,596.0,3071.0,6344.0,2261.0,1357.0,1356.0,8770.0,11068.0
010331,01,03,31,100.0,2176.0,2902.0,956.0,3663.0000000000005,7654.000000000001,2943.0,1570.0,1318.0,10784.0,15026.0
010332,01,03,32,100.0,2288.0,3340.9999999999995,911.0,3155.0,7418.000000000001,2899.0,1650.0,1552.0,11103.0,12426.0
010441,01,04,41,100.0,1599.0,1976.0000000000002,541.0,2874.0,7063.0,2685.0,1682.9999999999998,1267.0,9212.0,12497.0
010442,01,04,42,100.0,2692.0,3733.0,1198.0,5822.0,11867.0,4548.0,2443.0,2115.0,15828.0,22865.0
020101,02,01,01,100.0,2382.0,3785.0,1169.0,3938.0000000000005,8853.0,3808.0,1986.0,1918.0,13501.0,14461.000000000002
020202,02,02,02,100.0,1962.0,2498.0,832.0,3679.9999999999995,10493.0,3424.0,1960.0000000000002,1730.0,12843.0,16598.0
020303,02,03,03,100.0,781.0,1282.0,479.0,1672.0,4655.0,1823.9999999999998,927.9999999999999,1262.0,6166.0,7993.000000000001
020304,02,03,04,100.0,795.0,1135.0,366.0,1597.0,5180.0,1591.0,775.0,1018.0,6012.0,8176.000000000001
020405,02,04,05,100.0,539.0,549.0,143.0,802.9999999999999,2372.0,592.0,304.0,150.0,2766.0,3477.0000000000005
020407,02,04,07,100.0,597.0,677.0,165.0,1436.0,3144.0,642.0,375.0,154.0,3397.0,4872.0
020506,02,05,06,100.0,606.0,537.0,125.0,1266.0,4120.0,672.0,252.99999999999997,135.0,3740.9999999999995,5393.0
020508,02,05,08,100.0,973.0,896.0000000000001,208.0,2408.0,7437.0,1029.0,490.00000000000006,182.0,6312.0,9843.0
030101,03,01,01,100.0,249.00000000000003,259.0,65.0,355.0,835.0,199.0,120.0,77.0,919.9999999999999,1588.0
030202,03,02,02,100.0,384.0,438.0,102.0,594.0,1136.0,383.0,195.0,118.0,1593.0,1987.0
030203,03,02,03,100.0,216.0,305.0,90.0,156.0,553.0,270.0,180.0,122.0,996.0000000000001,673.0
030304,03,03,04,100.0,229.0,242.0,81.0,216.0,594.0,204.99999999999997,152.0,79.0,871.0000000000001,924.0
030307,03,03,07,100.0,111.00000000000001,146.0,46.0,115.99999999999999,323.0,130.0,72.0,47.0,462.0,468.0
030405,03,04,05,100.0,260.0,405.0,135.0,242.0,762.0,330.0,186.0,131.0,1215.0,963.0000000000001
030406,03,04,06,100.0,536.0,545.0,101.0,445.0,1602.0,475.0,219.0,173.0,2082.0,2289.0
030408,03,04,08,100.0,509.99999999999994,463.99999999999994,85.0,605.0,2083.0,405.0,244.0,122.0,2230.0,2989.0
030509,03,05,09,100.0,749.0,723.0,191.0,968.0,2430.0,631.0,269.0,136.0,2830.0,4273.0
030510,03,05,10,100.0,149.0,145.0,53.0,324.0,632.0,190.0,96.0,40.0,760.0,1137.0
030611,03,06,11,100.0,555.0,509.0,112.99999999999999,1162.0,3572.0,637.0,216.0,113.99999999999999,3311.9999999999995,4847.0
030612,03,06,12,100.0,486.00000000000006,447.0,102.0,827.9999999999999,3042.0,562.0,202.99999999999997,120.0,2877.0,3959.0000000000005
030613,03,06,13,100.0,637.0,541.0,96.0,710.0,3272.0,687.0,218.00000000000003,85.0,3085.0,4165.0
030614,03,06,14,100.0,580.0,633.0,126.0,785.0,2043.0,516.0,239.0,148.0,2498.0,3440.9999999999995
030715,03,07,15,100.0,857.0,830.0000000000001,133.0,1042.0,4167.0,949.0,307.0,188.0,4175.0,5916.0
030716,03,07,16,100.0,921.0000000000001,903.9999999999999,170.0,1150.0,4086.0,913.0000000000001,363.0,179.0,4291.0,5763.0
040101,04,01,01,100.0,848.0,1080.0,271.0,1150.0,2898.0,1212.0,890.0,725.0,4451.0,5033.0
040202,04,02,02,100.0,196.0,362.0,125.0,655.0,1076.0,437.0,330.0,264.0,1723.0,2164.0
040203,04,02,03,100.0,778.0,971.0000000000001,273.0,1557.0,3138.0,1271.0,825.0,807.0,4496.0,6271.0
040304,04,03,04,100.0,709.0,1002.9999999999999,290.0,1326.0,3464.0,1459.0,1058.0,1074.0,5167.0,6358.0
040305,04,03,05,100.0,405.0,614.0,165.0,750.0,2211.0,927.9999999999999,681.0,589.0,3081.0,3747.0
040306,04,03,06,100.0,877.0,1060.0,335.0,1378.0,4325.0,1812.0,1346.0,1347.0,6233.0,7353.0
040307,04,03,07,100.0,590.0,806.0,258.0,924.0,3090.0,1320.0,1005.0000000000001,1054.0,4578.0,5737.0
040308,04,03,08,100.0,629.0,822.0000000000001,236.0,1104.0,3565.9999999999995,1596.0,1143.0,1064.0,4994.0,6570.999999999999
040309,04,03,09,100.0,492.0,603.0,188.0,760.0,2189.0,1135.0,888.0000000000001,910.0,3486.9999999999995,4785.0
040310,04,03,10,100.0,389.0,497.0,129.0,530.0,1889.0,877.0,701.0,653.0,2939.0,3325.0
040411,04,04,11,100.0,468.0,730.0,193.0,605.0,1880.9999999999998,1070.0,754.0,709.0,3315.9999999999995,3568.0
040412,04,04,12,100.0,317.0,521.0,146.0,374.0,1155.0,659.0,407.0,344.0,1972.0,2142.0
040413,04,04,13,100.0,346.0,501.0,162.0,401.0,1482.0,799.0,622.0,661.0,2561.0,2840.0
040514,04,05,14,100.0,865.0,1145.0,293.0,1256.0,4193.0,1909.0,1662.0,1570.0,6581.0,7695.0
040515,04,05,15,100.0,525.0,728.0,216.0,877.9999999999999,2089.0,788.0,613.0,480.99999999999994,3008.0,4076.0
040516,04,05,16,100.0,858.0,1195.0,330.0,1484.0,4034.0000000000005,1850.0,1341.0,1281.0,6117.0,7536.0
040617,04,06,17,100.0,0.0,0.0,20.0,4.0,0.0,0.0,3.0,3.0,0.0,27.0
050101,05,01,01,100.0,508.0,688.0,202.0,768.0,1660.0000000000002,701.0,524.0,413.99999999999994,2571.0,3009.0
050102,05,01,02,100.0,1413.0,1989.0,563.0,1574.0,4106.0,1948.0,1534.0,1219.0,7276.000000000001,6352.0
050103,05,01,03,100.0,1471.0,1836.0,574.0,1955.9999999999998,4765.0,2019.0000000000002,1277.0,1052.0,7115.000000000001,8965.0
050204,05,02,04,100.0,400.0,713.0,200.0,505.0,1392.0,784.0,552.0,434.0,2413.0,2227.0
050205,05,02,05,100.0,1159.0,1729.0,478.0,1249.0,3045.0,1457.0,1009.0,740.0,5449.0,5116.0
050206,05,02,06,100.0,1071.0,1386.0,415.00000000000006,1614.0,3479.9999999999995,1485.0,964.0,834.0,5324.0,6738.0
050307,05,03,07,100.0,643.0,819.9999999999999,256.0,882.0,2111.0,968.0,750.0,475.0,3328.0,2988.0
050308,05,03,08,100.0,619.0,744.0,195.0,927.0,1893.0,698.0,547.0,438.99999999999994,2833.0,3840.9999999999995
050409,05,04,09,100.0,349.0,690.0,184.0,438.99999999999994,910.0,494.00000000000006,368.0,271.0,1757.0,1929.0
060101,06,01,01,100.0,542.0,736.0,221.0,604.0,2013.0,899.0,646.0,611.0,3222.0,3364.0
060102,06,01,02,100.0,1292.0,1596.0,417.0,1662.0,4858.0,2185.0,1689.0,1356.0,7620.999999999999,7820.999999999999
060203,06,02,03,100.0,911.9999999999999,1172.0,332.0,1204.0,3231.0,1468.0,1130.0,966.0,5274.0,5208.0
060204,06,02,04,100.0,737.0,1166.0,358.0,989.0,2420.0,1243.0,1009.0,869.9999999999999,4414.0,4543.0
060305,06,03,05,100.0,574.0,1035.0,314.0,849.0,2026.0000000000002,1084.0,828.9999999999999,743.0,3750.0,4000.0
060306,06,03,06,100.0,938.0000000000001,1609.0,471.0,1503.0,3425.0,1739.0,1182.0,982.0,5960.0,6525.0
060407,06,04,07,100.0,376.0,709.0,219.0,990.0,1387.0,777.0,526.0,551.0,2799.0,3281.0
060408,06,04,08,100.0,792.0,1487.0,404.0,1209.0,2466.0,1501.0,977.9999999999999,1021.0000000000001,5024.0,5422.0
070101,07,01,01,100.0,1637.0,2467.0,774.0,3055.0,7977.0,3652.0000000000005,2605.0,2513.0,11873.0,15249.0
070202,07,02,02,100.0,1471.0,1867.0000000000002,541.0,2552.0,6788.0,2744.0,1736.0,1527.0,9226.0,11340.0
070303,07,03,03,100.0,1161.0,1745.0,482.0,1792.0000000000002,4413.0,2009.0,1371.0,1148.0,7303.0,7579.000000000001
070404,07,04,04,100.0,2158.0,2660.0,709.0,3251.0,8076.000000000001,3120.0,1941.0,1677.0,11308.0,13202.000000000002
070505,07,05,05,100.0,1396.0,1922.0,552.0,1872.0,4991.0,2261.0,1655.9999999999998,1332.0,7911.0,7850.0
070606,07,06,06,100.0,1043.0,1590.0,429.0,1126.0,3179.0,1439.0,1226.0,991.0,5490.0,5032.0
070707,07,07,07,100.0,919.9999999999999,1575.0,474.0,1002.9999999999999,2665.0,1630.9999999999998,1146.0,925.0,5257.0,4633.0
