id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,368122,22295,26465,8027,51391,124709,51374,35657,48204,177173,117538,100.0,6.056416079451921,7.189192713285269,2.1805271078609807,13.960317503436363,33.87708422751153,13.955699469197711,9.686190991030148,13.094571908226078,48.12888118612852,31.929088726020176
02,02,281076,17715,19228,5699,32645,114320,39029,24447,27993,136862,70813,100.0,6.302565854075054,6.840854430830095,2.0275654982993925,11.614296489205767,40.67227369110134,13.885568316042637,8.697647611322203,9.959228109123512,48.69216866612589,25.193541960181587
03,03,394816,27055,31731,8289,33032,131584,65692,38081,59352,200852,45382,100.0,6.852559166801751,8.036908331982492,2.099458988490841,8.366428918787486,33.32792997244286,16.63863673204733,9.645252472037608,15.03282541740963,50.872305073755875,11.494468309288377
04,04,334351,15610,21176,6885,33160,83105,52492,44783,77140,172538,79228,100.0,4.668746317492695,6.333463934607643,2.059213222033133,9.917721197184996,24.855615804947494,15.699668910815282,13.394008093291182,23.071562519627577,51.60385343546153,23.69605594121148
05,05,238278,13960,19568,6789,25308,53396,36335,30074,52848,121622,41165,100.0,5.858702859684906,8.212256272085547,2.8491929594842995,10.621207161382923,22.409118760439487,15.248994871536608,12.621391819639245,22.179135295746985,51.04206011465598,17.27603891253074
06,06,302535,15029,23703,8066,27648,61870,49035,39323,77861,159810,40164,100.0,4.967689688796337,7.834795974019534,2.6661378022377575,9.138777331548416,20.4505263853769,16.2080420447221,12.997834961244154,25.736195812054802,52.823640239972235,13.275819326689476
07,07,345024,18480,24910,8262,35483,86583,55051,44587,71668,176276,64885,100.0,5.3561491374513075,7.219787608977926,2.3946160267111853,10.28421211278056,25.094776015581527,15.955701632350214,12.922869133741422,20.77188833240586,51.090938601372656,18.8059381376368
08,08,328045,19663,24412,8421,36889,98862,46388,35785,57625,164699,79880,100.0,5.993994726333277,7.441661967108171,2.567025865353839,11.245103568108034,30.136719047691628,14.140742885884558,10.908564373790181,17.566187565730313,50.20622170738771,24.350317791766372
09,09,257782,14662,18268,5384,21722,66299,41047,31183,59217,131465,19070,100.0,5.687751666136503,7.08660806417826,2.0885864800490337,8.426499910777324,25.71901839538835,15.923144362290618,12.09665531340435,22.971735807775563,50.998518127720324,7.397723657974567
10,10,261954,16277,20959,5859,23035,63617,39697,43624,48886,132315,20764,100.0,6.213686372416531,8.00102308038816,2.236652236652237,8.793528634798477,24.285561587148887,15.154187376409597,16.65330554219443,18.662055169991678,50.510776701252894,7.926582529757133
11,11,280721,17642,20105,5402,28338,81406,37598,34806,55424,141538,38398,100.0,6.284531616801023,7.161915211188333,1.9243305630857683,10.094720380733897,28.998899262969285,13.393369217123052,12.39878740813833,19.743446339960315,50.41945561607433,13.678349678150193
12,12,260253,14728,21202,7393,26075,54954,40325,33532,62044,132808,40987,100.0,5.659108636595928,8.146688030493404,2.8406973214525864,10.019096801958094,21.11560673652177,15.494538007246794,12.88438557864847,23.839878887082953,51.030343550314505,15.748905872362663
