id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2464.0,293.0,160.0,252.0,81.0,171.0,112.99999999999999,483.0,200.99999999999997,188.0,69.0,331.0,70.0,119.0,1143.0,469.00000000000006,238.0,62.0,3083.0,826.0,175.0,1550.0,268.0,354.0,80.0,169.0,423.00000000000006
010112,01,01,12,100.0,1623.0,112.99999999999999,72.0,156.0,94.0,86.0,113.99999999999999,198.0,327.0,80.0,31.0,129.0,11.0,45.0,1152.0,611.0,179.0,39.0,839.0,153.0,34.0,469.00000000000006,36.0,129.0,178.0,140.0,129.0
010113,01,01,13,100.0,7258.0,902.0,222.00000000000003,808.0,451.99999999999994,686.0,658.0,973.0,405.0,274.0,131.0,736.0,118.0,152.0,2255.0,993.0,386.0,158.0,3765.0,1288.0,194.0,1509.0,104.0,416.0,1067.0,942.0,561.0
010114,01,01,14,100.0,5474.0,735.0,202.99999999999997,732.0,438.0,470.0,564.0,512.0,168.0,167.0,68.0,303.0,56.00000000000001,68.0,980.0000000000001,397.0,217.0,42.0,1256.0,247.00000000000003,87.0,582.0,28.999999999999996,178.0,108.0,710.0,143.0
010221,01,02,21,100.0,7220.0,536.0,366.0,682.0,220.00000000000003,329.0,316.0,2030.9999999999998,800.0,545.0,343.0,1580.0,266.0,620.0,1431.0,537.0,299.0,87.0,7983.0,3274.0,264.0,3364.0,1046.0,531.0,221.0,306.0,1126.0
010222,01,02,22,100.0,5300.0,445.0,273.0,528.0,240.0,317.0,257.0,1391.0,392.0,322.0,180.0,1070.0,252.0,381.0,1773.9999999999998,712.0,404.0,105.0,7000.0,3336.0,247.00000000000003,2488.0,660.0,598.0,151.0,301.0,1232.0
010331,01,03,31,100.0,6562.0,249.00000000000003,630.0,457.0,159.0,231.99999999999997,168.0,1585.0,1500.0,586.0,265.0,2026.0000000000002,495.0,824.0,1068.0,454.0,176.0,102.0,11022.0,6775.0,88.0,2830.0,848.0,484.0,103.0,179.0,1456.0
010332,01,03,32,100.0,4976.0,295.0,173.0,417.0,130.0,266.0,172.0,1427.0,794.0,362.0,259.0,1428.0,335.0,466.0,1588.0,687.0,273.0,236.0,12304.0,7608.0,90.0,3472.9999999999995,1410.0,525.0,103.0,190.0,1942.0000000000002
010441,01,04,41,100.0,6720.999999999999,423.00000000000006,343.0,583.0,180.0,204.99999999999997,194.0,2164.0,1154.0,329.0,345.0,1588.0,288.0,498.00000000000006,1094.0,459.0,190.0,80.0,7640.000000000001,4432.0,157.0,2081.0,470.0,513.0,168.0,168.0,1353.0
010442,01,04,42,100.0,10128.0,560.0,669.0,746.0,269.0,469.00000000000006,332.0,2605.0,2082.0,713.0,358.0,2552.0,754.0,894.9999999999999,1565.0,605.0,288.0,112.00000000000001,15285.0,8600.0,191.0,4531.0,1457.0,665.0,206.99999999999997,309.0,2075.0
