id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,57726.0,4551.0,3111.0,5361.0,2263.0,3231.0,2888.0,13369.0,7823.0,3565.9999999999995,2049.0,11743.0,2645.0,4068.0,14050.0,5924.0,2650.0,1023.0,70177.0,36539.0,1527.0,22877.0,6328.0,4393.0,2386.0,3414.0,10440.0
02,02,100.0,36162.0,4148.0,1619.0000000000002,5131.0,1991.0,3209.0000000000005,2945.0,5110.0,2229.0,1415.0,1032.0,4506.0,1115.0,1339.0,5947.0,2364.0,1017.0,539.0,42391.0,27664.999999999996,859.0,10501.0,2680.0,2171.0,2436.0,3571.0,7780.0
03,03,100.0,31297.000000000004,3310.0,1107.0,3815.0,1971.0,2389.0,2600.0,5864.0,1445.0,1283.0,528.0,2853.0,535.0,843.0,8633.0,3786.0,1319.0,1040.0,11913.0,2127.0,613.0,5312.0,314.0,2064.0,2012.0,3088.0,1195.0
04,04,100.0,44989.0,3561.9999999999995,2478.0,4719.0,2343.0,2104.0,2669.0,12238.0,2269.0,2343.0,2231.0,8448.0,1469.0,2943.0,16875.0,6121.0,4061.0,863.0000000000001,34805.0,11956.0,3867.0,13368.0,1925.0,3079.0,1479.0,4007.0,6500.0
05,05,100.0,23638.0,453.0,724.0,1304.0,590.0,408.0,927.0,11629.0,1925.0,1782.9999999999998,1423.0,6684.999999999999,1395.0,2279.0,11492.0,4974.0,1249.0,2811.0,31383.999999999996,12590.0,1668.0,9993.0,1673.9999999999998,2857.0,729.0,475.0,4929.0
06,06,100.0,26508.0,1502.0,1720.0,2103.0,1455.0,1070.0,1481.0,9190.0,1064.0,1143.0,1567.0,5419.0,1099.0,1688.0,7509.0,3014.0,1460.0,649.0,19113.0,6912.0,2049.0,6403.0,902.9999999999999,1898.0,504.0,4203.0,3597.9999999999995
07,07,100.0,37945.0,2394.0,2418.0,3597.0,1516.0,1431.0,1698.0,12972.0,2320.0,1857.9999999999998,2617.0,9529.0,1620.0,3427.0000000000005,11102.0,4386.0,2175.0,1344.0,42449.0,22131.0,1424.0,13538.0,3119.0,3633.0,786.0,2380.0,8675.0
08,08,100.0,41277.0,2588.0,1891.0,3907.0,1393.0,1854.0,2073.0,13466.0,3603.0,3464.0,1868.0,12796.0,2116.0,5127.0,5844.0,2196.0,918.0,947.0000000000001,61478.0,36488.0,734.0,19875.0,7923.0,2745.0,947.0000000000001,2026.0000000000002,12230.0
09,09,100.0,10939.0,474.0,384.0,706.0,469.00000000000006,424.0,451.99999999999994,3695.0000000000005,1199.0,896.0000000000001,270.0,2248.0,501.0,899.0,4891.0,1929.0,723.0,869.0,8784.0,2026.0000000000002,246.0,3899.0,273.0,1486.0,1136.0,474.0,952.0
10,10,100.0,9603.0,124.0,310.0,331.0,139.0,176.0,137.0,3845.0000000000005,988.0000000000001,1421.0,130.0,1672.0,260.0,615.0,17862.0,8051.000000000001,1409.0,5463.0,12463.0,926.0,165.0,3344.0,125.0,1443.0,4162.0,165.0,688.0
11,11,100.0,14913.0,484.0,348.0,824.0,350.0,541.0,354.0,4992.0,2120.0,1529.0,383.0,4395.0,1056.0,1419.0,15815.0,6866.0,1589.0,3876.0,17648.0,1436.0,509.0,7143.000000000001,227.0,3042.0,7483.0,358.0,1152.0
12,12,100.0,23978.0,1259.0,1117.0,1866.0,673.0,536.0,586.0,10528.0,2255.0,1369.0,1255.0,6755.0,1474.0,2404.0,7251.000000000001,3169.0,914.0,1258.0,30422.000000000004,15578.0,885.0,8527.0,1837.0,2001.0000000000002,899.0,619.0,5677.0
