id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3085,1710,1911,1375,536,1174,100.0,55.42949756888168,61.944894651539705,44.570502431118314,17.374392220421395,38.055105348460295
01011102,01,01,11,02,198,74,139,124,15,59,100.0,37.37373737373738,70.2020202020202,62.62626262626263,7.575757575757576,29.797979797979796
01011103,01,01,11,03,5537,3241,3389,2296,1093,2148,100.0,58.53350189633375,61.20642947444465,41.46649810366625,19.7399313707784,38.79357052555535
01011104,01,01,11,04,4622,2943,2911,1679,1232,1711,100.0,63.67373431414972,62.98139333621808,36.32626568585028,26.655127650367806,37.01860666378191
01011105,01,01,11,05,1150,660,678,490,188,472,100.0,57.391304347826086,58.95652173913043,42.608695652173914,16.34782608695652,41.04347826086956
01011201,01,01,12,01,2096,1044,1432,1052,380,664,100.0,49.80916030534351,68.32061068702289,50.19083969465649,18.12977099236641,31.679389312977097
01011202,01,01,12,02,568,244,383,324,59,185,100.0,42.95774647887324,67.42957746478874,57.04225352112676,10.387323943661972,32.57042253521127
01011203,01,01,12,03,961,496,592,465,127,369,100.0,51.61290322580645,61.602497398543186,48.38709677419355,13.215400624349636,38.397502601456814
01011204,01,01,12,04,7021,3006,5061,4015,1046,1960,100.0,42.81441390115368,72.08374875373879,57.18558609884632,14.898162654892467,27.916251246261215
01011301,01,01,13,01,6333,2446,4573,3887,686,1760,100.0,38.623085425548716,72.20906363492816,61.37691457445129,10.832149060476867,27.790936365071843
01011302,01,01,13,02,12484,4600,9301,7884,1417,3183,100.0,36.847164370394104,74.50336430631208,63.152835629605896,11.350528676706183,25.49663569368792
01011303,01,01,13,03,9143,3779,6411,5364,1047,2732,100.0,41.33216668489555,70.11921688723613,58.66783331510446,11.451383572131684,29.880783112763865
01011304,01,01,13,04,8554,2941,6714,5613,1101,1840,100.0,34.381575870937574,78.4895955108721,65.61842412906242,12.87117138180968,21.510404489127893
01011305,01,01,13,05,7479,2502,5850,4977,873,1629,100.0,33.45367027677497,78.21901323706378,66.54632972322503,11.672683513838749,21.780986762936223
01011306,01,01,13,06,9156,3357,6921,5799,1122,2235,100.0,36.66448230668414,75.58977719528178,63.33551769331586,12.254259501965924,24.410222804718217
01011401,01,01,14,01,16139,6118,11725,10021,1704,4414,100.0,37.90817274924097,72.65010223681765,62.09182725075904,10.558274986058617,27.34989776318235
01011402,01,01,14,02,13210,4662,9973,8548,1425,3237,100.0,35.291445874337626,75.49583648750946,64.70855412566237,10.787282361847085,24.504163512490535
01022101,01,02,21,01,3456,1767,2255,1689,566,1201,100.0,51.12847222222222,65.2488425925926,48.87152777777778,16.377314814814813,34.751157407407405
01022102,01,02,21,02,6303,3663,3779,2640,1139,2524,100.0,58.1151832460733,59.95557670950341,41.8848167539267,18.070759955576708,40.04442329049659
01022103,01,02,21,03,259,179,128,80,48,131,100.0,69.1119691119691,49.42084942084942,30.888030888030887,18.53281853281853,50.57915057915058
01022104,01,02,21,04,18375,8731,12780,9644,3136,5595,100.0,47.5156462585034,69.55102040816327,52.484353741496605,17.066666666666666,30.448979591836732
01022105,01,02,21,05,5281,2994,3407,2287,1120,1874,100.0,56.69380799091081,64.5142965347472,43.30619200908919,21.20810452565802,35.4857034652528
