district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3187,130.0,118.0,22.0,472.0,988.0,364.0,378.0,715.0,1537.0,1276.0
1,1,11,2,188,6.0,0.0,3.0,21.0,47.0,42.0,39.0,30.0,78.0,64.0
1,1,11,3,5192,256.0,347.0,124.0,627.0,1499.0,698.0,748.0,893.0,2390.0,1834.0
1,1,11,4,4685,300.0,390.0,140.0,881.0,1592.0,639.0,400.0,343.0,2145.0,1793.0
1,1,11,5,1180,77.0,56.0,24.0,90.0,357.0,214.0,182.0,180.0,563.0,492.0
1,1,12,1,2236,97.0,119.0,49.0,285.0,610.0,344.0,344.0,388.0,1055.0,801.0
1,1,12,2,620,18.0,52.0,6.0,63.0,206.0,119.0,68.0,88.0,265.0,235.0
1,1,12,3,1039,55.0,45.0,25.0,99.0,325.0,189.0,135.0,166.0,509.0,393.0
1,1,12,4,7707,378.0,372.0,112.0,728.0,2536.0,1084.0,932.0,1565.0,3795.0,2326.0
1,1,13,1,6611,439.0,367.0,63.0,649.0,2910.0,1016.0,596.0,571.0,3207.0,1940.0
1,1,13,2,12604,726.0,993.0,279.0,1125.0,4972.0,2382.0,1126.0,1001.0,6122.0,3296.0
1,1,13,3,9580,421.0,413.0,109.0,1214.0,3745.0,1249.0,892.0,1537.0,4513.0,3123.0
1,1,13,4,8598,448.0,483.0,161.0,790.0,2138.0,941.0,956.0,2681.0,4574.0,1994.0
1,1,13,5,7752,379.0,375.0,92.0,723.0,2438.0,1005.0,847.0,1893.0,3837.0,1811.0
1,1,13,6,9983,613.0,454.0,119.0,1354.0,3393.0,1434.0,1088.0,1528.0,4873.0,2805.0
1,1,14,1,16720,1175.0,1294.0,274.0,1626.0,7434.0,2720.0,1232.0,965.0,8177.0,4801.0
1,1,14,2,13423,1055.0,1015.0,186.0,1066.0,6329.0,2234.0,757.0,781.0,6685.0,3469.0
1,2,21,1,3577,226.0,206.0,59.0,665.0,1306.0,484.0,344.0,287.0,1614.0,1283.0
1,2,21,2,6446,357.0,412.0,136.0,1118.0,2357.0,823.0,644.0,599.0,2948.0,2617.0
1,2,21,3,252,16.0,46.0,3.0,16.0,92.0,32.0,23.0,24.0,112.0,128.0
1,2,21,4,18617,1008.0,1102.0,345.0,2872.0,6631.0,2491.0,2072.0,2096.0,8717.0,5875.0
1,2,21,5,5361,313.0,388.0,136.0,867.0,1922.0,686.0,523.0,526.0,2525.0,1968.0
1,2,21,6,11788,610.0,749.0,252.0,1419.0,3479.0,1799.0,1589.0,1891.0,5902.0,2605.0
1,2,22,1,11200,709.0,709.0,210.0,1928.0,4288.0,1398.0,948.0,1010.0,5214.0,3509.0
1,2,22,2,1517,92.0,164.0,63.0,231.0,429.0,225.0,146.0,167.0,762.0,500.0
1,2,22,3,7022,453.0,635.0,187.0,1038.0,2172.0,926.0,674.0,937.0,3462.0,2357.0
1,2,22,4,5896,318.0,348.0,83.0,707.0,1869.0,872.0,694.0,1005.0,2923.0,1491.0
1,2,22,5,3296,242.0,316.0,124.0,397.0,851.0,423.0,383.0,560.0,1587.0,1023.0
1,2,22,6,3016,153.0,211.0,36.0,336.0,951.0,482.0,409.0,438.0,1434.0,650.0
1,2,22,7,5673,200.0,251.0,90.0,989.0,1437.0,812.0,628.0,1266.0,2753.0,1775.0
1,3,31,1,26804,1991.0,2493.0,782.0,4200.0,9008.0,3372.0,2299.0,2659.0,12623.0,10922.0
1,3,31,2,12061,865.0,1068.0,332.0,1973.0,4060.0,1559.0,961.0,1243.0,5842.0,4687.0
1,3,32,1,13275,1045.0,1560.0,464.0,1630.0,3939.0,1688.0,1285.0,1664.0,6581.0,4031.0
1,3,32,2,9766,646.0,897.0,254.0,1064.0,2797.0,1299.0,1017.0,1792.0,4930.0,2611.0
1,3,32,3,14478,995.0,1286.0,429.0,2319.0,4944.0,1819.0,1213.0,1473.0,6723.0,5695.0
1,4,41,1,20653,1116.0,1367.0,407.0,2960.0,6454.0,2900.0,2357.0,3092.0,10017.0,6226.0
1,4,41,2,16322,897.0,955.0,291.0,1857.0,4520.0,2171.0,1925.0,3706.0,8388.0,3761.0
1,4,41,3,8575,507.0,522.0,178.0,1376.0,3208.0,1141.0,840.0,803.0,4063.0,3086.0
1,4,42,1,23791,1534.0,2084.0,714.0,4013.0,8037.0,3048.0,1979.0,2382.0,11121.0,10260.0
1,4,42,2,16719,963.0,1017.0,350.0,3115.0,6680.0,2013.0,1411.0,1170.0,7693.0,6698.0
1,4,42,3,16534,918.0,1216.0,368.0,2455.0,5686.0,2082.0,1595.0,2214.0,7742.0,6470.0
