district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,1841,114.0,102.0,16.0,376.0,716.0,188.0,167.0,162.0,859.0,1276.0
1,1,11,2,76,3.0,0.0,0.0,15.0,31.0,23.0,0.0,4.0,30.0,64.0
1,1,11,3,2924,210.0,286.0,115.0,398.0,974.0,354.0,329.0,258.0,1374.0,1834.0
1,1,11,4,3000,221.0,327.0,112.0,634.0,1012.0,318.0,204.0,172.0,1409.0,1793.0
1,1,11,5,707,67.0,47.0,15.0,63.0,258.0,129.0,76.0,52.0,359.0,492.0
1,1,12,1,1212,78.0,98.0,33.0,217.0,403.0,156.0,142.0,85.0,565.0,801.0
1,1,12,2,300,12.0,39.0,3.0,39.0,134.0,39.0,25.0,9.0,134.0,235.0
1,1,12,3,541,43.0,36.0,19.0,59.0,222.0,76.0,54.0,32.0,263.0,393.0
1,1,12,4,3515,274.0,303.0,84.0,433.0,1467.0,439.0,303.0,212.0,1735.0,2326.0
1,1,13,1,2702,225.0,172.0,27.0,336.0,1400.0,318.0,139.0,85.0,1331.0,1940.0
1,1,13,2,4780,347.0,444.0,98.0,578.0,2329.0,617.0,221.0,146.0,2368.0,3296.0
1,1,13,3,4252,280.0,275.0,76.0,712.0,2102.0,462.0,198.0,147.0,1990.0,3123.0
1,1,13,4,3140,321.0,345.0,97.0,472.0,1172.0,381.0,204.0,148.0,1590.0,1994.0
1,1,13,5,2744,237.0,248.0,52.0,370.0,1188.0,346.0,181.0,122.0,1264.0,1811.0
1,1,13,6,4101,363.0,271.0,79.0,956.0,1634.0,453.0,224.0,121.0,2001.0,2805.0
1,1,14,1,6633,582.0,609.0,137.0,833.0,3408.0,669.0,231.0,164.0,3273.0,4801.0
1,1,14,2,5026,473.0,395.0,75.0,554.0,2765.0,515.0,148.0,101.0,2554.0,3469.0
1,2,21,1,1876,168.0,176.0,38.0,330.0,696.0,229.0,144.0,95.0,837.0,1283.0
1,2,21,2,3801,280.0,334.0,109.0,561.0,1422.0,477.0,338.0,280.0,1754.0,2617.0
1,2,21,3,180,10.0,34.0,0.0,10.0,79.0,22.0,13.0,12.0,88.0,128.0
1,2,21,4,9065,624.0,806.0,232.0,1419.0,3306.0,1186.0,801.0,691.0,4123.0,5875.0
1,2,21,5,3097,236.0,334.0,112.0,490.0,1094.0,411.0,229.0,191.0,1435.0,1968.0
1,2,21,6,4222,307.0,407.0,127.0,639.0,1563.0,518.0,386.0,275.0,2019.0,2605.0
1,2,22,1,5572,445.0,535.0,146.0,971.0,2084.0,668.0,389.0,334.0,2573.0,3509.0
1,2,22,2,975,77.0,139.0,42.0,153.0,292.0,133.0,72.0,67.0,478.0,500.0
1,2,22,3,4102,351.0,535.0,163.0,573.0,1278.0,540.0,310.0,352.0,2033.0,2357.0
1,2,22,4,2397,179.0,210.0,44.0,355.0,928.0,299.0,197.0,185.0,1144.0,1491.0
1,2,22,5,1972,197.0,271.0,93.0,243.0,577.0,241.0,174.0,176.0,954.0,1023.0
1,2,22,6,1198,93.0,128.0,15.0,155.0,416.0,169.0,122.0,100.0,582.0,650.0
1,2,22,7,2497,125.0,134.0,48.0,726.0,828.0,282.0,179.0,175.0,1192.0,1775.0
1,3,31,1,16527,1588.0,2128.0,650.0,2532.0,5450.0,2103.0,1164.0,912.0,7689.0,10922.0
1,3,31,2,7337,657.0,932.0,271.0,1213.0,2380.0,936.0,483.0,465.0,3519.0,4687.0
1,3,32,1,8765,884.0,1418.0,392.0,1005.0,2650.0,1113.0,669.0,634.0,4289.0,4031.0
1,3,32,2,5404,529.0,755.0,191.0,615.0,1749.0,710.0,407.0,448.0,2670.0,2611.0
1,3,32,3,9108,798.0,1154.0,354.0,1426.0,3071.0,1131.0,622.0,552.0,4197.0,5695.0
1,4,41,1,9705,768.0,1013.0,259.0,1365.0,3478.0,1324.0,882.0,616.0,4498.0,6226.0
1,4,41,2,6263,571.0,639.0,153.0,810.0,2250.0,804.0,550.0,486.0,3009.0,3761.0
1,4,41,3,4435,360.0,429.0,137.0,718.0,1643.0,571.0,301.0,276.0,2098.0,3086.0
