district,forecast_area,district_region,planning_area,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
1,1,11,1,1841,534.0,41.0,49.0,60.0,18.0,84.0,18.0,90.0,28.0,15.0,27.0,72.0,9.0,28,316.0,116.0,56.0,28.0,475.0,81.0,45.0,259.0,19.0,62.0,12.0,46.0,100.0
1,1,11,2,76,43.0,6.0,0.0,3.0,3.0,6.0,4.0,9.0,0.0,3.0,0.0,0.0,0.0,0,9.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
1,1,11,3,2924,971.0,132.0,33.0,84.0,19.0,48.0,39.0,205.0,83.0,145.0,40.0,161.0,25.0,64,386.0,162.0,67.0,36.0,958.0,326.0,55.0,385.0,50.0,96.0,50.0,39.0,136.0
1,1,11,4,3000,752.0,99.0,52.0,88.0,28.0,43.0,30.0,135.0,74.0,27.0,21.0,113.0,52.0,12,260.0,100.0,68.0,6.0,1259.0,422.0,58.0,623.0,192.0,74.0,19.0,45.0,188.0
1,1,11,5,707,181.0,16.0,12.0,27.0,15.0,9.0,14.0,28.0,8.0,6.0,3.0,11.0,0.0,0,195.0,90.0,26.0,22.0,221.0,33.0,9.0,117.0,6.0,6.0,0.0,35.0,20.0
1,1,12,1,1212,296.0,30.0,9.0,43.0,16.0,15.0,16.0,6.0,79.0,38.0,0.0,33.0,3.0,6,301.0,134.0,88.0,12.0,274.0,34.0,12.0,190.0,37.0,17.0,24.0,22.0,59.0
1,1,12,2,300,133.0,12.0,3.0,9.0,23.0,3.0,15.0,3.0,4.0,26.0,0.0,6.0,0.0,0,49.0,22.0,3.0,0.0,22.0,10.0,0.0,3.0,0.0,0.0,0.0,24.0,3.0
1,1,12,3,541,200.0,15.0,15.0,15.0,9.0,15.0,16.0,24.0,10.0,12.0,3.0,6.0,0.0,3,208.0,132.0,15.0,3.0,56.0,18.0,7.0,19.0,3.0,3.0,9.0,19.0,9.0
1,1,12,4,3515,1218.0,85.0,48.0,104.0,50.0,89.0,100.0,178.0,242.0,40.0,16.0,105.0,15.0,43,774.0,403.0,110.0,31.0,689.0,140.0,22.0,386.0,28.0,116.0,129.0,84.0,113.0
1,1,13,1,2702,1209.0,148.0,46.0,92.0,100.0,109.0,81.0,149.0,61.0,86.0,25.0,79.0,15.0,12,366.0,170.0,54.0,26.0,367.0,70.0,57.0,152.0,3.0,35.0,22.0,158.0,45.0
1,1,13,2,4780,2326.0,361.0,59.0,300.0,162.0,172.0,301.0,230.0,79.0,63.0,45.0,159.0,9.0,48,451.0,212.0,72.0,21.0,551.0,182.0,34.0,220.0,16.0,74.0,86.0,381.0,68.0
1,1,13,3,4252,1550.0,181.0,74.0,188.0,85.0,153.0,130.0,192.0,76.0,73.0,21.0,119.0,25.0,36,477.0,223.0,91.0,25.0,824.0,165.0,64.0,426.0,32.0,144.0,250.0,233.0,92.0
1,1,13,4,3140,717.0,68.0,27.0,89.0,15.0,114.0,38.0,107.0,47.0,29.0,15.0,200.0,25.0,22,343.0,132.0,72.0,34.0,675.0,208.0,23.0,262.0,6.0,83.0,602.0,45.0,113.0
1,1,13,5,2744,809.0,94.0,21.0,110.0,29.0,77.0,68.0,89.0,85.0,35.0,15.0,60.0,6.0,15,444.0,235.0,60.0,22.0,579.0,147.0,15.0,285.0,19.0,82.0,87.0,76.0,98.0
1,1,13,6,4101,1295.0,116.0,36.0,149.0,44.0,93.0,112.0,268.0,66.0,47.0,43.0,184.0,30.0,39,431.0,160.0,94.0,39.0,1106.0,560.0,34.0,363.0,27.0,116.0,136.0,235.0,187.0
1,1,14,1,6633,3129.0,402.0,125.0,394.0,232.0,227.0,323.0,330.0,124.0,126.0,44.0,203.0,28.0,46,600.0,283.0,120.0,29.0,998.0,190.0,58.0,488.0,30.0,180.0,82.0,413.0,116.0
1,1,14,2,5026,2644.0,349.0,129.0,412.0,170.0,250.0,305.0,228.0,60.0,74.0,33.0,107.0,12.0,41,438.0,188.0,74.0,13.0,438.0,93.0,34.0,184.0,9.0,38.0,60.0,400.0,75.0
1,2,21,1,1876,792.0,54.0,52.0,54.0,22.0,22.0,29.0,288.0,76.0,99.0,16.0,116.0,30.0,54,97.0,37.0,15.0,4.0,603.0,134.0,17.0,392.0,140.0,77.0,10.0,32.0,111.0
1,2,21,2,3801,1297.0,76.0,80.0,120.0,28.0,42.0,43.0,354.0,213.0,59.0,71.0,323.0,55.0,113,213.0,56.0,35.0,13.0,1469.0,568.0,28.0,638.0,173.0,95.0,47.0,30.0,182.0
1,2,21,3,180,31.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,6.0,9.0,0.0,3.0,0.0,0,9.0,6.0,0.0,0.0,114.0,35.0,10.0,32.0,7.0,13.0,3.0,4.0,7.0
1,2,21,4,9065,3021.0,239.0,159.0,307.0,99.0,162.0,131.0,825.0,241.0,233.0,183.0,712.0,113.0,229,513.0,195.0,120.0,35.0,3292.0,1369.0,102.0,1381.0,445.0,311.0,109.0,148.0,512.0
1,2,21,5,3097,1014.0,72.0,54.0,85.0,22.0,39.0,30.0,222.0,238.0,109.0,31.0,217.0,27.0,121,231.0,86.0,56.0,10.0,1197.0,521.0,26.0,518.0,200.0,77.0,18.0,38.0,190.0
1,2,21,6,4222,1429.0,143.0,49.0,142.0,65.0,88.0,81.0,322.0,93.0,127.0,59.0,238.0,56.0,71,369.0,131.0,100.0,26.0,1375.0,420.0,77.0,600.0,126.0,95.0,19.0,92.0,187.0
1,2,22,1,5572,1698.0,186.0,67.0,186.0,77.0,87.0,98.0,345.0,111.0,171.0,67.0,335.0,86.0,123,391.0,138.0,75.0,22.0,2239.0,1026.0,91.0,846.0,170.0,322.0,38.0,96.0,367.0
1,2,22,2,975,151.0,7.0,9.0,16.0,12.0,9.0,12.0,43.0,9.0,0.0,3.0,18.0,6.0,9,54.0,28.0,16.0,3.0,539.0,366.0,13.0,133.0,52.0,15.0,4.0,0.0,120.0
1,2,22,3,4102,1001.0,55.0,45.0,73.0,32.0,60.0,40.0,254.0,143.0,89.0,58.0,325.0,99.0,86,249.0,78.0,72.0,18.0,1922.0,1123.0,20.0,646.0,229.0,117.0,22.0,28.0,380.0
1,2,22,4,2397,969.0,92.0,58.0,92.0,43.0,50.0,75.0,236.0,78.0,37.0,19.0,81.0,10.0,21,256.0,112.0,59.0,11.0,599.0,254.0,30.0,248.0,59.0,65.0,21.0,78.0,98.0
1,2,22,5,1972,367.0,19.0,12.0,50.0,12.0,6.0,9.0,149.0,21.0,13.0,22.0,162.0,31.0,65,297.0,122.0,83.0,22.0,900.0,326.0,39.0,391.0,119.0,87.0,12.0,13.0,116.0
1,2,22,6,1198,459.0,31.0,25.0,55.0,15.0,25.0,19.0,167.0,30.0,10.0,0.0,37.0,16.0,6,130.0,55.0,19.0,18.0,323.0,146.0,17.0,103.0,16.0,18.0,15.0,24.0,73.0
1,2,22,7,2497,1021.0,93.0,43.0,92.0,41.0,108.0,60.0,184.0,82.0,43.0,34.0,113.0,6.0,40,271.0,128.0,48.0,10.0,422.0,147.0,31.0,151.0,22.0,41.0,35.0,80.0,85.0
1,3,31,1,16527,4838.0,172.0,534.0,283.0,118.0,162.0,128.0,1078.0,1125.0,528.0,177.0,1367.0,355.0,517,756.0,348.0,97.0,62.0,7727.0,4422.0,68.0,2231.0,582.0,502.0,53.0,144.0,988.0
