district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,1879,123.0,90.0,16.0,393.0,710.0,208.0,189.0,150.0,889.0,1303.0
1,1,11,2,77,6.0,0.0,3.0,19.0,30.0,12.0,3.0,4.0,27.0,62.0
1,1,11,3,2942,206.0,298.0,109.0,373.0,969.0,361.0,333.0,293.0,1380.0,1867.0
1,1,11,4,3138,235.0,348.0,125.0,660.0,1104.0,315.0,186.0,165.0,1457.0,1910.0
1,1,11,5,733,67.0,42.0,7.0,78.0,269.0,127.0,87.0,56.0,363.0,519.0
1,1,12,1,1304,75.0,111.0,42.0,199.0,484.0,172.0,145.0,76.0,614.0,878.0
1,1,12,2,301,23.0,39.0,9.0,30.0,144.0,26.0,17.0,13.0,133.0,229.0
1,1,12,3,565,40.0,40.0,15.0,63.0,235.0,87.0,51.0,34.0,266.0,405.0
1,1,12,4,3719,317.0,301.0,86.0,469.0,1538.0,450.0,315.0,243.0,1845.0,2484.0
1,1,13,1,2844,246.0,189.0,24.0,353.0,1451.0,321.0,157.0,103.0,1394.0,2056.0
1,1,13,2,4931,364.0,494.0,101.0,547.0,2400.0,648.0,224.0,153.0,2442.0,3386.0
1,1,13,3,4501,294.0,303.0,92.0,737.0,2257.0,443.0,233.0,142.0,2095.0,3316.0
1,1,13,4,3288,332.0,369.0,127.0,504.0,1198.0,373.0,245.0,140.0,1672.0,2105.0
1,1,13,5,2866,256.0,228.0,55.0,365.0,1267.0,389.0,173.0,133.0,1311.0,1922.0
1,1,13,6,4340,363.0,276.0,98.0,1014.0,1782.0,451.0,215.0,141.0,2094.0,2977.0
1,1,14,1,7155,623.0,645.0,147.0,905.0,3707.0,690.0,278.0,160.0,3542.0,5206.0
1,1,14,2,5148,495.0,428.0,63.0,578.0,2768.0,548.0,143.0,125.0,2601.0,3553.0
1,2,21,1,1933,146.0,193.0,47.0,315.0,740.0,232.0,154.0,106.0,849.0,1339.0
1,2,21,2,3925,295.0,355.0,109.0,614.0,1469.0,518.0,311.0,254.0,1814.0,2718.0
1,2,21,3,186,24.0,28.0,0.0,35.0,61.0,9.0,21.0,8.0,90.0,135.0
1,2,21,4,9335,641.0,853.0,249.0,1451.0,3399.0,1216.0,810.0,716.0,4246.0,6079.0
1,2,21,5,3119,236.0,319.0,124.0,474.0,1087.0,404.0,253.0,222.0,1445.0,1987.0
1,2,21,6,3940,252.0,358.0,119.0,534.0,1515.0,500.0,374.0,288.0,1916.0,2273.0
1,2,22,1,5429,451.0,502.0,156.0,867.0,2063.0,676.0,400.0,314.0,2531.0,3363.0
1,2,22,2,1050,76.0,148.0,48.0,138.0,333.0,156.0,70.0,81.0,517.0,536.0
1,2,22,3,4234,360.0,537.0,164.0,587.0,1328.0,551.0,311.0,396.0,2085.0,2463.0
1,2,22,4,2519,185.0,188.0,65.0,391.0,994.0,302.0,218.0,176.0,1171.0,1582.0
1,2,22,5,2029,212.0,270.0,93.0,259.0,627.0,210.0,179.0,179.0,979.0,1085.0
1,2,22,6,1214,94.0,125.0,28.0,158.0,427.0,167.0,120.0,95.0,584.0,674.0
1,2,22,7,2563,139.0,143.0,48.0,747.0,863.0,264.0,185.0,174.0,1219.0,1830.0
1,3,31,1,16654,1626.0,2145.0,660.0,2444.0,5483.0,2121.0,1188.0,987.0,7766.0,10933.0
1,3,31,2,7398,636.0,908.0,290.0,1231.0,2398.0,992.0,486.0,457.0,3539.0,4702.0
1,3,32,1,8970,901.0,1432.0,430.0,1025.0,2712.0,1133.0,690.0,647.0,4379.0,4137.0
1,3,32,2,5436,528.0,737.0,199.0,611.0,1745.0,728.0,427.0,461.0,2679.0,2613.0
1,3,32,3,9180,804.0,1163.0,386.0,1413.0,3095.0,1145.0,614.0,560.0,4234.0,5780.0
1,4,41,1,10041,796.0,1026.0,288.0,1387.0,3658.0,1367.0,873.0,646.0,4652.0,6472.0
1,4,41,2,6405,605.0,625.0,174.0,794.0,2327.0,809.0,580.0,491.0,3048.0,3839.0
1,4,41,3,4573,341.0,431.0,164.0,759.0,1708.0,581.0,325.0,264.0,2157.0,3200.0
1,4,42,1,16508,1331.0,1950.0,657.0,2459.0,5549.0,2274.0,1234.0,1054.0,7613.0,10640.0
1,4,42,2,9796,673.0,857.0,287.0,1911.0,3873.0,1116.0,664.0,415.0,4390.0,6854.0
1,4,42,3,9833,737.0,1025.0,317.0,1436.0,3437.0,1299.0,812.0,770.0,4522.0,6663.0
2,1,1,1,4717,368.0,483.0,174.0,851.0,1641.0,595.0,344.0,261.0,2170.0,2860.0
