district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3225,144.0,105.0,22.0,493.0,977.0,376.0,393.0,715.0,1552.0,1303.0
1,1,11,2,185,9.0,3.0,3.0,25.0,61.0,33.0,26.0,25.0,73.0,62.0
1,1,11,3,5173,252.0,349.0,130.0,596.0,1483.0,683.0,771.0,909.0,2379.0,1867.0
1,1,11,4,4786,292.0,406.0,147.0,914.0,1671.0,615.0,395.0,346.0,2179.0,1910.0
1,1,11,5,1225,79.0,52.0,13.0,105.0,370.0,219.0,189.0,198.0,570.0,519.0
1,1,12,1,2310,94.0,139.0,52.0,273.0,676.0,347.0,349.0,380.0,1102.0,878.0
1,1,12,2,607,23.0,52.0,12.0,52.0,227.0,95.0,81.0,65.0,256.0,229.0
1,1,12,3,1086,55.0,49.0,24.0,106.0,341.0,201.0,125.0,185.0,503.0,405.0
1,1,12,4,7869,418.0,367.0,110.0,750.0,2598.0,1063.0,966.0,1597.0,3888.0,2484.0
1,1,13,1,6781,459.0,385.0,68.0,659.0,2998.0,991.0,621.0,600.0,3291.0,2056.0
1,1,13,2,12677,681.0,1041.0,287.0,1089.0,5022.0,2373.0,1173.0,1011.0,6144.0,3386.0
1,1,13,3,9898,445.0,449.0,110.0,1241.0,3910.0,1267.0,944.0,1532.0,4658.0,3316.0
1,1,13,4,8666,447.0,504.0,175.0,820.0,2172.0,935.0,982.0,2631.0,4602.0,2105.0
1,1,13,5,7833,387.0,360.0,94.0,689.0,2515.0,1009.0,848.0,1931.0,3866.0,1922.0
1,1,13,6,10328,623.0,464.0,140.0,1382.0,3646.0,1416.0,1115.0,1542.0,5022.0,2977.0
1,1,14,1,17364,1198.0,1326.0,296.0,1711.0,7788.0,2742.0,1318.0,985.0,8469.0,5206.0
1,1,14,2,13507,1029.0,1056.0,180.0,1091.0,6276.0,2296.0,770.0,809.0,6730.0,3553.0
1,2,21,1,3627,201.0,230.0,59.0,658.0,1363.0,443.0,376.0,297.0,1621.0,1339.0
1,2,21,2,6517,354.0,429.0,124.0,1141.0,2398.0,850.0,628.0,593.0,2980.0,2718.0
1,2,21,3,258,24.0,37.0,11.0,35.0,76.0,21.0,30.0,24.0,115.0,135.0
1,2,21,4,18820,996.0,1134.0,348.0,2832.0,6814.0,2470.0,2101.0,2125.0,8806.0,6079.0
1,2,21,5,5354,304.0,358.0,144.0,864.0,1915.0,669.0,548.0,552.0,2517.0,1987.0
1,2,21,6,11463,546.0,695.0,242.0,1300.0,3451.0,1713.0,1609.0,1907.0,5789.0,2273.0
1,2,22,1,11020,698.0,669.0,216.0,1777.0,4317.0,1392.0,989.0,962.0,5148.0,3363.0
1,2,22,2,1618,99.0,174.0,62.0,218.0,486.0,255.0,137.0,187.0,808.0,536.0
1,2,22,3,7122,472.0,642.0,186.0,1049.0,2211.0,906.0,680.0,976.0,3487.0,2463.0
1,2,22,4,6010,327.0,304.0,111.0,744.0,1970.0,844.0,697.0,1013.0,2955.0,1582.0
1,2,22,5,3329,249.0,323.0,111.0,424.0,889.0,388.0,397.0,548.0,1610.0,1085.0
1,2,22,6,3012,154.0,206.0,47.0,321.0,964.0,484.0,387.0,449.0,1413.0,674.0
1,2,22,7,5727,217.0,251.0,82.0,1018.0,1499.0,767.0,635.0,1258.0,2779.0,1830.0
1,3,31,1,26808,1992.0,2508.0,771.0,4078.0,9049.0,3362.0,2360.0,2688.0,12671.0,10933.0
1,3,31,2,12120,835.0,1044.0,344.0,1986.0,4118.0,1591.0,965.0,1237.0,5861.0,4702.0
1,3,32,1,13477,1063.0,1576.0,477.0,1668.0,4046.0,1687.0,1289.0,1671.0,6662.0,4137.0
1,3,32,2,9789,650.0,861.0,258.0,1057.0,2804.0,1290.0,1062.0,1807.0,4933.0,2613.0
1,3,32,3,14473,1003.0,1291.0,425.0,2296.0,4962.0,1807.0,1214.0,1475.0,6719.0,5780.0
1,4,41,1,20920,1146.0,1373.0,421.0,2945.0,6716.0,2861.0,2387.0,3071.0,10106.0,6472.0
1,4,41,2,16420,923.0,948.0,287.0,1836.0,4574.0,2121.0,1986.0,3745.0,8445.0,3839.0
1,4,41,3,8676,480.0,519.0,188.0,1404.0,3293.0,1135.0,886.0,771.0,4090.0,3200.0
1,4,42,1,24302,1574.0,2131.0,727.0,4040.0,8345.0,3067.0,2020.0,2398.0,11323.0,10640.0
1,4,42,2,16926,938.0,1038.0,329.0,3154.0,6830.0,2002.0,1449.0,1186.0,7762.0,6854.0
1,4,42,3,16657,946.0,1201.0,373.0,2432.0,5802.0,2089.0,1622.0,2192.0,7818.0,6663.0
2,1,1,1,6647,420.0,525.0,183.0,1186.0,2285.0,849.0,600.0,599.0,3005.0,2860.0
2,1,1,2,13433,929.0,1390.0,456.0,1764.0,3997.0,1869.0,1269.0,1759.0,6681.0,4455.0
2,1,1,3,15380,1074.0,1592.0,530.0,1962.0,4455.0,2206.0,1549.0,2012.0,7572.0,5424.0
2,1,1,4,5015,276.0,560.0,188.0,607.0,1458.0,734.0,583.0,609.0,2501.0,1652.0
2,2,2,1,976,113.0,54.0,19.0,80.0,490.0,106.0,56.0,58.0,449.0,298.0
2,2,2,2,5998,381.0,482.0,172.0,708.0,2013.0,947.0,693.0,602.0,2852.0,1665.0
2,2,2,3,10920,713.0,738.0,184.0,1081.0,4135.0,1637.0,1296.0,1136.0,5341.0,2617.0
2,2,2,4,12564,773.0,803.0,262.0,1377.0,4770.0,1896.0,1468.0,1215.0,6072.0,3339.0
2,2,2,5,15003,812.0,970.0,324.0,1701.0,5178.0,2494.0,1961.0,1563.0,7435.0,3705.0
2,2,2,6,19041,1249.0,1441.0,390.0,1891.0,7273.0,2841.0,2137.0,1819.0,9436.0,5221.0
