id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
03040818,34461,5269,31019,29192,1827,3442,34461,2285,2586,669,2524,11600,5228,3659,5910,18048,3442,5269,616,546,135,673,2359,514,260,166,2641,3442,5269,2278,180,45,278,143,171,117,548,126,129,53,233,42,61,741,322,168,40,981,121,42,463,52,118,79,146,84
03050919,5583,1037,4749,4546,203,834,5583,384,399,119,528,1568,859,628,1098,2801,834,1037,159,158,35,222,328,83,34,18,414,834,1037,167,10,0,19,17,9,4,52,4,27,6,98,27,37,119,44,13,33,590,15,17,362,13,161,17,13,6
03050920,7383,990,6798,6393,405,585,7383,510,616,161,511,2178,1188,773,1446,3876,585,990,133,135,47,112,354,121,60,28,486,585,990,468,42,17,28,16,39,29,101,57,12,9,37,7,12,164,74,23,15,155,30,6,65,9,21,24,38,9
03050923,9385,1845,8140,7540,600,1245,9385,742,649,154,836,3922,1326,854,902,4575,1245,1845,225,153,28,274,870,172,85,38,888,1245,1845,911,52,39,134,50,61,54,207,63,49,27,82,16,21,229,104,46,26,306,63,15,99,3,33,66,63,27
03050924,6091,1399,5081,4692,389,1010,6091,472,525,134,619,2407,867,561,506,2937,1010,1399,140,132,53,240,609,125,69,31,649,1010,1399,697,60,42,67,15,38,40,123,55,35,99,140,10,19,140,54,32,18,273,38,13,161,9,68,45,29,20
03050925,9692,1657,8630,8035,595,1062,9692,778,1020,265,705,3254,1642,860,1168,5013,1062,1657,204,251,79,201,597,209,74,42,834,1062,1657,622,33,22,72,43,31,48,119,36,73,12,67,19,22,222,83,36,40,375,32,25,192,3,100,109,33,31
03051017,4236,794,3659,3442,217,577,4236,250,279,79,435,1330,725,550,588,2048,577,794,60,45,15,188,320,83,49,34,331,577,794,270,12,24,22,6,3,3,59,28,47,9,32,9,6,153,77,22,22,272,19,6,185,0,138,31,6,13
03051021,6506,683,6026,5823,203,480,6506,335,400,100,462,1752,837,678,1942,3471,480,683,98,78,19,102,263,63,36,24,337,480,683,196,9,15,6,3,15,9,64,17,14,12,81,19,16,141,91,18,13,164,19,15,67,0,26,37,3,28
03051022,4561,319,4379,4242,137,182,4561,286,364,82,314,1095,667,589,1164,2466,182,319,37,61,9,37,118,36,18,3,167,182,319,137,3,18,10,3,3,0,55,7,0,3,12,0,0,61,24,12,3,50,3,0,37,0,3,26,6,12
03061126,15220,4078,12429,11142,1287,2791,15220,1006,1014,224,1606,6957,2286,972,1155,7444,2791,4078,372,316,64,645,2085,385,116,95,1939,2791,4078,2003,230,57,271,145,176,206,283,71,70,37,128,18,37,390,178,54,39,603,113,56,305,28,98,48,231,62
03061131,10691,3490,8221,7201,1020,2470,10691,804,812,148,1067,4893,1844,624,499,5258,2470,3490,324,285,58,489,1783,383,116,52,1745,2470,3490,1828,325,65,300,108,127,199,163,31,59,46,85,6,19,271,117,46,15,289,54,21,141,10,48,47,256,56
03061227,14581,3591,12234,10990,1244,2347,14581,852,932,198,1325,6451,2253,1057,1513,7465,2347,3591,303,276,47,477,1937,360,128,63,1805,2347,3591,1710,184,69,284,130,164,198,206,69,45,22,80,6,37,344,154,72,36,367,92,26,159,19,37,103,198,50
