id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,3419,2049,2032,1370,662,1387,3419,156,143,28,442,1162,360,377,751,1623,1387,2049,129,118,25,333,851,214,167,212,982,1387,2049,540,46,58,85,19,62,106,25,18,21,31,74,6,26,381,130,92,27,433,98,51,211,11,44,16,50,82
01011102,192,90,119,102,17,73,192,6,6,4,19,68,25,36,28,71,73,90,6,3,4,12,53,6,3,3,31,73,90,42,0,0,3,0,6,14,0,6,3,3,3,0,0,0,0,0,0,12,0,3,9,0,3,3,9,0
01011103,5211,3041,3358,2170,1188,1853,5211,264,306,102,604,1578,638,740,979,2428,1853,3041,211,248,84,382,1044,368,335,369,1449,1853,3041,890,124,32,90,37,50,185,73,118,36,53,181,43,60,423,183,89,35,922,323,83,346,55,94,42,71,125
01011104,4636,2994,2849,1642,1207,1787,4636,256,410,112,779,1629,584,500,366,2073,1787,2994,190,336,96,505,1072,342,261,192,1359,1787,2994,593,70,33,77,35,39,97,55,24,15,53,111,50,24,285,107,83,0,1297,378,63,686,179,128,25,56,220
01011105,1599,1109,763,490,273,836,1599,92,88,43,137,603,235,204,197,717,836,1109,79,85,34,110,479,163,99,60,519,836,1109,287,17,9,35,28,27,55,22,21,0,21,13,0,13,229,128,48,13,364,47,18,256,9,13,9,40,25
01011201,2573,1593,1439,980,459,1134,2573,109,139,51,316,827,338,349,444,1216,1134,1593,96,121,39,225,629,209,125,149,746,1134,1593,385,16,15,46,18,26,31,114,21,9,33,43,9,19,342,155,87,15,331,59,28,196,31,14,42,53,55
01011202,646,316,418,330,88,228,646,42,23,19,63,210,107,95,87,305,228,316,33,20,13,26,145,45,22,12,159,228,316,140,14,0,24,9,7,9,14,23,3,9,12,0,6,40,12,9,0,21,3,0,9,0,0,0,32,3
01011203,1157,630,732,527,205,425,1157,66,86,16,93,430,158,141,167,547,425,630,48,77,13,36,296,85,41,34,313,425,630,165,6,15,19,12,9,30,18,6,0,22,12,3,6,224,152,21,0,73,30,9,22,6,0,12,22,12
01011204,8312,4291,5498,4021,1477,2814,8312,472,433,125,709,2961,1002,1010,1600,4060,2814,4291,372,349,100,444,1858,474,358,336,2141,2814,4291,1197,106,49,109,70,91,178,198,80,22,81,145,25,52,891,461,156,46,920,211,55,479,23,178,169,122,155
01011301,6967,3077,4814,3890,924,2153,6967,446,423,78,655,2998,1011,658,698,3367,2153,3077,260,210,44,331,1602,348,153,129,1506,2153,3077,1163,121,35,127,105,122,173,59,77,28,152,66,9,16,385,178,67,26,481,103,57,173,19,41,36,200,57
01011302,12352,5060,9044,7292,1752,3308,12352,694,973,317,1067,4620,2202,1443,1036,5998,3308,5060,405,504,141,474,2310,702,342,182,2503,3308,5060,1789,270,63,265,145,165,208,114,72,43,289,162,15,53,500,275,73,18,762,240,54,303,22,101,97,424,90
