district,forecast_area,district_region,planning_area,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
1,1,11,1,1955,569.0,54.0,62.0,66.0,16.0,84.0,27.0,93.0,32.0,19.0,16.0,76.0,14.0,22,314.0,108.0,78.0,27.0,467.0,84.0,39.0,267.0,9.0,63.0,15.0,47.0,56.0
1,1,11,2,71,37.0,3.0,3.0,3.0,4.0,4.0,3.0,11.0,0.0,3.0,0.0,3.0,0.0,3,6.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,9.0,0.0
1,1,11,3,2901,958.0,159.0,33.0,87.0,16.0,45.0,31.0,203.0,82.0,125.0,35.0,160.0,16.0,75,421.0,165.0,96.0,39.0,930.0,331.0,76.0,367.0,34.0,99.0,42.0,53.0,106.0
1,1,11,4,3124,728.0,116.0,36.0,74.0,28.0,49.0,34.0,123.0,51.0,30.0,23.0,127.0,60.0,15,257.0,105.0,62.0,7.0,1388.0,437.0,61.0,702.0,230.0,102.0,28.0,60.0,160.0
1,1,11,5,829,219.0,15.0,12.0,33.0,18.0,21.0,9.0,43.0,4.0,9.0,3.0,14.0,0.0,7,231.0,125.0,28.0,12.0,285.0,33.0,12.0,180.0,12.0,9.0,0.0,43.0,16.0
1,1,12,1,1413,407.0,26.0,12.0,30.0,15.0,33.0,16.0,32.0,104.0,53.0,6.0,41.0,6.0,18,325.0,147.0,89.0,22.0,307.0,48.0,21.0,197.0,22.0,9.0,44.0,41.0,42.0
1,1,12,2,306,138.0,16.0,3.0,15.0,18.0,15.0,9.0,10.0,0.0,16.0,0.0,6.0,3.0,3,50.0,27.0,8.0,0.0,29.0,12.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0
1,1,12,3,578,179.0,9.0,12.0,16.0,15.0,13.0,20.0,21.0,13.0,6.0,3.0,13.0,0.0,6,207.0,131.0,19.0,3.0,58.0,18.0,10.0,12.0,0.0,0.0,22.0,24.0,12.0
1,1,12,4,3967,1324.0,100.0,56.0,99.0,56.0,88.0,88.0,199.0,247.0,46.0,31.0,131.0,18.0,43,805.0,442.0,120.0,39.0,811.0,157.0,24.0,470.0,37.0,156.0,165.0,120.0,126.0
1,1,13,1,2929,1311.0,128.0,34.0,124.0,109.0,126.0,118.0,165.0,56.0,66.0,18.0,94.0,18.0,22,384.0,173.0,67.0,28.0,378.0,104.0,46.0,137.0,3.0,51.0,22.0,172.0,52.0
1,1,13,2,4980,2363.0,375.0,59.0,261.0,165.0,196.0,308.0,245.0,121.0,53.0,56.0,166.0,15.0,40,476.0,232.0,76.0,24.0,602.0,176.0,31.0,258.0,16.0,94.0,120.0,404.0,78.0
1,1,13,3,4627,1653.0,203.0,65.0,195.0,79.0,163.0,147.0,191.0,102.0,91.0,12.0,122.0,27.0,46,574.0,245.0,127.0,34.0,889.0,156.0,42.0,475.0,30.0,129.0,270.0,244.0,76.0
1,1,13,4,3575,848.0,61.0,35.0,89.0,26.0,117.0,41.0,166.0,57.0,38.0,6.0,190.0,38.0,19,401.0,146.0,75.0,30.0,755.0,239.0,26.0,294.0,18.0,98.0,715.0,50.0,131.0
1,1,13,5,3063,881.0,81.0,7.0,114.0,59.0,74.0,66.0,106.0,96.0,39.0,18.0,65.0,3.0,17,464.0,241.0,78.0,19.0,626.0,169.0,15.0,318.0,12.0,89.0,117.0,77.0,108.0
1,1,13,6,4467,1503.0,131.0,71.0,166.0,69.0,108.0,113.0,283.0,73.0,57.0,43.0,207.0,28.0,51,481.0,172.0,99.0,44.0,1097.0,574.0,48.0,299.0,24.0,97.0,147.0,300.0,186.0
1,1,14,1,7424,3347.0,459.0,142.0,413.0,235.0,251.0,325.0,351.0,126.0,127.0,38.0,211.0,25.0,54,784.0,357.0,142.0,31.0,1151.0,213.0,69.0,549.0,35.0,155.0,71.0,467.0,113.0
1,1,14,2,5293,2711.0,369.0,126.0,407.0,177.0,237.0,313.0,222.0,66.0,87.0,47.0,118.0,17.0,24,432.0,189.0,73.0,13.0,493.0,114.0,54.0,196.0,6.0,44.0,60.0,447.0,95.0
1,2,21,1,1910,799.0,62.0,42.0,45.0,18.0,31.0,22.0,295.0,84.0,74.0,31.0,131.0,40.0,42,109.0,47.0,15.0,3.0,634.0,138.0,27.0,395.0,130.0,96.0,10.0,36.0,87.0
1,2,21,2,4053,1350.0,76.0,75.0,123.0,33.0,34.0,60.0,370.0,206.0,69.0,80.0,322.0,44.0,123,212.0,70.0,37.0,19.0,1548.0,574.0,31.0,709.0,140.0,134.0,52.0,35.0,241.0
1,2,21,3,209,36.0,3.0,3.0,0.0,0.0,0.0,7.0,6.0,11.0,3.0,0.0,3.0,0.0,0,6.0,6.0,0.0,0.0,130.0,38.0,11.0,42.0,12.0,7.0,10.0,0.0,13.0
1,2,21,4,9343,3156.0,270.0,164.0,343.0,110.0,158.0,165.0,820.0,265.0,203.0,175.0,709.0,120.0,234,546.0,219.0,114.0,36.0,3327.0,1458.0,109.0,1303.0,376.0,307.0,95.0,169.0,497.0
1,2,21,5,3126,1033.0,60.0,61.0,96.0,24.0,39.0,28.0,206.0,268.0,107.0,31.0,194.0,28.0,104,192.0,71.0,53.0,3.0,1273.0,541.0,28.0,547.0,222.0,79.0,19.0,43.0,186.0
1,2,21,6,4046,1442.0,146.0,72.0,164.0,69.0,84.0,90.0,292.0,77.0,117.0,64.0,233.0,43.0,73,364.0,143.0,93.0,25.0,1086.0,449.0,61.0,430.0,130.0,53.0,24.0,116.0,202.0
1,2,22,1,5438,1814.0,210.0,71.0,203.0,77.0,102.0,114.0,354.0,112.0,180.0,66.0,316.0,69.0,94,336.0,134.0,72.0,16.0,2035.0,1001.0,76.0,697.0,152.0,221.0,34.0,76.0,331.0
1,2,22,2,1288,243.0,15.0,10.0,43.0,18.0,7.0,21.0,47.0,13.0,13.0,4.0,19.0,3.0,6,76.0,43.0,18.0,6.0,627.0,392.0,15.0,176.0,52.0,29.0,3.0,9.0,186.0
1,2,22,3,4164,1007.0,61.0,59.0,78.0,29.0,55.0,42.0,282.0,137.0,61.0,65.0,332.0,97.0,103,288.0,92.0,73.0,30.0,1942.0,1052.0,24.0,735.0,243.0,142.0,18.0,26.0,375.0
1,2,22,4,2544,1003.0,99.0,61.0,92.0,41.0,56.0,59.0,238.0,94.0,49.0,16.0,99.0,15.0,27,299.0,143.0,53.0,15.0,675.0,253.0,39.0,274.0,46.0,65.0,12.0,89.0,105.0
1,2,22,5,2050,426.0,21.0,17.0,64.0,15.0,12.0,9.0,162.0,28.0,21.0,21.0,173.0,27.0,82,283.0,107.0,74.0,12.0,936.0,325.0,32.0,447.0,121.0,124.0,6.0,16.0,142.0
1,2,22,6,1237,478.0,33.0,26.0,49.0,29.0,33.0,17.0,159.0,27.0,19.0,6.0,45.0,12.0,3,136.0,57.0,24.0,28.0,339.0,137.0,27.0,112.0,13.0,25.0,18.0,22.0,70.0
1,2,22,7,2625,1027.0,113.0,46.0,92.0,47.0,125.0,57.0,173.0,58.0,43.0,37.0,149.0,10.0,59,310.0,140.0,60.0,13.0,440.0,158.0,38.0,136.0,26.0,49.0,37.0,76.0,85.0
1,3,31,1,16880,5034.0,198.0,541.0,324.0,132.0,165.0,149.0,1112.0,1213.0,516.0,166.0,1383.0,368.0,516,813.0,339.0,108.0,73.0,7707.0,4257.0,71.0,2342.0,605.0,523.0,58.0,139.0,1028.0
1,3,31,2,7463,2015.0,137.0,124.0,176.0,68.0,63.0,96.0,442.0,399.0,170.0,88.0,574.0,138.0,209,302.0,131.0,63.0,25.0,3622.0,2331.0,49.0,906.0,250.0,172.0,48.0,65.0,534.0
1,3,32,1,9243,1423.0,112.0,58.0,143.0,44.0,87.0,68.0,458.0,91.0,60.0,62.0,414.0,98.0,104,619.0,239.0,112.0,120.0,5587.0,3446.0,49.0,1604.0,698.0,246.0,39.0,66.0,827.0
1,3,32,2,5509,1120.0,55.0,36.0,93.0,36.0,54.0,36.0,415.0,82.0,57.0,90.0,361.0,37.0,134,448.0,182.0,109.0,43.0,2757.0,1806.0,21.0,624.0,163.0,124.0,34.0,61.0,600.0
1,3,32,3,9323,2519.0,161.0,114.0,231.0,46.0,132.0,94.0,631.0,354.0,251.0,136.0,774.0,219.0,214,525.0,253.0,69.0,51.0,4428.0,2357.0,36.0,1636.0,569.0,345.0,42.0,113.0,542.0
1,4,41,1,10046,3432.0,243.0,187.0,348.0,76.0,94.0,128.0,1006.0,543.0,171.0,219.0,876.0,205.0,240,519.0,206.0,90.0,41.0,3837.0,2172.0,81.0,1080.0,237.0,230.0,78.0,125.0,623.0
1,4,41,2,6643,2159.0,139.0,104.0,187.0,48.0,60.0,68.0,840.0,287.0,60.0,117.0,620.0,126.0,159,360.0,153.0,69.0,22.0,2594.0,1426.0,58.0,775.0,137.0,180.0,59.0,60.0,498.0
