district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,1955,137.0,107.0,23.0,389.0,742.0,169.0,184.0,204.0,932.0,1338.0
1,1,11,2,71,4.0,6.0,0.0,9.0,36.0,13.0,3.0,0.0,24.0,61.0
1,1,11,3,2901,199.0,274.0,98.0,379.0,931.0,360.0,342.0,318.0,1365.0,1787.0
1,1,11,4,3124,192.0,344.0,111.0,663.0,1090.0,358.0,208.0,158.0,1442.0,1909.0
1,1,11,5,829,71.0,55.0,6.0,73.0,341.0,121.0,86.0,76.0,393.0,605.0
1,1,12,1,1413,90.0,122.0,43.0,214.0,524.0,154.0,140.0,126.0,632.0,964.0
1,1,12,2,306,17.0,33.0,6.0,24.0,156.0,30.0,19.0,21.0,141.0,238.0
1,1,12,3,578,45.0,42.0,18.0,60.0,226.0,88.0,52.0,47.0,278.0,404.0
1,1,12,4,3967,326.0,332.0,75.0,492.0,1657.0,458.0,339.0,288.0,1987.0,2627.0
1,1,13,1,2929,249.0,185.0,38.0,331.0,1483.0,354.0,147.0,142.0,1440.0,2077.0
1,1,13,2,4980,385.0,486.0,107.0,523.0,2406.0,653.0,261.0,159.0,2437.0,3406.0
1,1,13,3,4627,304.0,339.0,61.0,762.0,2254.0,473.0,227.0,207.0,2158.0,3387.0
1,1,13,4,3575,348.0,386.0,123.0,527.0,1291.0,373.0,241.0,286.0,1840.0,2233.0
1,1,13,5,3063,253.0,243.0,67.0,346.0,1351.0,420.0,195.0,188.0,1426.0,2005.0
1,1,13,6,4467,358.0,309.0,70.0,1034.0,1833.0,429.0,248.0,186.0,2203.0,3044.0
1,1,14,1,7424,666.0,642.0,137.0,933.0,3811.0,790.0,251.0,194.0,3670.0,5395.0
1,1,14,2,5293,497.0,468.0,61.0,530.0,2872.0,575.0,147.0,143.0,2662.0,3625.0
