district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3269,100.0,1955.0,59.8,1931.0,59.1,1314.0,40.2,617.0,18.9,1338.0,40.9
1,1,11,2,185,100.0,71.0,38.4,124.0,67.0,114.0,61.6,10.0,5.4,61.0,33.0
1,1,11,3,5073,100.0,2901.0,57.2,3286.0,64.8,2172.0,42.8,1114.0,22.0,1787.0,35.2
1,1,11,4,4781,100.0,3124.0,65.3,2872.0,60.1,1657.0,34.7,1215.0,25.4,1909.0,39.9
1,1,11,5,1322,100.0,829.0,62.7,717.0,54.2,493.0,37.3,224.0,16.9,605.0,45.8
1,1,12,1,2387,100.0,1413.0,59.2,1423.0,59.6,974.0,40.8,449.0,18.8,964.0,40.4
1,1,12,2,635,100.0,306.0,48.2,397.0,62.5,329.0,51.8,68.0,10.7,238.0,37.5
1,1,12,3,1086,100.0,578.0,53.2,682.0,62.8,508.0,46.8,174.0,16.0,404.0,37.2
1,1,12,4,8117,100.0,3967.0,48.9,5490.0,67.6,4150.0,51.1,1340.0,16.5,2627.0,32.4
1,1,13,1,6841,100.0,2929.0,42.8,4764.0,69.6,3912.0,57.2,852.0,12.5,2077.0,30.4
1,1,13,2,12640,100.0,4980.0,39.4,9234.0,73.1,7660.0,60.6,1574.0,12.5,3406.0,26.9
1,1,13,3,9923,100.0,4627.0,46.6,6536.0,65.9,5296.0,53.4,1240.0,12.5,3387.0,34.1
1,1,13,4,8765,100.0,3575.0,40.8,6532.0,74.5,5190.0,59.2,1342.0,15.3,2233.0,25.5
1,1,13,5,8007,100.0,3063.0,38.3,6002.0,75.0,4944.0,61.7,1058.0,13.2,2005.0,25.0
1,1,13,6,10416,100.0,4467.0,42.9,7372.0,70.8,5949.0,57.1,1423.0,13.7,3044.0,29.2
1,1,14,1,17588,100.0,7424.0,42.2,12193.0,69.3,10164.0,57.8,2029.0,11.5,5395.0,30.7
1,1,14,2,13593,100.0,5293.0,38.9,9968.0,73.3,8300.0,61.1,1668.0,12.3,3625.0,26.7
1,2,21,1,3566,100.0,1910.0,53.6,2230.0,62.5,1656.0,46.4,574.0,16.1,1336.0,37.5
1,2,21,2,6658,100.0,4053.0,60.9,3842.0,57.7,2605.0,39.1,1237.0,18.6,2816.0,42.3
1,2,21,3,266,100.0,209.0,78.6,120.0,45.1,57.0,21.4,63.0,23.7,146.0,54.9
1,2,21,4,18736,100.0,9343.0,49.9,12697.0,67.8,9393.0,50.1,3304.0,17.6,6039.0,32.2
1,2,21,5,5318,100.0,3126.0,58.8,3323.0,62.5,2192.0,41.2,1131.0,21.3,1995.0,37.5
1,2,21,6,11512,100.0,4046.0,35.1,9177.0,79.7,7466.0,64.9,1711.0,14.9,2335.0,20.3
1,2,22,1,10990,100.0,5438.0,49.5,7638.0,69.5,5552.0,50.5,2086.0,19.0,3352.0,30.5
1,2,22,2,2058,100.0,1288.0,62.6,1401.0,68.1,770.0,37.4,631.0,30.7,657.0,31.9
1,2,22,3,7021,100.0,4164.0,59.3,4662.0,66.4,2857.0,40.7,1805.0,25.7,2359.0,33.6
1,2,22,4,6008,100.0,2544.0,42.3,4446.0,74.0,3464.0,57.7,982.0,16.3,1562.0,26.0
1,2,22,5,3310,100.0,2050.0,61.9,2232.0,67.4,1260.0,38.1,972.0,29.4,1078.0,32.6
1,2,22,6,3048,100.0,1237.0,40.6,2369.0,77.7,1811.0,59.4,558.0,18.3,679.0,22.3
1,2,22,7,5730,100.0,2625.0,45.8,3855.0,67.3,3105.0,54.2,750.0,13.1,1875.0,32.7
1,3,31,1,26876,100.0,16880.0,62.8,15768.0,58.7,9996.0,37.2,5772.0,21.5,11108.0,41.3
1,3,31,2,12119,100.0,7463.0,61.6,7402.0,61.1,4656.0,38.4,2746.0,22.7,4717.0,38.9
1,3,32,1,13826,100.0,9243.0,66.9,9565.0,69.2,4583.0,33.1,4982.0,36.0,4261.0,30.8
1,3,32,2,9735,100.0,5509.0,56.6,7114.0,73.1,4226.0,43.4,2888.0,29.7,2621.0,26.9
1,3,32,3,14513,100.0,9323.0,64.2,8627.0,59.4,5190.0,35.8,3437.0,23.7,5886.0,40.6
1,4,41,1,20775,100.0,10046.0,48.4,14376.0,69.2,10729.0,51.6,3647.0,17.6,6399.0,30.8
1,4,41,2,16564,100.0,6643.0,40.1,12608.0,76.1,9921.0,59.9,2687.0,16.2,3956.0,23.9
1,4,41,3,8715,100.0,4615.0,53.0,5505.0,63.2,4100.0,47.0,1405.0,16.1,3210.0,36.8
1,4,42,1,24168,100.0,16510.0,68.3,13542.0,56.0,7658.0,31.7,5884.0,24.3,10626.0,44.0
1,4,42,2,16972,100.0,9897.0,58.3,10058.0,59.3,7075.0,41.7,2983.0,17.6,6914.0,40.7
1,4,42,3,16498,100.0,9810.0,59.5,9937.0,60.2,6688.0,40.5,3249.0,19.7,6561.0,39.8
