id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
011001,01,10,01,100.0,638.0,878.9999999999999,259.0,1456.0,3901.0,1217.0,921.0000000000001,911.0,4863.0,6642.0
011002,01,10,02,100.0,609.0,717.0,200.0,844.0,3524.0,857.0,624.0,592.0,3968.0,5592.0
011003,01,10,03,100.0,2327.0,2478.0,696.0,3815.9999999999995,13413.0,3211.9999999999995,1801.0000000000002,1393.0,14349.0,19929.0
011004,01,10,04,100.0,1259.0,1491.0,328.0,1388.0,7170.999999999999,1713.0,626.0,413.99999999999994,7331.999999999999,9926.0
012005,01,20,05,100.0,1618.0,2194.0,726.0,3301.0,8963.0,2928.0,2180.0,2103.0,11260.0,15621.0
012006,01,20,06,100.0,1739.9999999999998,2193.0,702.0,2980.0,9567.0,2708.0,1821.0,1882.9999999999998,11371.0,14672.999999999998
013007,01,30,07,100.0,2042.0000000000002,3128.0,1010.0,3118.0,8214.0,3138.0,2118.0,1801.0000000000002,11688.0,15712.0
013008,01,30,08,100.0,2161.0,3442.0,1138.0,3384.0000000000005,8267.0,3283.0,2329.0,2140.0,12791.0,14122.999999999998
014009,01,40,09,100.0,1901.0000000000002,2213.0,710.0,2823.0,8661.0,2882.0,2132.0,1894.0000000000002,11182.0,14621.0
014010,01,40,10,100.0,2461.0,3644.0,1224.0,5377.0,12768.0,4580.0,3342.0,2774.0,16903.0,23704.0
021001,02,10,01,100.0,2092.0,3349.0,1222.0,2963.0,9160.0,3990.9999999999995,2923.0,2493.0,13903.0,14697.0
022002,02,20,02,100.0,2087.0,2644.0,869.0,3096.0,11654.0,3921.0,2630.0,2340.0,14306.0,17648.0
