id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0110,01,10,122285,61675,80196,60610,19586,42089,100.0,50.4354581510406,65.58122418939362,49.5645418489594,16.016682340434233,34.41877581060637
0120,01,20,88913,47607,58619,41306,17313,30294,100.0,53.543351365941994,65.92849189657305,46.45664863405801,19.471843262515044,34.07150810342694
0130,01,30,78319,50713,48484,27606,20878,29835,100.0,64.75184821052363,61.905795528543514,35.248151789476374,26.65764373906715,38.09420447145648
0140,01,40,102314,59386,63989,42928,21061,38325,100.0,58.04288758136716,62.54178313818246,41.95711241863284,20.58467071954962,37.45821686181755
0210,02,10,40641,28193,25944,12448,13496,14697,100.0,69.37083241061983,63.83701188455009,30.629167589380184,33.207844295169906,36.16298811544992
0220,02,20,64929,29241,47281,35688,11593,17648,100.0,45.035346301344546,72.81954134516164,54.964653698655454,17.854887646506185,27.180458654838365
0230,02,30,46825,25489,31132,21336,9796,15693,100.0,54.434596903363584,66.48585157501334,45.565403096636416,20.920448478376937,33.51414842498665
0240,02,40,51753,20839,37787,30914,6873,13966,100.0,40.26626475759859,73.01412478503661,59.73373524240141,13.28038954263521,26.985875214963386
0250,02,50,87703,33859,63992,53844,10148,23711,100.0,38.606433075265386,72.96443679235603,61.393566924734614,11.570869867621404,27.035563207643982
0310,03,10,17278,4075,14240,13203,1037,3038,100.0,23.58490566037736,82.41694640583401,76.41509433962264,6.001852066211367,17.583053594165992
0320,03,20,47659,8595,42824,39064,3760,4835,100.0,18.034369164271176,89.85501164522965,81.96563083572882,7.889380809500829,10.144988354770348
0330,03,30,36404,6459,32390,29945,2445,4014,100.0,17.742555763102956,88.973739149544,82.25744423689704,6.716294912646961,11.026260850455994
0340,03,40,92909,19785,81134,73124,8010,11775,100.0,21.295030621360684,87.32630853846237,78.7049693786393,8.621339159823052,12.673691461537635
0350,03,50,56626,13554,47249,43072,4177,9377,100.0,23.936001130222866,83.44046904248931,76.06399886977714,7.376470172712183,16.559530957510685
0360,03,60,105959,35140,81997,70819,11178,23962,100.0,33.16377089251503,77.38559254051096,66.83622910748497,10.549363433025983,22.614407459489048
0370,03,70,61414,21964,46929,39450,7479,14485,100.0,35.76383235092975,76.41417266421338,64.23616764907024,12.178005015143126,23.58582733578663
0410,04,10,19206,10298,13433,8908,4525,5773,100.0,53.61866083515569,69.9416848901385,46.38133916484432,23.56034572529418,30.0583151098615
0420,04,20,40793,14251,32402,26542,5860,8391,100.0,34.93491530409629,79.43029441325717,65.0650846959037,14.365209717353466,20.569705586742824
0430,04,30,107845,51643,77025,56202,20823,30820,100.0,47.88631832722889,71.42194816634986,52.11368167277111,19.308266493578746,28.578051833650147
0440,04,40,53807,19559,43216,34248,8968,10591,100.0,36.35028899585556,80.31668741985244,63.649711004144436,16.666976415707992,19.683312580147565
0450,04,50,117754,53279,86341,64475,21866,31413,100.0,45.24602136657778,73.32319921191637,54.75397863342222,18.56922057849415,26.676800788083632
0510,05,10,108807,47935,80609,60872,19737,28198,100.0,44.05506998630603,74.08438795298096,55.94493001369397,18.13945793928699,25.91561204701903
0520,05,20,90907,35911,69892,54996,14896,21015,100.0,39.50300856919709,76.88296830827109,60.49699143080291,16.38597687746818,23.117031691728908
0530,05,30,31615,16040,23215,15575,7640,8400,100.0,50.73541040645263,73.43033370235648,49.26458959354736,24.165744108809108,26.569666297643522
0540,05,40,20259,4119,18565,16140,2425,1694,100.0,20.33170442766178,91.6382842193593,79.66829557233822,11.969988647021076,8.361715780640704
0610,06,10,75893,26396,61745,49497,12248,14148,100.0,34.780546295442264,81.35796450265505,65.21945370455772,16.13851079809732,18.642035497344946
0620,06,20,79830,25373,66258,54457,11801,13572,100.0,31.783790554929226,82.9988726042841,68.21620944507077,14.782663159213328,17.001127395715894
0630,06,30,84503,24726,71008,59777,11231,13495,100.0,29.260499627232168,84.0301527756411,70.73950037276782,13.29065240287327,15.9698472243589
