id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,58246.0,4964.0,3454.0,6627.0,2568.0,3714.0,11874.0,8098.0,4112.0,2245.0,4206.0,12004.0,2739.0,3618.0,21512.0,7923.0,7352.0,1195.0,78012.0,35722.0,2391.0,28420.999999999996,6595.999999999999,6716.0,3227.0000000000005,5047.0,12385.0
02,02,100.0,39727.0,5068.0,1975.0,6495.999999999999,2208.0,3704.9999999999995,5529.0,2602.0,1768.0,1186.0,4267.0,5062.0,1306.0,1295.0,10952.0,3729.0,3944.0,707.0,44591.0,25827.0,1264.0,12637.0,2745.0,3461.0,3181.0,4576.0,8603.0
03,03,100.0,38635.0,4111.0,1499.0,5250.0,2359.0,2875.0,7723.0,2317.0,2304.0,860.0,3652.0000000000005,4116.0,793.0,1238.0,17557.0,5742.0,5760.0,1241.0,20671.0,3838.0000000000005,1221.0,8734.0,596.0,3345.0000000000005,2884.0,4362.0,2267.0
04,04,100.0,40743.0,3321.0,2365.0,4696.0,2171.0,2128.0,10844.0,2357.0,2967.0,2278.0,2699.0,9422.0,1623.9999999999998,3172.0,24926.0,7581.0,10143.0,1044.0,37580.0,12458.0,4660.0,13422.999999999998,2003.0,3475.0,1641.0,4582.0,7905.0
05,05,100.0,28313.0,572.0,859.0,1664.9999999999998,657.0,587.0,12466.0,3931.0,2840.0,1752.0,1061.0,8779.0,1889.0,2949.0,15265.0,5202.0,4185.0,2574.0,40660.0,14562.0,2201.0,14380.000000000002,2039.9999999999998,5275.0,1133.0,631.0,6609.999999999999
06,06,100.0,28292.0,1846.0,1919.0000000000002,2629.0,1738.0,1151.0,9244.0,1380.0,1668.0,1879.0,1870.0,6614.0,1339.0,1923.0,12966.0,3806.0,5216.0,793.0,24479.0,7690.000000000001,2809.0,8479.0,1105.0,2724.0,876.0,4610.0,4882.0
07,07,100.0,39182.0,2760.0,2429.0,4155.0,1618.0,1619.0000000000002,12644.0,2757.0,2554.0,2950.0,2217.0,10487.0,1909.0,3090.0,15080.000000000002,5017.0,5198.0,1445.0,47332.0,22290.0,1952.0,16016.0,3779.0,4983.0,1156.0,3081.0,11178.0
08,08,100.0,41727.0,3121.0,2101.0,4654.0,1620.0,1967.0000000000002,12485.0,4200.0,3368.0,1882.0,2853.0,12796.0,2039.9999999999998,4624.0,8211.0,2257.0,2970.0,847.0000000000001,67999.0,36410.0,1092.0,24525.0,8836.0,4784.0,1049.0,2798.0,14731.0
09,09,100.0,18865.0,952.9999999999999,587.0,1553.0,721.0,834.0,5852.0,1793.0,2259.0,514.0,956.0,3851.0,797.0,1368.0,10163.0,3109.0,3294.0,1136.0,16796.0,3565.9999999999995,700.0,7620.0,761.0,3033.0,1642.0000000000002,947.0000000000001,1755.9999999999998
10,10,100.0,16566.0,183.0,463.99999999999994,505.0,241.0,305.0,5606.0,1744.0000000000002,4042.0,334.0,246.0,3486.9999999999995,659.0,1304.0,23650.0,8834.0,4043.0,5462.0,21767.0,1511.0,491.0,7978.0,241.0,3872.9999999999995,6356.0,199.0,1206.0
11,11,100.0,21986.0,949.0,748.0,1686.0,552.0,969.9999999999999,6342.0,2820.0,2801.0,670.0,727.0,6714.0,1286.0,2394.0,21035.0,7831.999999999999,4119.0,3794.0,28582.0,2733.0,926.0,12893.0,470.0,6062.0,11036.0,815.0,1992.0000000000002
12,12,100.0,27233.0,1470.0,1293.0,2160.0,756.0,688.0,10479.0,3678.0,2088.0,1529.0,760.0,8066.0,1768.0,2479.0,10408.0,3443.0,3360.0,1140.0,39430.0,17618.0,1302.0,12885.0,2225.0,3732.0,1124.0,865.0,7423.0
