id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0110,01,10,100.0,17825.0,2022.0,811.0,2594.0,1193.0,1627.0,2476.0,1279.0,967.0,400.0,1932.0,1921.0,320.0,550.0,9818.0,3977.0000000000005,3177.0,441.0,12789.0,3452.0000000000005,927.0,5844.0,573.0,1564.0,2109.0,2832.0,1896.0
0120,01,20,100.0,12991.0,1157.0,711.0,1470.0,505.99999999999994,806.0,2949.0,1508.0,877.0,621.0,948.0,2834.0,545.0,934.0,4607.0,1552.0,1773.0,206.0,16257.0,6461.0,731.0,6569.0,1673.9999999999998,1550.0,391.0,885.0,2656.0
0130,01,30,100.0,11061.0,659.0,857.0,1033.0,344.0,534.0,2636.0,1962.0,1002.9999999999999,535.0,558.0,3292.0,844.9999999999999,988.0000000000001,3469.0,1240.0,1084.0,347.0,24625.0,13619.999999999998,284.0,7863.0,2301.0,1793.0,242.0,591.0,4001.0
0140,01,40,100.0,16369.0,1126.0,1075.0,1530.0,525.0,747.0,3813.0000000000005,3349.0,1265.0,689.0,768.0,3957.0,1029.0,1146.0,3618.0,1154.0,1318.0,200.99999999999997,24341.0,12189.0,449.0,8145.0,2048.0,1809.0,484.99999999999994,739.0,3832.0
0210,02,10,100.0,4359.0,332.0,324.0,584.0,192.0,277.0,872.0000000000001,643.0,202.0,184.0,297.0,934.0,344.0,220.00000000000003,1835.0000000000002,648.0,605.0,111.00000000000001,15163.0,9901.0,289.0,4061.0,1284.0,841.0,196.0,305.0,3421.0
0220,02,20,100.0,9543.0,1348.0,528.0,1673.0,558.0,788.0,1275.0,498.00000000000006,376.0,437.0,1159.0,1242.0,242.0,335.0,1666.0,484.99999999999994,751.0,71.0,8565.0,4816.0,316.0,2630.0,836.9999999999999,542.0,86.0,1373.0,1675.0
0230,02,30,100.0,6329.0,958.0,360.0,1072.0,426.0,618.0,677.0,419.00000000000006,166.0,166.0,833.0,649.0,186.0,143.0,898.0,213.0,377.0,47.0,11359.0,9010.0,183.0,1568.0,337.0,375.0,56.99999999999999,794.0,2045.0
0240,02,40,100.0,6158.0,627.0,231.0,857.0,293.0,560.0,967.0,455.0,442.0,165.0,533.0,942.0,181.0,249.00000000000003,2966.0,1081.0,986.9999999999999,202.99999999999997,4448.0,1000.0,206.0,2030.9999999999998,120.0,792.0,1759.0,554.0,703.0
0250,02,50,100.0,13338.0,1803.0,532.0,2310.0,739.0,1462.0,1738.0,587.0,582.0,234.0,1445.0,1295.0,353.0,348.0,3586.9999999999995,1302.0,1224.0,275.0,5056.0,1100.0,270.0,2347.0,167.0,911.0,1083.0,1550.0,759.0
0310,03,10,100.0,894.9999999999999,21.0,27.0,34.0,31.0,28.999999999999996,372.0,129.0,59.0,20.0,18.0,192.0,54.0,46.0,1080.0,252.99999999999997,209.0,61.0,1456.0,138.0,78.0,665.0,21.0,274.0,191.0,31.0,46.0
0320,03,20,100.0,2933.0,204.0,162.0,252.99999999999997,130.0,123.0,953.9999999999999,239.0,224.00000000000003,76.0,145.0,367.0,100.0,87.0,1761.0,567.0,560.0,198.0,1916.0,409.0,94.0,791.0,61.0,336.0,136.0,264.0,256.0
0330,03,30,100.0,1711.0,74.0,62.0,82.0,106.0,55.00000000000001,592.0,163.0,212.0,33.0,55.00000000000001,353.0,57.99999999999999,159.0,1654.0,441.0,495.0,222.00000000000003,1930.0,213.0,84.0,817.0,38.0,374.0,144.0,61.0,127.0
0340,03,40,100.0,6809.999999999999,558.0,206.0,742.0,340.0,403.0,1882.9999999999998,475.0,372.0,188.0,498.00000000000006,850.0,160.0,252.0,3292.0,1023.0,1093.0,254.0,4441.0,1062.0,286.0,1613.0,151.0,508.0,316.0,521.0,560.0
0350,03,50,100.0,4381.0,337.0,171.0,538.0,202.0,260.0,1058.0,373.0,324.0,137.0,319.0,758.0,165.0,233.0,2494.0,893.0,771.0,163.0,2937.0,384.0,161.0,1258.0,53.0,598.0,504.0,275.0,252.99999999999997
0360,03,60,100.0,13275.0,1632.0,504.0,2205.0,853.9999999999999,1218.0,1880.9999999999998,617.0,811.0,277.0,1473.0,1063.0,163.0,317.0,4539.0,1602.0,1628.0,225.0,5424.0,1015.0,324.0,2549.0,192.0,950.0,1100.0,1670.0,667.0
0370,03,70,100.0,8630.0,1285.0,367.0,1396.0,696.0,787.0,983.0,321.0,302.0,129.0,1144.0,533.0,93.0,144.0,2737.0,963.0000000000001,1003.9999999999999,118.0,2567.0,617.0,194.0,1041.0,80.0,305.0,493.0,1540.0,358.0
0410,04,10,100.0,2740.0,49.0,65.0,126.0,38.0,49.0,1553.0,281.0,218.00000000000003,115.99999999999999,30.0,909.0,129.0,276.0,1136.0,425.0,288.0,136.0,4165.0,1578.0,324.0,1523.0,285.0,453.0,128.0,34.0,685.0
0420,04,20,100.0,3929.0,254.99999999999997,197.0,417.0,236.0,204.99999999999997,1065.0,279.0,291.0,163.0,314.0,751.0,151.0,250.0,2250.0,561.0,1018.0,90.0,3629.9999999999995,974.0,546.0,1324.0,118.0,368.0,119.0,404.0,714.0
0430,04,30,100.0,13657.0,1218.0,865.0,1677.0,692.0,844.0,3196.0,841.0,961.0,811.9999999999999,888.0000000000001,3322.9999999999995,543.0,1208.0,7559.0,2301.0,3083.0,352.0,13980.000000000002,5271.0,1646.0,4680.0,891.0,991.0,672.0,1494.0,2764.0
0440,04,40,100.0,5482.0,438.0,300.0,550.0,336.0,231.99999999999997,1578.0,240.0,422.0,306.0,333.0,1126.0,224.00000000000003,332.0,4120.0,1354.0,1657.9999999999998,124.0,4242.0,1198.0,749.0,1433.0,143.0,337.0,124.0,722.0,1092.0
0450,04,50,100.0,14935.0,1361.0,938.0000000000001,1926.0000000000002,869.0,798.0,3452.0000000000005,716.0,1075.0,881.0,1134.0,3313.0000000000005,577.0,1106.0,9861.0,2940.0,4096.0,342.0,11563.0,3436.9999999999995,1395.0,4463.0,566.0,1326.0,598.0,1928.0,2650.0
0510,05,10,100.0,12605.0,206.99999999999997,346.0,729.0,235.0,210.0,5358.0,1917.0000000000002,1402.0,853.9999999999999,404.0,4201.0,981.0,1383.0,7531.0,2548.0,1901.0000000000002,1326.0,19431.0,7111.0,811.9999999999999,6688.0,1017.0,2393.0,461.00000000000006,224.00000000000003,3013.0
0520,05,20,100.0,9785.0,197.0,301.0,565.0,236.0,227.99999999999997,4137.0,1623.9999999999998,1049.0,526.0,426.99999999999994,3123.0,700.0,1115.0,4995.0,1772.0,1293.0,882.0,14266.999999999998,4358.0,874.0,5612.0,634.0,2312.0,469.00000000000006,245.00000000000003,1916.0
0530,05,30,100.0,4540.0,85.0,172.0,272.0,73.0,86.0,2408.0,354.0,328.0,309.0,105.0,1284.0,192.0,412.0,1971.0,659.0,623.0,306.0,5993.0,2748.0,348.0,1834.0,364.0,509.0,170.0,72.0,1498.0
0540,05,40,100.0,1383.0,83.0,40.0,99.0,112.99999999999999,63.0,563.0,36.0,61.0,63.0,125.0,171.0,16.0,39.0,768.0,223.0,368.0,60.0,969.0,345.0,167.0,246.0,25.0,61.0,33.0,90.0,183.0
0610,06,10,100.0,8086.0,503.0,628.0,886.0,395.0,252.0,2503.0,420.0,438.99999999999994,752.0,420.0,2456.0,527.0,650.0,3333.0,1007.0,1408.0,164.0,6506.999999999999,2590.0,678.0,2181.0,321.0,611.0,303.0,782.0,1632.0
0620,06,20,100.0,7445.0,231.99999999999997,488.0,509.99999999999994,316.0,241.0,3372.9999999999995,380.0,480.99999999999994,507.0,300.0,2035.0000000000002,448.00000000000006,647.0,3253.0,985.0,1131.0,316.0,7998.999999999999,2771.0,613.0,2802.0,488.0,914.0,238.0,719.0,1465.0
0630,06,30,100.0,7163.0,498.00000000000006,569.0,715.0,457.0,382.0,1982.9999999999998,401.0,449.0,449.0,521.0,1443.0,257.0,403.0,3065.0,963.0000000000001,1106.0,189.0,6415.000000000001,1534.0,894.0,2357.0,195.0,891.0,188.0,1503.0,1199.0
0640,06,40,100.0,5598.0,613.0,234.0,518.0,570.0,276.0,1385.0,179.0,299.0,171.0,629.0,680.0,107.0,223.0,3315.0,851.0,1571.0,124.0,3558.0,795.0,624.0,1139.0,101.0,308.0,147.0,1605.9999999999998,586.0
0710,07,10,100.0,6684.999999999999,692.0,504.0,1029.0,325.0,413.0,1291.0,449.0,391.0,308.0,540.0,1403.0,319.0,480.99999999999994,3515.0,1011.0,1502.0,115.99999999999999,8714.0,4576.0,381.0,2787.0,640.0,831.0,192.0,734.0,1743.0
0720,07,20,100.0,6492.0,786.0,430.0,975.0,347.0,381.0,1198.0,374.0,421.0,432.0,590.0,1373.0,231.99999999999997,389.0,1861.0,580.0,732.0,89.0,6784.999999999999,3607.0,368.0,1978.0,520.0,470.0,167.0,778.0,1549.0
0730,07,30,100.0,5042.0,529.0,261.0,593.0,272.0,247.00000000000003,1255.0,264.0,403.0,334.0,354.0,986.9999999999999,177.0,260.0,1479.0,450.0,613.0,57.99999999999999,4821.0,2460.0,327.0,1307.0,284.0,409.0,244.0,600.0,1162.0
0740,07,40,100.0,7384.999999999999,390.0,557.0,704.0,234.0,319.0,2203.0,683.0,509.99999999999994,742.0,381.0,2474.0,491.0,567.0,2093.0,640.0,737.0,139.0,9608.0,4727.0,325.0,3372.9999999999995,936.9999999999999,828.9999999999999,184.0,512.0,2706.0
0750,07,50,100.0,5597.0,136.0,372.0,413.99999999999994,204.0,122.0,2306.0,518.0,407.0,526.0,154.0,1798.9999999999998,312.0,509.0,1947.0,640.0,659.0,200.0,7223.0,3740.0,196.0,2334.0,631.0,684.0,162.0,202.99999999999997,2058.0
0760,07,60,100.0,7981.0,227.0,305.0,440.00000000000006,236.0,137.0,4391.0,469.00000000000006,422.0,608.0,198.0,2451.0,378.0,884.0,4185.0,1696.0,955.0000000000001,843.0,10181.0,3180.0,355.0,4237.0,767.0,1760.0000000000002,206.99999999999997,254.0,1960.0000000000002
0810,08,10,100.0,26072.000000000004,2762.0,1441.0,3447.0,1166.0,1728.0,4738.0,2661.0,2263.0,940.0,2515.0,6751.000000000001,1241.0,2019.0000000000002,3902.0000000000005,984.0,1580.0,240.0,37903.0,19468.0,607.0,14696.0,5768.0,2308.0,420.0,2345.0,6834.999999999999
0820,08,20,100.0,7384.0,186.0,331.0,647.0,200.0,153.0,3193.0,922.0000000000001,676.0,420.0,206.0,2498.0,407.0,961.0,1814.9999999999998,513.0,619.0,209.0,12901.0,6540.000000000001,206.0,4729.0,1607.9999999999998,1122.0,180.0,250.99999999999997,3110.0
0830,08,30,100.0,4001.0,57.99999999999999,163.0,196.0,88.0,24.0,2492.0,323.0,160.0,174.0,33.0,1590.0,179.0,705.0,1406.0,521.0,295.0,276.0,10173.0,6284.0,101.0,2981.0,886.0,721.0,238.0,61.0,2716.0
0840,08,40,100.0,4270.0,114.99999999999999,166.0,364.0,166.0,62.0,2062.0,294.0,269.0,348.0,99.0,1957.0,213.0,939.0,1088.0,239.0,476.0,122.0,7022.0,4118.0,178.0,2119.0,574.0,633.0,211.0,141.0,2070.0
0910,09,10,100.0,5137.0,433.0,142.0,611.0,252.0,311.0,1318.0,350.0,409.0,147.0,354.0,1053.0,231.0,372.0,1888.0,566.0,586.0,144.0,4302.0,1456.0,155.0,1714.0,335.0,540.0,395.0,379.0,695.0
0920,09,20,100.0,6408.0,234.0,214.0,470.0,200.99999999999997,309.0,1779.0,749.0,1089.0,204.0,257.0,1448.0,309.0,537.0,2862.0,1071.0,849.0,289.0,5720.0,921.0000000000001,267.0,2853.0,186.0,1251.0,828.9999999999999,247.00000000000003,437.0
0930,09,30,100.0,3024.0,97.0,83.0,182.0,105.0,76.0,1290.0,292.0,279.0,97.0,108.0,828.9999999999999,176.0,273.0,2302.0,626.0,597.0,401.99999999999994,3579.0,898.0,128.0,1554.0,175.0,587.0,153.0,117.0,428.0
