id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0110,01,10,100.0,4833.0,5565.0,1483.0,7504.000000000001,28008.999999999996,6998.999999999999,3972.0,3310.0,30512.0,42089.0
0120,01,20,100.0,3358.0,4387.0,1428.0,6281.0,18530.0,5636.0,4001.0,3986.0,22631.0,30294.0
0130,01,30,100.0,4203.0,6570.0,2148.0,6502.0,16481.0,6420.999999999999,4447.0,3940.9999999999995,24479.0,29835.000000000004
0140,01,40,100.0,4362.0,5857.0,1934.0,8200.0,21429.0,7462.0,5474.0,4668.0,28085.000000000004,38325.0
0210,02,10,100.0,2092.0,3349.0,1222.0,2963.0,9160.0,3990.9999999999995,2923.0,2493.0,13903.0,14697.0
0220,02,20,100.0,2087.0,2644.0,869.0,3096.0,11654.0,3921.0,2630.0,2340.0,14306.0,17648.0
0230,02,30,100.0,1429.0,2150.0,786.0,2612.0,9763.0,3753.0,2450.0,2546.0,12212.0,15693.0
0240,02,40,100.0,1920.0,1850.0,514.0,3043.0,9592.0,1871.0,1058.0,991.0,10253.0,13966.0
0250,02,50,100.0,2963.0,2476.0,546.0,3745.0000000000005,19174.0,2883.0,1303.0,769.0,16502.0,23711.0
0310,03,10,100.0,509.0,547.0,137.0,542.0,1401.0,434.99999999999994,227.99999999999997,276.0,1882.0,3038.0
0320,03,20,100.0,952.0,1281.0,364.0,959.0,2748.0,994.0,602.0,695.0,4467.0,4835.0
0330,03,30,100.0,831.0,1057.0,250.0,718.0,2093.0,667.0,372.0,471.0,3257.0,4014.0
0340,03,40,100.0,2229.0,2497.0,623.0,1967.0000000000002,8034.0,2086.0,1113.0,1236.0,10134.0,11775.0
0350,03,50,100.0,1538.0,1599.0,426.0,1475.0,5917.0,1301.0,700.0,598.0,6692.0,9377.0
0360,03,60,100.0,3157.0,3472.9999999999995,864.0,3646.0,17177.0,3824.0,1755.9999999999998,1243.0,17771.0,23962.0
0370,03,70,100.0,1998.9999999999998,2269.0,629.0,2171.0,10232.0,2753.0,1170.0,741.0,11274.0,14485.0
0410,04,10,100.0,869.9999999999999,1258.0,359.0,1069.0,3172.0,1488.0,1057.0,1025.0,5146.0,5773.0
0420,04,20,100.0,1036.0,1601.0000000000002,487.0,1939.0,4406.0,1870.0,1359.0,1553.0,7248.0,8391.0
0430,04,30,100.0,3596.0,4531.0,1446.0,5738.0,17892.0,6875.0,5407.0,6158.0,26195.0,30820.0
0440,04,40,100.0,1590.0,2450.0,715.0,1757.0,5581.0,2926.0,2132.0,2408.0,10205.0,10591.0
0450,04,50,100.0,3789.0,5327.0,1650.0,5217.0,17460.0,7191.0,5825.0,6820.0,27512.0,31413.0
0510,05,10,100.0,4691.0,6616.0,1971.0,4947.0,14825.0,6194.0,4360.0,4331.0,23682.0,28198.0
0520,05,20,100.0,3476.0,5091.0,1614.9999999999998,3840.0,10677.0,4632.0,3489.0,3091.0,17679.0,21015.0
0530,05,30,100.0,1472.0,1986.0,578.0,1576.0,5126.0,2202.0,1554.0,1546.0,7926.000000000001,8400.0
0540,05,40,100.0,370.0,751.0,220.00000000000003,274.0,892.0,628.0,416.0,568.0,2196.0,1694.0000000000002
0610,06,10,100.0,2071.0,2977.0,836.9999999999999,2476.0,8532.0,3688.0000000000005,2810.0,3005.0,13785.0,14147.999999999998
0620,06,20,100.0,2250.0,3158.0,922.0000000000001,2657.0,7614.0,3351.0,2543.0,2878.0,12865.0,13572.0
0630,06,30,100.0,1957.9999999999998,3388.0000000000005,1094.0,2702.0,7038.0,3381.0,2527.0,2638.0,12709.0,13494.999999999998
0640,06,40,100.0,1441.0,2709.0,871.0000000000001,2362.0,4778.0,2647.0,2057.0,2323.0,10161.0,10550.0
0710,07,10,100.0,1751.0000000000002,2441.0,841.0,2665.0,8522.0,3770.0000000000005,2949.0,3339.0,12840.0,15641.999999999998
0720,07,20,100.0,1689.9999999999998,2241.0,621.0,2394.0,8106.999999999999,2979.0,2156.0,2119.0,10915.0,12822.0
0730,07,30,100.0,1453.0,1835.0000000000002,624.0,1786.0,5440.0,2169.0,1676.0000000000002,1737.0,8681.0,8931.0
0740,07,40,100.0,2423.0,3107.0,889.0,2718.0,9353.0,3547.0,2466.0,2361.0,13278.0,14456.0
0750,07,50,100.0,1882.0,2388.0,726.0,1841.0,6378.0,2717.0,1973.9999999999998,2075.0,9962.0,10236.0
0760,07,60,100.0,2788.0,4059.0000000000005,1316.0,2618.0,7466.0,3736.9999999999995,2895.0,2992.0,14038.0,13579.0
0810,08,10,100.0,6578.0,9856.0,3424.0,9725.0,37885.0,11917.0,7987.0,6911.0,45389.0,58707.00000000001
0820,08,20,100.0,2813.0,3864.0,1143.0,3012.0,9171.0,3956.0,2842.0,2593.0,14157.0,14888.999999999998
0830,08,30,100.0,2110.0,2613.0,839.0,1800.0,5745.0,2645.0,2320.0,2283.0,10225.0,8459.0
0840,08,40,100.0,1700.0,2505.0,817.0,1648.9999999999998,4528.0,2519.0,1889.0,1748.9999999999998,8700.0,7390.000000000001
0910,09,10,100.0,1661.0,1668.0,454.0,1655.0,6717.0,1639.0,876.0,902.9999999999999,7740.000000000001,9391.0
0920,09,20,100.0,2216.0,2118.0,516.0,3313.0000000000005,8437.0,1742.0000000000002,906.0,761.0,9390.0,14779.0
0930,09,30,100.0,1289.0,1590.0,450.0,1100.0,3496.0,1195.0,807.0,844.9999999999999,5358.0,6044.0
0940,09,40,100.0,624.0,792.0,204.99999999999997,536.0,1770.0,607.0,408.0,574.0,2751.0,3484.0000000000005
0950,09,50,100.0,802.0,839.0,252.99999999999997,805.0000000000001,2766.0,767.0,411.00000000000006,704.0,3772.9999999999995,4647.0
1010,10,10,100.0,3443.0,4443.0,1288.0,3686.9999999999995,10469.0,3594.0,2577.0,2849.0,15799.0,18912.0
1020,10,20,100.0,3470.0000000000005,3810.0,1011.0,3062.0,8753.0,2694.0,1632.9999999999998,1573.0,12783.0,18142.0
1030,10,30,100.0,634.0,684.0,182.0,877.9999999999999,2003.0,582.0,443.0,561.0,2865.0,3349.0
1040,10,40,100.0,520.0,750.0,208.0,423.00000000000006,1528.0,613.0,462.0,588.0,2682.0,2469.0
1110,11,10,100.0,2623.0,3106.0,834.0,2280.0,6576.000000000001,2122.0,1479.0,1372.0,10024.0,13680.000000000002
1120,11,20,100.0,1957.9999999999998,2223.0,549.0,1743.0,5520.0,1434.0,864.0,802.9999999999999,7423.0,10354.0
1130,11,30,100.0,2555.0,2898.0,745.0,4614.0,11391.0,2827.0,1968.0,1564.0,13371.0,19836.0
1140,11,40,100.0,2776.0,2543.0,706.0,3528.0,10293.0,2283.0,1423.0,1400.0,12308.0,16894.0
1150,11,50,100.0,800.0,791.0,204.0,1050.0,2745.0,609.0,328.0,364.0,3345.0000000000005,4293.0
1210,12,10,100.0,2636.0,3211.9999999999995,972.0000000000001,3067.0,9511.0,3544.0,2530.0,2119.0,13249.0,16283.000000000002
1220,12,20,100.0,2162.0,2874.0,935.0,2888.0,7789.0,3235.0,2290.0,2184.0,11665.0,14429.0
1240,12,40,100.0,888.0000000000001,1456.0,473.00000000000006,813.0000000000001,2220.0,1301.0,1056.0,1234.0,5088.0,4433.0
1250,12,50,100.0,1213.0,1521.0,453.0,1455.0,4206.0,1680.9999999999998,1238.0,1271.0,6331.0,7458.0
1260,12,60,100.0,2685.0,4392.0,1425.0,2649.0,6947.0,3296.0,2238.0,1930.0,12656.0,13303.0
