id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3503,169,181,35,438,1193,377,396,714,1708,1509,100.0,4.824436197544961,5.1669997145304025,0.9991435912075365,12.503568369968598,34.0565229803026,10.762203825292605,11.304596060519554,20.382529260633742,48.758207250927775,43.07736226091921
01100102,01,10,01,02,1996,103,131,28,196,762,260,248,268,932,1065,100.0,5.160320641282565,6.563126252505009,1.402805611222445,9.819639278557114,38.17635270541082,13.026052104208416,12.424849699398797,13.426853707414828,46.6933867735471,53.35671342685371
01100103,01,10,01,03,5537,262,342,108,667,1743,629,749,1037,2560,2094,100.0,4.731804226115225,6.176629944013003,1.9505147191620011,12.046234422972729,31.479140328697852,11.359942206971283,13.527180783817952,18.728553368249955,46.234422972728915,37.81831316597435
01100104,01,10,01,04,4850,254,400,128,808,1720,614,533,393,2228,1974,100.0,5.237113402061856,8.24742268041237,2.6391752577319587,16.65979381443299,35.4639175257732,12.659793814432991,10.989690721649485,8.103092783505154,45.93814432989691,40.70103092783505
01100205,01,10,02,05,2981,139,177,38,372,1128,299,354,474,1411,1552,100.0,4.662864810466286,5.93760483059376,1.2747400201274741,12.479033881247902,37.839651123783966,10.030191211003018,11.87520966118752,15.90070446159007,47.33310969473331,52.06306608520631
01100206,01,10,02,06,1893,117,119,33,160,666,282,264,252,916,723,100.0,6.180665610142631,6.286318013734812,1.7432646592709984,8.452192287374539,35.182250396196515,14.896988906497624,13.946117274167987,13.312202852614895,48.38880084521923,38.193343898573694
01100207,01,10,02,07,8814,486,552,163,753,3232,1001,1034,1593,4343,3317,100.0,5.513955071477195,6.262763784887679,1.8493306103925573,8.543226684819604,36.66893578398003,11.35693215339233,11.731336510097572,18.07351940095303,49.27388245972317,37.6333106421602
01100308,01,10,03,08,7371,438,464,116,716,3145,1052,721,719,3613,2520,100.0,5.942205942205942,6.294939628272962,1.5737349070682405,9.71374304707638,42.667209333876,14.272147605480939,9.781576448243115,9.754443087776421,49.01641568308235,34.18803418803419
01100309,01,10,03,09,12518,685,932,332,1185,4598,2122,1578,1086,6132,3521,100.0,5.4721201469883365,7.445278798530117,2.6521808595622303,9.466368429461575,36.7311072056239,16.951589710816425,12.605847579485541,8.675507269531874,48.9854609362518,28.127496405176544
01100310,01,10,03,10,10276,533,596,158,1151,4061,1272,1027,1478,4881,3894,100.0,5.186843129622421,5.799922148695991,1.5375632541845077,11.200856364344103,39.51926819774231,12.378357337485403,9.994161152199299,14.383028415725963,47.499026858699885,37.894122226547296
