id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14813,9059,9072,5754,3318,5741,100.0,61.155741578343346,61.2435023290353,38.844258421656654,22.399243907378654,38.7564976709647
010112,01,01,12,12518,6640,8091,5878,2213,4427,100.0,53.04361719124461,64.63492570698195,46.95638280875539,17.678542898226553,35.365074293018054
010113,01,01,13,57386,25151,40542,32235,8307,16844,100.0,43.82776286899244,70.64789321437284,56.17223713100756,14.475656083365282,29.352106785627157
010114,01,01,14,31200,13207,22190,17993,4197,9010,100.0,42.330128205128204,71.12179487179488,57.669871794871796,13.451923076923078,28.878205128205124
010221,01,02,21,45659,22829,31071,22830,8241,14588,100.0,49.99890492564445,68.0501106025099,50.00109507435555,18.04901552815436,31.94988939749009
010222,01,02,22,40035,21057,27384,18978,8406,12651,100.0,52.596478081678534,68.40014986886474,47.403521918321466,20.996627950543274,31.599850131135256
010331,01,03,31,38074,23948,22828,14126,8702,15246,100.0,62.898565950517416,59.95692598623733,37.101434049482584,22.855491936754742,40.04307401376268
010332,01,03,32,39172,25020,25887,14152,11735,13285,100.0,63.8721535790871,66.08546921270295,36.127846420912896,29.957622791790055,33.914530787297046
010441,01,04,41,45776,21984,32002,23792,8210,13774,100.0,48.02516602586508,69.90999650471863,51.97483397413492,17.93516253058371,30.09000349528137
010442,01,04,42,56284,35455,33174,20829,12345,23110,100.0,62.993035320872714,58.940373818491935,37.006964679127286,21.933409139364652,41.059626181508065
020101,02,01,01,40560,28033,26189,12527,13662,14371,100.0,69.11489151873768,64.56854043392505,30.88510848126233,33.68343195266272,35.43145956607495
020202,02,02,02,65395,28657,47959,36738,11221,17436,100.0,43.8213930728649,73.33741111705788,56.1786069271351,17.158804189922776,26.662588882942124
020303,02,03,03,21880,12713,14291,9167,5124,7589,100.0,58.10329067641682,65.31535648994516,41.89670932358318,23.418647166361975,34.68464351005485
020304,02,03,04,26088,13090,17636,12998,4638,8452,100.0,50.176326280282126,67.60196258816315,49.823673719717874,17.778288868445262,32.39803741183686
020405,02,04,05,24441,7513,19757,16928,2829,4684,100.0,30.739331451249953,80.83548136328301,69.26066854875005,11.574812814532958,19.16451863671699
020407,02,04,07,25819,10497,18595,15322,3273,7224,100.0,40.65610596847283,72.02060498082807,59.343894031527164,12.676710949300901,27.979395019171925
020506,02,05,06,31214,10522,23861,20692,3169,7353,100.0,33.709233036457995,76.44326263855962,66.290766963542,10.15249567501762,23.55673736144038
020508,02,05,08,54686,19416,40957,35270,5687,13729,100.0,35.50451669531507,74.89485425885967,64.49548330468492,10.399370954174742,25.105145741140326
030101,03,01,01,16975,3558,14332,13417,915,2643,100.0,20.960235640648012,84.4300441826215,79.03976435935198,5.390279823269514,15.569955817378498
030202,03,02,02,28683,4639,26053,24044,2009,2630,100.0,16.17334309521319,90.83080570372695,83.82665690478682,7.00414879894014,9.169194296273053
030203,03,02,03,18308,2535,17227,15773,1454,1081,100.0,13.846405942757265,94.09547738693468,86.15359405724273,7.941883329691938,5.9045226130653266
030304,03,03,04,19678,2942,18071,16736,1335,1607,100.0,14.950706372598841,91.8335196666328,85.04929362740116,6.784226039231629,8.166480333367213
030307,03,03,07,15833,2260,14437,13573,864,1396,100.0,14.273984715467694,91.18297227310049,85.72601528453231,5.45695698856818,8.817027726899514
030405,03,04,05,18344,3495,16768,14849,1919,1576,100.0,19.052551242913214,91.40863497601396,80.94744875708678,10.46118621892717,8.591365023986045
030406,03,04,06,37052,6298,33567,30754,2813,3485,100.0,16.997732915901974,90.59429990283925,83.00226708409802,7.592032818741229,9.405700097160748
030408,03,04,08,35253,6593,31083,28660,2423,4170,100.0,18.70195444359345,88.17121947068335,81.29804555640655,6.8731739142768,11.828780529316655
030509,03,05,09,38589,7878,33494,30711,2783,5095,100.0,20.415144212081163,86.79675555210034,79.58485578791884,7.211899764181502,13.203244447899662
030510,03,05,10,15693,2501,14036,13192,844,1657,100.0,15.937041993245396,89.44115210603454,84.06295800675461,5.378194099279933,10.558847893965462
030611,03,06,11,26847,8905,20750,17942,2808,6097,100.0,33.16944165083622,77.28982754125228,66.83055834916378,10.4592691920885,22.710172458747717
030612,03,06,12,27388,7375,22513,20013,2500,4875,100.0,26.927851613845476,82.2002336789835,73.07214838615452,9.128085292828976,17.799766321016502
030613,03,06,13,22680,7389,17787,15291,2496,4893,100.0,32.57936507936508,78.42592592592592,67.42063492063492,11.005291005291005,21.574074074074073
030614,03,06,14,27224,7505,22112,19719,2393,5112,100.0,27.567587422862182,81.22245077872465,72.43241257713781,8.790038201586835,18.777549221275343
030715,03,07,15,27254,10042,20418,17212,3206,6836,100.0,36.845967564394215,74.91744331107361,63.15403243560578,11.763410875467821,25.082556688926395
030716,03,07,16,33653,10465,26871,23188,3683,6782,100.0,31.096781861943956,79.84726473122753,68.90321813805605,10.944046593171485,20.152735268772474
040101,04,01,01,19594,10195,13904,9399,4505,5690,100.0,52.03123405124017,70.96049811166684,47.968765948759824,22.991732162907013,29.039501888333163
040202,04,02,02,13091,4200,10407,8891,1516,2684,100.0,32.083110533954624,79.49736460163471,67.91688946604538,11.580475135589337,20.50263539836529
040203,04,02,03,28610,10271,22306,18339,3967,6304,100.0,35.900034952813705,77.96574624257254,64.0999650471863,13.865781195386228,22.03425375742747
040304,04,03,04,24643,11205,17902,13438,4464,6741,100.0,45.46930162723694,72.64537596883497,54.530698372763055,18.114677596071907,27.354624031165038
040305,04,03,05,15563,7271,11186,8292,2894,4377,100.0,46.719784103321985,71.87560239028466,53.280215896678015,18.59538649360663,28.124397609715352
040306,04,03,06,28127,14191,19703,13936,5767,8424,100.0,50.45330109858854,70.0501297685498,49.54669890141146,20.503430867138338,29.94987023145021
040307,04,03,07,24524,10323,18070,14201,3869,6454,100.0,42.093459468275974,73.68292285108465,57.906540531724026,15.776382319360627,26.317077148915345
040308,04,03,08,21962,11319,14555,10643,3912,7407,100.0,51.53902194699936,66.27356342773882,48.46097805300064,17.812585374738184,33.72643657226118
040309,04,03,09,15417,7511,10634,7906,2728,4783,100.0,48.718946617370435,68.97580592852046,51.28105338262956,17.6947525458909,31.02419407147954
040310,04,03,10,15705,6969,11472,8736,2736,4233,100.0,44.37440305635148,73.04680038204393,55.62559694364852,17.421203438395416,26.953199617956063
040411,04,04,11,19700,7832,15413,11868,3545,4287,100.0,39.756345177664976,78.23857868020305,60.243654822335024,17.99492385786802,21.761421319796952
040412,04,04,12,15207,4904,12585,10303,2282,2622,100.0,32.24830670086145,82.757940422174,67.75169329913857,15.006247123035443,17.242059577826
040413,04,04,13,18528,5805,15260,12723,2537,3268,100.0,31.3309585492228,82.36183074265976,68.6690414507772,13.692789291882557,17.63816925734024
040514,04,05,14,32122,14766,23381,17356,6025,8741,100.0,45.96849511238403,72.78812029138908,54.03150488761597,18.756615403773115,27.21187970861092
040515,04,05,15,14930,6694,10861,8236,2625,4069,100.0,44.83590087073007,72.74614869390489,55.16409912926993,17.582049564634964,27.25385130609511
040516,04,05,16,35162,14313,26530,20849,5681,8632,100.0,40.705875661225186,75.45077071838917,59.294124338774814,16.156646379614354,24.549229281610828
040617,04,06,17,65,13,52,52,0,13,100.0,20.0,80.0,80.0,0.0,20.0
050101,05,01,01,26665,7808,22466,18857,3609,4199,100.0,29.281830114382153,84.25276579786237,70.71816988561785,13.534595912244516,15.747234202137633
050102,05,01,02,41927,17707,32778,24220,8558,9149,100.0,42.232928661721566,78.1787392372457,57.76707133827844,20.411667898967252,21.82126076275431
050103,05,01,03,37068,17388,26275,19680,6595,10793,100.0,46.908384590482356,70.88324161001403,53.091615409517644,17.791626200496385,29.116758389985968
050204,05,02,04,23970,6449,20804,17521,3283,3166,100.0,26.904463913224863,86.79182311222361,73.09553608677514,13.696287025448479,13.208176887776387
050205,05,02,05,29787,13791,22183,15996,6187,7604,100.0,46.298720918521504,74.47208513781179,53.70127908147849,20.7708060563333,25.5279148621882
050206,05,02,06,36621,12878,28845,23743,5102,7776,100.0,35.16561535730865,78.766281641681,64.83438464269136,13.931896998989652,21.233718358319
