id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3389,157,154,36,446,1135,345,403,713,1631,1336,100.0,4.632634995573916,4.5441133077604015,1.0622602537621717,13.16022425494246,33.49070522277958,10.179994098554147,11.89141339628209,21.038654470345232,48.126290941280615,39.42165830628504
01011102,01,01,11,02,194,0,7,3,20,65,24,45,30,77,60,100.0,0.0,3.608247422680412,1.5463917525773196,10.309278350515463,33.50515463917525,12.371134020618557,23.195876288659793,15.463917525773196,39.69072164948454,30.927835051546392
01011103,01,01,11,03,5121,242,321,111,545,1515,657,749,981,2377,1797,100.0,4.72563952353056,6.2683069712946695,2.1675454012888107,10.642452645967584,29.584065612185118,12.82952548330404,14.62604959968756,19.15641476274165,46.41671548525679,35.09080257762156
01011104,01,01,11,04,4550,251,394,112,767,1585,575,488,378,2037,1753,100.0,5.516483516483516,8.65934065934066,2.4615384615384617,16.857142857142858,34.83516483516483,12.637362637362637,10.725274725274724,8.307692307692308,44.76923076923077,38.527472527472526
01011105,01,01,11,05,1559,103,73,33,150,554,233,192,221,691,795,100.0,6.606799230275817,4.682488774855677,2.116741500962155,9.621552277100706,35.53559974342527,14.945477870429762,12.315586914688904,14.175753688261706,44.32328415651058,50.994227068633734
01011201,01,01,12,01,2394,124,129,46,294,724,329,335,413,1152,997,100.0,5.179615705931495,5.3884711779448615,1.921470342522974,12.280701754385964,30.242272347535504,13.742690058479532,13.993316624895572,17.251461988304094,48.1203007518797,41.64578111946533
01011202,01,01,12,02,628,33,30,15,47,218,112,82,91,294,218,100.0,5.254777070063694,4.777070063694268,2.388535031847134,7.484076433121019,34.71337579617834,17.8343949044586,13.05732484076433,14.490445859872612,46.81528662420382,34.71337579617834
01011203,01,01,12,03,1126,75,72,6,112,378,162,162,159,521,387,100.0,6.660746003552398,6.394316163410302,0.5328596802841918,9.946714031971581,33.57015985790409,14.387211367673181,14.387211367673181,14.120781527531085,46.26998223801066,34.36944937833037
01011204,01,01,12,04,8370,499,435,117,702,2931,1031,1011,1644,4096,2825,100.0,5.961768219832736,5.197132616487455,1.3978494623655915,8.38709677419355,35.017921146953405,12.317801672640382,12.078853046594983,19.6415770609319,48.936678614097964,33.75149342891278
01011301,01,01,13,01,6807,435,405,96,655,2887,1008,648,673,3261,2065,100.0,6.3904803878360505,5.949757602468048,1.4103129131776113,9.622447480534744,42.412222711914204,14.80828558836492,9.519612163948876,9.886881151755546,47.906566769501985,30.33641839283091
01011302,01,01,13,02,12301,714,971,315,1003,4687,2190,1381,1040,5948,3210,100.0,5.804406145841801,7.893667181529956,2.560767417283148,8.153808633444436,38.10259328509878,17.803430615397122,11.226729534184212,8.454597187220552,48.35379237460369,26.095439395171123
01011303,01,01,13,03,9849,477,503,132,1133,3857,1219,1008,1520,4662,3380,100.0,4.843131282363692,5.107117473855214,1.3402375875723425,11.503705959995939,39.16133617626155,12.376891054929434,10.23454157782516,15.43303888719667,47.33475479744136,34.31820489389786
01011304,01,01,13,04,8743,495,595,182,832,2313,879,958,2489,4625,2390,100.0,5.661672194898776,6.805444355484387,2.0816653322658127,9.516184376072287,26.455450074345187,10.053757291547525,10.957337298410156,28.468489076975867,52.89946242708452,27.336154637996113
01011305,01,01,13,05,8985,525,423,118,765,3206,1048,977,1923,4409,2565,100.0,5.843071786310518,4.707846410684474,1.3132999443516973,8.514190317195327,35.681691708402894,11.663884251530328,10.87367835281024,21.402337228714526,49.070673344462996,28.547579298831387
01011306,01,01,13,06,10701,629,557,123,1431,3808,1326,1192,1635,5272,3234,100.0,5.877955331277451,5.205121016727408,1.1494252873563218,13.372582001682085,35.58545930286889,12.391365292963275,11.139145874217363,15.278945892907206,49.26642369871975,30.22147462853939
01011401,01,01,14,01,17788,1260,1459,332,1618,7686,2915,1508,1010,8754,5446,100.0,7.083427029458061,8.20215875871374,1.8664268045873622,9.096019788621543,43.208904879694174,16.38745221497639,8.477625365414887,5.677985158533843,49.21295255228244,30.61614571621318
01011402,01,01,14,02,13412,978,1148,234,991,5861,2355,1001,844,6670,3564,100.0,7.291977333730987,8.559498956158663,1.7447062332239784,7.388905457798986,43.69967193558008,17.55890247539517,7.463465553235908,6.292872054876231,49.731583656427084,26.573218013719057
