id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,55413.0,4549.0,3277.0000000000005,6018.0,2385.0,3299.0,12089.0,7802.0,3926.0,2238.0,3785.0,12178.0,2745.0,3822.0,16079.0,7079.000000000001,3106.0,1142.0,75904.0,36079.0,1989.0,27205.0,6484.0,6216.0,2975.0,5070.0,11887.0
02,02,100.0,38247.0,4967.0,1876.0000000000002,6024.0,2185.0,3560.0,5599.0,2426.0,1805.9999999999998,1200.0,3940.9999999999995,5097.0,1194.0,1497.0,7652.0,3120.0,1446.0,688.0,44134.0,26591.000000000004,1069.0,12209.0,2785.0,3073.0,3061.0,4612.0,8030.0
03,03,100.0,35840.0,3765.9999999999995,1362.0,4809.0,2352.0,2666.0,7389.0,2045.0,1879.0,838.0000000000001,3365.9999999999995,3443.0,619.0,961.0,11679.0,5032.0,1987.0,1223.0,17686.0,3179.0,1002.9999999999999,7631.0,528.0,3018.0,2550.0,4396.0,1885.0000000000002
04,04,100.0,47624.0,4253.0,2814.0,5264.0,2474.0,2465.0,12570.0,2788.0,3183.0,2429.0,3147.0,9430.0,1570.0,3286.0,19035.0,7068.000000000001,4538.0,1018.0,37168.0,12649.0,4458.0,13678.0,2035.0000000000002,3306.0,1676.0000000000002,4875.0,7341.0
05,05,100.0,27281.0,560.0,830.0000000000001,1650.0,615.0,544.0,12351.0,3504.0,2664.0,1753.0,991.0,8034.999999999999,1691.0,2712.0,12027.0,5133.0,1471.0,2674.0,36842.0,13865.0,1972.0,12833.000000000002,1955.0,4537.0,948.0,564.0,5899.0
06,06,100.0,28497.000000000004,1711.0,1951.0000000000002,2546.0,1763.0,1135.0,9596.0,1328.0,1680.0,1805.0,1764.9999999999998,6274.0,1318.0,1789.0,8883.0,3586.9999999999995,1753.0,774.0,22887.0,7478.0,2680.0,7953.0,1033.0,2493.0,703.0,4653.0,4556.0
07,07,100.0,39455.0,2706.0,2476.0,4029.0,1622.0,1645.0,13183.000000000002,2700.0,2436.0,2927.0,2162.0,10638.0,1869.0000000000002,3554.9999999999995,12131.0,4834.0,2373.0,1465.0,46413.0,22418.0,1760.0000000000002,16019.999999999998,3545.0000000000005,4862.0,953.9999999999999,3038.0,10000.0
08,08,100.0,40298.0,2940.0,1998.9999999999998,4381.0,1516.0,1853.0,12666.0,3969.0,3207.0,1911.0,2682.0,12797.0,2071.0,4727.0,5987.0,2174.0,1018.0,931.0,66825.0,36663.0,949.0,23894.0,8754.0,4386.0,975.0,2721.0,14500.0
09,09,100.0,16581.0,755.0,526.0,1227.0,683.0,686.0,5492.0,1625.0,1711.0,484.99999999999994,836.9999999999999,3163.0,678.0,1080.0,6759.999999999999,2609.0,1053.0,1049.0,13046.0,2849.0,505.99999999999994,5913.0,535.0,2359.0,1435.0,793.0,1387.0
10,10,100.0,14390.0,208.0,405.99999999999994,459.0,206.0,256.0,5364.0,1458.0,2826.0,254.0,224.00000000000003,2705.0,472.0,997.0000000000001,20281.0,8646.0,1778.0,5502.0,18202.0,1305.0,373.0,6326.0,240.0,3048.0,5186.0,199.0,924.0
11,11,100.0,19710.0,736.0,638.0,1362.0,531.0,798.0,6083.0,2554.0,2334.0,655.0,634.0,6144.0,1208.0,2256.0,17782.0,7550.0,1930.0,3935.0,24350.0,2154.0,723.0,10972.0,349.0,5178.0,9280.0,670.0,1705.9999999999998
12,12,100.0,26738.0,1405.0,1261.0,2116.0,753.0,622.0,10718.0,3381.0,2038.0,1541.0,699.0,8045.999999999999,1723.9999999999998,2660.0,7748.999999999999,3384.0000000000005,1019.9999999999999,1225.0,37121.0,17291.0,1285.0,11840.0,2058.0,3404.0,1009.0,815.0,6973.0
