id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,115917,54057,79895,61860,18035,36022,100.0,46.634229664328785,68.9243165368324,53.365770335671215,15.558546201161175,31.075683463167614
0102,01,02,85694,43886,58455,41808,16647,27239,100.0,51.21245361402198,68.21364389572199,48.78754638597801,19.426097509743972,31.786356104278013
0103,01,03,77246,48968,48715,28278,20437,28531,100.0,63.392279211868576,63.0647541620278,36.607720788131424,26.457033373896383,36.93524583797219
0104,01,04,102060,57439,65176,44621,20555,36884,100.0,56.27963942778757,63.8604742308446,43.72036057221243,20.140113658632178,36.1395257691554
0201,02,01,40560,28033,26189,12527,13662,14371,100.0,69.11489151873768,64.56854043392505,30.88510848126233,33.68343195266272,35.43145956607495
0202,02,02,65395,28657,47959,36738,11221,17436,100.0,43.8213930728649,73.33741111705788,56.1786069271351,17.158804189922776,26.662588882942124
0203,02,03,47968,25803,31927,22165,9762,16041,100.0,53.79211140760507,66.55895597064709,46.20788859239493,20.351067378252168,33.4410440293529
0204,02,04,50260,18010,38352,32250,6102,11908,100.0,35.83366494230004,76.30720254675687,64.16633505769997,12.140867489056903,23.692797453243138
0205,02,05,85900,29938,64818,55962,8856,21082,100.0,34.852153667054715,75.45750873108265,65.14784633294528,10.30966239813737,24.542491268917345
0301,03,01,16975,3558,14332,13417,915,2643,100.0,20.960235640648012,84.4300441826215,79.03976435935198,5.390279823269514,15.569955817378498
0302,03,02,46991,7174,43280,39817,3463,3711,100.0,15.266753208061118,92.10274307846184,84.73324679193888,7.369496286522952,7.897256921538166
0303,03,03,35511,5202,32508,30309,2199,3003,100.0,14.648982005575736,91.54346540508574,85.35101799442427,6.192447410661485,8.45653459491425
0304,03,04,90649,16386,81418,74263,7155,9231,100.0,18.076316341051747,89.81676576685899,81.92368365894825,7.893082107910733,10.183234233141016
0305,03,05,54282,10379,47530,43903,3627,6752,100.0,19.120518772337057,87.56125419107623,80.87948122766294,6.6817729634132865,12.438745808923768
0306,03,06,104139,31174,83162,72965,10197,20977,100.0,29.93499073353883,79.85672994747405,70.06500926646117,9.791720681012878,20.143270052525953
0307,03,07,60907,20507,47289,40400,6889,13618,100.0,33.66936476923835,77.64132201553188,66.33063523076164,11.310686784770223,22.358677984468123
0401,04,01,19594,10195,13904,9399,4505,5690,100.0,52.03123405124017,70.96049811166684,47.968765948759824,22.991732162907013,29.039501888333163
0402,04,02,41701,14471,32713,27230,5483,8988,100.0,34.70180571209324,78.44656003453154,65.29819428790677,13.148365746624782,21.553439965468453
0403,04,03,145941,68789,103522,77152,26370,42419,100.0,47.13480104973928,70.9341446200862,52.86519895026072,18.068945669825478,29.065855379913803
0404,04,04,53435,18541,43258,34894,8364,10177,100.0,34.69823149621035,80.95443061663704,65.30176850378965,15.652662112847384,19.045569383362963
0405,04,05,82214,35773,60772,46441,14331,21442,100.0,43.51205390809351,73.91928382027392,56.48794609190648,17.43133772836743,26.080716179726082
0406,04,06,65,13,52,52,0,13,100.0,20.0,80.0,80.0,0.0,20.0
0501,05,01,105660,42903,81519,62757,18762,24141,100.0,40.604770017035776,77.15218625780807,59.395229982964224,17.756956274843837,22.847813742191935
0502,05,02,90378,33118,71832,57260,14572,18546,100.0,36.64387350903981,79.47951935205471,63.356126490960186,16.123392861094516,20.5204806479453
0503,05,03,28473,13480,21694,14993,6701,6779,100.0,47.34309696905841,76.19147964738524,52.65690303094159,23.534576616443648,23.808520352614757
0504,05,04,19947,3700,18468,16247,2221,1479,100.0,18.549155261442824,92.58535118062866,81.45084473855717,11.13450644207149,7.414648819371333
0601,06,01,75552,24715,62654,50837,11817,12898,100.0,32.71256882676832,82.92831427361288,67.28743117323168,15.640883100381195,17.071685726387123
0602,06,02,79086,23191,66970,55895,11075,12116,100.0,29.32377411931315,84.67996864173179,70.67622588068684,14.003742761044938,15.320031358268215
0603,06,03,84312,23196,71847,61116,10731,12465,100.0,27.512097922003985,85.21562766865927,72.48790207799601,12.72772559066325,14.784372331340734
0604,06,04,69632,17779,60109,51853,8256,9523,100.0,25.53280101102941,86.32381663602942,74.46719898897058,11.856617647058822,13.676183363970587
0701,07,01,50788,26405,34909,24383,10526,15879,100.0,51.990627707332436,68.7347404898795,48.00937229266756,20.725368197211942,31.2652595101205
0702,07,02,51348,21175,39092,30173,8919,12256,100.0,41.2382176520994,76.13149489756174,58.761782347900606,17.369712549661138,23.868505102438263
0703,07,03,46503,15631,38203,30872,7331,8300,100.0,33.61288519020278,82.15168913833516,66.38711480979723,15.764574328537945,17.84831086166484
0704,07,04,64871,25807,50949,39064,11885,13922,100.0,39.78202894976183,78.5389465246412,60.21797105023816,18.320975474403046,21.46105347535879
0705,07,05,53043,19064,43370,33979,9391,9673,100.0,35.940651923910785,81.7638519691571,64.05934807608921,17.704503893067887,18.236148030842898
0706,07,06,32401,12418,26572,19983,6589,5829,100.0,38.32597759328416,82.00981451189779,61.67402240671584,20.335792105181937,17.99018548810222
0707,07,07,52108,13469,45614,38639,6975,6494,100.0,25.848238274353267,87.5374222768097,74.15176172564674,13.385660551162971,12.462577723190298
0801,08,01,165276,92798,107976,72478,35498,57300,100.0,56.14729301289964,65.33071952370581,43.85270698710036,21.478012536605437,34.6692804762942
0802,08,02,72339,27566,58709,44773,13936,13630,100.0,38.10669210246202,81.15815811664524,61.89330789753799,19.26485021910726,18.84184188335476
0803,08,03,37492,19083,29710,18409,11301,7782,100.0,50.898858423130264,79.24357196201856,49.101141576869736,30.142430385148835,20.756428037981436
0804,08,04,53559,15834,47030,37725,9305,6529,100.0,29.563658768834372,87.80970518493623,70.43634123116563,17.373363953770607,12.19029481506376
0901,09,01,63100,13043,55530,50057,5473,7570,100.0,20.67036450079239,88.00316957210777,79.32963549920761,8.673534072900159,11.996830427892235
0902,09,02,67342,15928,55928,51414,4514,11414,100.0,23.652401176086247,83.05069644501202,76.34759882391376,6.703097621098275,16.94930355498797
0903,09,03,52510,8049,48355,44461,3894,4155,100.0,15.328508855456105,92.08722148162255,84.6714911445439,7.415730337078652,7.9127785183774515
0904,09,04,37462,4195,35144,33267,1877,2318,100.0,11.198013987507341,93.81239656184934,88.80198601249266,5.010410549356681,6.187603438150659
0905,09,05,53403,5675,50194,47728,2466,3209,100.0,10.626743815890494,93.9909742898339,89.37325618410951,4.617718105724398,6.009025710166096
1001,10,01,110901,27864,96249,83037,13212,14652,100.0,25.12511158600914,86.78821651743446,74.87488841399086,11.913328103443611,13.211783482565531
1002,10,02,83182,20376,70030,62806,7224,13152,100.0,24.495684162438987,84.1888870188262,75.50431583756101,8.684571181265177,15.81111298117381
1003,10,03,28365,4711,25832,23654,2178,2533,100.0,16.60849638639168,91.06998060990658,83.39150361360832,7.678476996298254,8.930019390093424
1004,10,04,48863,4205,47023,44658,2365,1840,100.0,8.605693469496346,96.2343695638827,91.39430653050366,4.840063033379039,3.765630436117308
1101,11,01,62161,17402,51102,44759,6343,11059,100.0,27.99504512475668,82.20910217017101,72.00495487524333,10.204147294927687,17.790897829828992
1102,11,02,49455,12890,40813,36565,4248,8642,100.0,26.064098675563645,82.52552825801234,73.93590132443636,8.589626933575978,17.474471741987667
1103,11,03,75392,24980,58609,50412,8197,16783,100.0,33.13348896434635,77.7390174023769,66.86651103565366,10.87250636672326,22.26098259762309
1104,11,04,75673,20747,62295,54926,7369,13378,100.0,27.416647945766652,82.32130350323101,72.58335205423334,9.737951448997661,17.678696496768993
1105,11,05,32256,5517,29013,26739,2274,3243,100.0,17.103794642857142,89.94605654761905,82.89620535714286,7.049851190476191,10.053943452380953
1210,12,10,56462,26595,40931,29867,11064,15531,100.0,47.10247600155857,72.4930041443803,52.89752399844143,19.59548014593886,27.50699585561971
1221,12,21,54614,22710,41558,31904,9654,13056,100.0,41.58274435126524,76.09404182077856,58.41725564873476,17.676786172043798,23.905958179221447
1222,12,22,24116,3385,22767,20731,2036,1349,100.0,14.036324431912423,94.40620335047272,85.96367556808757,8.442527782385138,5.593796649527285
1223,12,23,33375,4749,31312,28626,2686,2063,100.0,14.229213483146067,93.81872659176031,85.77078651685393,8.047940074906366,6.181273408239701
1230,12,30,97652,35619,78898,62033,16865,18754,100.0,36.475443411297256,80.79506820136812,63.524556588702744,17.27051161266538,19.20493179863188
