id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0101,01,01,100.0,4564.0,4708.0,1216.0,6773.0,24066.0,6313.0,3451.0,2966.0,26438.0,36022.0
0102,01,02,100.0,3276.0,4154.0,1267.0,6159.0,16389.0,5288.0,3682.0,3671.0,20734.0,27239.0
0103,01,03,100.0,4390.0,6469.0,2005.0,6436.0,15818.0,6188.0,4013.0000000000005,3649.0,23457.0,28531.0
0104,01,04,100.0,4396.0,5938.0,1907.9999999999998,7922.0,20542.0,7356.0,5017.0,4360.0,26920.999999999996,36884.0
0201,02,01,100.0,2168.0,3563.0000000000005,1187.0,3155.0,8956.0,3953.0,2623.0,2428.0,13759.0,14371.0
0202,02,02,100.0,2137.0,2628.0,839.0,3112.0,11513.0,3783.0,2445.0,2200.0,13929.0,17436.0
0203,02,03,100.0,1477.0,2253.0,794.0,2797.0,9962.0,3638.0000000000005,2278.0,2604.0,12342.0,16041.0
0204,02,04,100.0,1673.9999999999998,1569.0,373.0,2920.0,8078.0,1587.0,925.0,884.0,8720.0,11908.0
0205,02,05,100.0,2648.0,1993.0,422.0,3725.0,17015.0,2425.0,1064.0,646.0,14394.0,21082.0
0301,03,01,100.0,430.0,419.00000000000006,96.0,582.0,1306.0,318.0,189.0,218.00000000000003,1541.0,2643.0
0302,03,02,100.0,808.0,1059.0,252.99999999999997,869.9999999999999,2215.0,873.0,492.0,604.0,3713.0000000000005,3711.0
0303,03,03,100.0,701.0,781.0,178.0,618.0,1648.0,505.0,335.0,436.00000000000006,2520.0,3003.0
0304,03,04,100.0,1939.9999999999998,2042.0000000000002,469.00000000000006,1635.0000000000002,6466.0,1764.9999999999998,892.0,1177.0,8224.0,9231.0
0305,03,05,100.0,1205.0,1156.0,291.0,1258.0,4359.0,1042.0,545.0,523.0,5029.0,6752.0
0306,03,06,100.0,2927.0,3078.0,643.0,3454.9999999999995,15304.0,3329.0,1346.0,1092.0,15555.000000000002,20977.0
0307,03,07,100.0,2002.0,2112.0,534.0,1976.0000000000002,9832.0,2502.0,924.0,625.0,10332.0,13618.0
0401,04,01,100.0,926.0,1194.0,330.0,1100.0,3204.0,1440.0,1041.0,960.0,5014.0,5690.0
0402,04,02,100.0,972.0000000000001,1474.0,436.00000000000006,2069.0,4625.0,1948.0,1329.0,1618.0,7103.0,8988.0
0403,04,03,100.0,4524.0,5672.0,1747.0,7066.0,23161.0,9824.0,7730.0,9065.0,34044.0,42419.0
0404,04,04,100.0,1433.0,2108.0,588.0,1650.0,5306.0,2830.0,2116.0,2510.0,9513.0,10177.0
0405,04,05,100.0,2511.0,3370.0000000000005,986.9999999999999,3513.0000000000005,11624.0,5081.0,3979.9999999999995,4707.0,17825.0,21442.0
0406,04,06,100.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,13.0
0501,05,01,100.0,4322.0,5667.0,1637.0,4640.0,13213.0,5635.0,3929.0,3860.0,21100.0,24141.0
0502,05,02,100.0,3325.0,4683.0,1433.0,3665.0,9722.0,4325.0,3118.0,2847.0,16255.000000000002,18546.0
0503,05,03,100.0,1189.0,1718.0,497.0,1321.0,4090.9999999999995,1853.0,1426.0,1385.0,6620.0,6779.000000000001
0504,05,04,100.0,351.0,672.0,204.99999999999997,258.0,809.0,545.0,405.99999999999994,454.0,1903.0,1479.0
0601,06,01,100.0,2081.0,2638.0,773.0,2424.0,7879.000000000001,3446.0,2659.0,2815.0,12674.0,12897.999999999998
0602,06,02,100.0,2028.0,2821.0,788.0,2570.0,6891.0,3048.0,2439.0,2606.0,11628.0,12116.0
0603,06,03,100.0,1925.0,3190.0,923.0,2659.0,6476.000000000001,3173.0,2297.0,2553.0,11735.0,12465.0
0604,06,04,100.0,1278.0,2380.0,762.0,2344.0,4408.0,2526.0,1827.0,2254.0,9065.0,9523.0
0701,07,01,100.0,1798.9999999999998,2506.0,800.0,2905.0,8401.0,3806.0,2934.0,3254.0,12782.0,15879.0
0702,07,02,100.0,1600.0,2047.0,628.0,2350.0,7604.000000000001,2844.0,2013.0,2089.0,10338.0,12256.0
0703,07,03,100.0,1233.0,1761.0,530.0,1798.9999999999998,4972.0,2168.0,1538.0,1630.0,8008.0,8300.0
0704,07,04,100.0,2392.0,2911.0,803.9999999999999,2811.0,8894.0,3351.0,2302.0,2342.0,12671.0,13922.0
0705,07,05,100.0,1853.0,2134.0,681.0,1901.0000000000002,6010.0,2584.0,1943.0,1957.9999999999998,9468.0,9673.0
0706,07,06,100.0,1164.0,1747.0,558.0,1185.0,3422.0,1639.0,1315.0,1388.0,6178.0,5829.0
0707,07,07,100.0,1462.0,1973.9999999999998,598.0,1299.0,3492.0,1860.0000000000002,1426.0,1358.0,6795.0,6494.0
0801,08,01,100.0,6987.0,10259.0,3145.0,10206.0,36793.0,11439.0,7286.0,6683.0,44441.0,57300.0
0802,08,02,100.0,2714.0,3610.0,1071.0,2953.0,8609.0,3672.9999999999995,2615.0,2321.0,13252.000000000002,13630.000000000002
0803,08,03,100.0,1982.0,2420.0,777.0,1819.0000000000002,5417.0,2430.0,2220.0,2018.0,9561.0,7781.999999999999
0804,08,04,100.0,1553.0,2232.0,750.0,1566.0,4126.0,2376.0,1657.9999999999998,1573.0,7830.0,6529.000000000001
0901,09,01,100.0,1381.0,1354.0,359.0,1532.0,5430.0,1434.0,709.0,844.0,6374.0,7570.0
0902,09,02,100.0,1917.0000000000002,1589.0,419.00000000000006,2888.0,6261.0,1411.0,757.0,686.0,7462.0,11414.0
0903,09,03,100.0,941.0,1170.0,294.0,869.0,2452.0,958.0,639.0,726.0,3957.0,4155.0
0904,09,04,100.0,497.0,532.0,143.0,415.00000000000006,1300.0,479.0,322.0,507.0,2077.0,2318.0
0905,09,05,100.0,647.0,630.0,202.0,662.0,1897.0,637.0,338.0,662.0,2871.0,3209.0000000000005
1001,10,01,100.0,2983.0,3902.0000000000005,1144.0,3147.0,8725.0,2976.0,2414.0,2573.0,13594.0,14652.000000000002
1002,10,02,100.0,2717.0,2939.0,741.0,2413.0,6747.0,2039.0,1392.0,1388.0,9973.0,13152.000000000002
1003,10,03,100.0,451.0,535.0,148.0,735.0,1515.0,448.00000000000006,371.0,508.0,2261.0,2533.0
1004,10,04,100.0,432.0,557.0,151.0,370.0,1250.0,528.0,375.0,542.0,2096.0,1839.9999999999998
1101,11,01,100.0,2256.0,2674.0,684.0,2005.9999999999998,5435.0,1780.0,1421.0,1146.0,8491.0,11059.0
1102,11,02,100.0,1687.0,1912.0,476.99999999999994,1655.0,4462.0,1231.0,770.0,696.0,6214.0,8642.0
1103,11,03,100.0,2259.0,2395.0,679.0,4453.0,9578.0,2512.0,1735.0000000000002,1369.0,11555.0,16783.0
