id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3389,2023,2053,1366,687,1336,100.0,59.693124815579814,60.57834169371497,40.306875184420186,20.27146650929478,39.42165830628504
01011102,01,01,11,02,194,76,134,118,16,60,100.0,39.175257731958766,69.0721649484536,60.824742268041234,8.24742268041237,30.927835051546392
01011103,01,01,11,03,5121,2969,3324,2152,1172,1797,100.0,57.976957625463776,64.90919742237844,42.023042374536224,22.88615504784222,35.09080257762156
01011104,01,01,11,04,4550,2940,2797,1610,1187,1753,100.0,64.61538461538461,61.472527472527474,35.38461538461539,26.087912087912084,38.527472527472526
01011105,01,01,11,05,1559,1051,764,508,256,795,100.0,67.41500962155229,49.00577293136626,32.58499037844772,16.420782552918535,50.994227068633734
01011201,01,01,12,01,2394,1456,1397,938,459,997,100.0,60.81871345029239,58.35421888053467,39.1812865497076,19.172932330827066,41.64578111946533
01011202,01,01,12,02,628,302,410,326,84,218,100.0,48.089171974522294,65.28662420382165,51.910828025477706,13.375796178343949,34.71337579617834
01011203,01,01,12,03,1126,599,739,527,212,387,100.0,53.197158081705155,65.63055062166963,46.802841918294845,18.82770870337478,34.36944937833037
01011204,01,01,12,04,8370,4283,5545,4087,1458,2825,100.0,51.17084826762246,66.24850657108722,48.82915173237754,17.419354838709676,33.75149342891278
01011301,01,01,13,01,6807,2936,4742,3871,871,2065,100.0,43.13206992801528,69.66358160716909,56.867930071984716,12.79565153518437,30.33641839283091
01011302,01,01,13,02,12301,4929,9091,7372,1719,3210,100.0,40.06991301520202,73.90456060482887,59.93008698479798,13.974473620030892,26.095439395171123
01011303,01,01,13,03,9849,4725,6469,5124,1345,3380,100.0,47.97441364605544,65.68179510610214,52.02558635394456,13.656208752157578,34.31820489389786
01011304,01,01,13,04,8743,3840,6353,4903,1450,2390,100.0,43.92085096648747,72.66384536200388,56.07914903351252,16.584696328491365,27.336154637996113
01011305,01,01,13,05,8985,3877,6420,5108,1312,2565,100.0,43.149693934335005,71.45242070116862,56.850306065665,14.602114635503616,28.547579298831387
01011306,01,01,13,06,10701,4844,7467,5857,1610,3234,100.0,45.266797495561164,69.7785253714606,54.733202504438836,15.045322867021774,30.22147462853939
01011401,01,01,14,01,17788,7816,12342,9972,2370,5446,100.0,43.93973465257477,69.38385428378683,56.06026534742523,13.323588936361592,30.61614571621318
01011402,01,01,14,02,13412,5391,9848,8021,1827,3564,100.0,40.195347450044736,73.42678198628094,59.804652549955264,13.622129436325677,26.573218013719057
01022101,01,02,21,01,3478,1897,2194,1581,613,1284,100.0,54.54284071305347,63.082231167337554,45.45715928694652,17.62507188039103,36.91776883266245
01022102,01,02,21,02,6814,4286,3855,2528,1327,2959,100.0,62.899911945993544,56.57469914881127,37.100088054006456,19.474611094804814,43.42530085118873
01022103,01,02,21,03,269,219,110,50,60,159,100.0,81.41263940520446,40.89219330855018,18.587360594795538,22.304832713754646,59.10780669144982
01022104,01,02,21,04,18606,9395,12514,9211,3303,6092,100.0,50.49446415134903,67.2578738041492,49.50553584865097,17.752337955498227,32.7421261958508
01022105,01,02,21,05,5209,3047,3341,2162,1179,1868,100.0,58.494912651180655,64.13899020925321,41.50508734881935,22.633902860433864,35.861009790746785
01022106,01,02,21,06,11283,3985,9057,7298,1759,2226,100.0,35.31862093414872,80.2712044668971,64.68137906585129,15.58982540104582,19.728795533102897
01022201,01,02,22,01,10846,5448,7547,5398,2149,3299,100.0,50.230499723400335,69.5832565000922,49.76950027659967,19.813756223492533,30.4167434999078
01022202,01,02,22,02,4183,2741,2433,1442,991,1750,100.0,65.5271336361463,58.163997131245516,34.4728663638537,23.691130767391826,41.836002868754484
01022203,01,02,22,03,7017,4203,4642,2814,1828,2375,100.0,59.89739204788371,66.15362690608522,40.10260795211629,26.051018953968935,33.84637309391478
01022204,01,02,22,04,5973,2578,4433,3395,1038,1540,100.0,43.16089067470283,74.21731123388582,56.839109325297166,17.37820190858865,25.78268876611418
01022205,01,02,22,05,3286,2103,2208,1183,1025,1078,100.0,63.998782714546564,67.1941570298235,36.00121728545344,31.192939744370058,32.805842970176506
01022206,01,02,22,06,3061,1304,2351,1757,594,710,100.0,42.60045736687357,76.80496569748449,57.39954263312643,19.40542306435805,23.19503430251552
01022207,01,02,22,07,5669,2680,3770,2989,781,1899,100.0,47.27465161404128,66.5020285764685,52.725348385958725,13.77668019050979,33.49797142353149
01033101,01,03,31,01,26420,16792,15555,9628,5927,10865,100.0,63.557910673732025,58.87585162755489,36.442089326267975,22.4337623012869,41.12414837244512
01033102,01,03,31,02,11654,7156,7273,4498,2775,4381,100.0,61.40380985069505,62.40775699330702,38.59619014930496,23.811566844002062,37.59224300669298
01033201,01,03,32,01,14241,9484,9886,4757,5129,4355,100.0,66.59644687873043,69.41928235376729,33.403553121269574,36.01572923249772,30.580717646232706
01033202,01,03,32,02,10402,6163,7282,4239,3043,3120,100.0,59.24822149586618,70.00576812151509,40.751778504133824,29.253989617381272,29.994231878484907
01033203,01,03,32,03,14529,9373,8719,5156,3563,5810,100.0,64.51235460114255,60.01101245784294,35.48764539885746,24.523367058985475,39.98898754215707
01044101,01,04,41,01,20582,10243,14153,10339,3814,6429,100.0,49.76678651248664,68.76396851617919,50.23321348751336,18.530755028665823,31.236031483820813
01044102,01,04,41,02,16473,7025,12381,9448,2933,4092,100.0,42.645541188611666,75.15935166636314,57.354458811388334,17.804892854974806,24.84064833363686
01044103,01,04,41,03,8721,4716,5468,4005,1463,3253,100.0,54.076367389060884,62.69923173947942,45.923632610939116,16.775599128540307,37.300768260520584
01044201,01,04,42,01,23734,16239,13524,7495,6029,10210,100.0,68.4208308755372,56.98154546220612,31.579169124462798,25.40237633774332,43.01845453779388
01044202,01,04,42,02,16819,9834,10033,6985,3048,6786,100.0,58.46958796599084,59.65277364884951,41.53041203400916,18.12236161484036,40.34722635115048
01044203,01,04,42,03,15731,9382,9617,6349,3268,6114,100.0,59.64020087724874,61.13406649291208,40.359799122751255,20.77426737016083,38.86593350708792
02010101,02,01,01,01,6428,4502,3802,1926,1876,2626,100.0,70.03733665214685,59.14747977598008,29.96266334785314,29.184816428126947,40.85252022401991
02010102,02,01,01,02,13833,9464,9149,4369,4780,4684,100.0,68.41610641220271,66.13894310706281,31.583893587797295,34.55504951926552,33.86105689293718
02010103,02,01,01,03,15234,10768,9792,4466,5326,5442,100.0,70.68399632401207,64.27727451752658,29.316003675987922,34.96127084153866,35.722725482473415
02010104,02,01,01,04,5065,3299,3446,1766,1680,1619,100.0,65.13326752221126,68.035538005923,34.866732477788744,33.16880552813426,31.964461994077
02020201,02,02,02,01,1931,775,1493,1156,337,438,100.0,40.13464526152253,77.31745209735888,59.86535473847747,17.452097358881407,22.68254790264112
