district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,10,1,1,3561,100.0,2282.0,64.1,2019.0,56.7,1279.0,35.9,740.0,20.8,1542.0,43.3
1,10,1,2,2002,100.0,1418.0,70.8,912.0,45.6,584.0,29.2,328.0,16.4,1090.0,54.4
1,10,1,3,5662,100.0,3472.0,61.3,3475.0,61.4,2190.0,38.7,1285.0,22.7,2187.0,38.6
1,10,1,4,5029,100.0,3363.0,66.9,2928.0,58.2,1666.0,33.1,1262.0,25.1,2101.0,41.8
1,10,2,5,3009,100.0,2046.0,68.0,1435.0,47.7,963.0,32.0,472.0,15.7,1574.0,52.3
1,10,2,6,1915,100.0,1072.0,56.0,1170.0,61.1,843.0,44.0,327.0,17.1,745.0,38.9
1,10,2,7,8801,100.0,4924.0,55.9,5500.0,62.5,3877.0,44.1,1623.0,18.4,3301.0,37.5
1,10,3,8,7384,100.0,3591.0,48.6,4837.0,65.5,3793.0,51.4,1044.0,14.1,2547.0,34.5
1,10,3,9,12559,100.0,5427.0,43.2,8979.0,71.5,7132.0,56.8,1847.0,14.7,3580.0,28.5
1,10,3,10,10332,100.0,5465.0,52.9,6362.0,61.6,4867.0,47.1,1495.0,14.5,3970.0,38.4
1,10,3,11,9649,100.0,4986.0,51.7,6353.0,65.8,4663.0,48.3,1690.0,17.5,3296.0,34.2
1,10,3,12,10213,100.0,5087.0,49.8,6799.0,66.6,5126.0,50.2,1673.0,16.4,3414.0,33.4
1,10,3,13,11160,100.0,5494.0,49.2,7378.0,66.1,5666.0,50.8,1712.0,15.3,3782.0,33.9
1,10,4,14,5556,100.0,3232.0,58.2,3112.0,56.0,2324.0,41.8,788.0,14.2,2444.0,44.0
1,10,4,15,13339,100.0,5950.0,44.6,9245.0,69.3,7389.0,55.4,1856.0,13.9,4094.0,30.7
1,10,4,16,13527,100.0,5860.0,43.3,9593.0,70.9,7667.0,56.7,1926.0,14.2,3934.0,29.1
1,20,5,17,4078,100.0,2573.0,63.1,2177.0,53.4,1505.0,36.9,672.0,16.5,1901.0,46.6
1,20,5,18,6970,100.0,4503.0,64.6,3851.0,55.3,2467.0,35.4,1384.0,19.9,3119.0,44.7
1,20,5,19,9533,100.0,5408.0,56.7,5787.0,60.7,4125.0,43.3,1662.0,17.4,3746.0,39.3
1,20,5,20,9548,100.0,4724.0,49.5,6614.0,69.3,4824.0,50.5,1790.0,18.7,2934.0,30.7
1,20,5,21,5307,100.0,3238.0,61.0,3243.0,61.1,2069.0,39.0,1174.0,22.1,2064.0,38.9
1,20,5,22,11621,100.0,4456.0,38.3,8975.0,77.2,7165.0,61.7,1810.0,15.6,2646.0,22.8
1,20,6,23,10969,100.0,5810.0,53.0,7364.0,67.1,5159.0,47.0,2205.0,20.1,3605.0,32.9
1,20,6,24,6504,100.0,4691.0,72.1,3168.0,48.7,1813.0,27.9,1355.0,20.8,3336.0,51.3
1,20,6,25,6970,100.0,4236.0,60.8,4520.0,64.8,2734.0,39.2,1786.0,25.6,2450.0,35.2
1,20,6,26,5949,100.0,2661.0,44.7,4290.0,72.1,3288.0,55.3,1002.0,16.8,1659.0,27.9
1,20,6,27,3424,100.0,2314.0,67.6,2194.0,64.1,1110.0,32.4,1084.0,31.7,1230.0,35.9
1,20,6,28,3275,100.0,1499.0,45.8,2432.0,74.3,1776.0,54.2,656.0,20.0,843.0,25.7
1,20,6,29,5956,100.0,2948.0,49.5,3918.0,65.8,3008.0,50.5,910.0,15.3,2038.0,34.2
1,30,7,30,7967,100.0,5796.0,72.8,4167.0,52.3,2171.0,27.2,1996.0,25.1,3800.0,47.7
1,30,7,31,8826,100.0,5411.0,61.3,5276.0,59.8,3415.0,38.7,1861.0,21.1,3550.0,40.2
1,30,7,32,9949,100.0,6367.0,64.0,5846.0,58.8,3582.0,36.0,2264.0,22.8,4103.0,41.2
1,30,7,33,11658,100.0,7362.0,63.1,7096.0,60.9,4296.0,36.9,2800.0,24.0,4562.0,39.1
1,30,8,34,14379,100.0,9694.0,67.4,9866.0,68.6,4685.0,32.6,5181.0,36.0,4513.0,31.4
1,30,8,35,10872,100.0,6726.0,61.9,7287.0,67.0,4146.0,38.1,3141.0,28.9,3585.0,33.0
1,30,8,36,15051,100.0,10035.0,66.7,8710.0,57.9,5016.0,33.3,3694.0,24.5,6341.0,42.1
1,40,9,37,10885,100.0,5618.0,51.6,7357.0,67.6,5267.0,48.4,2090.0,19.2,3528.0,32.4
1,40,9,38,9695,100.0,5259.0,54.2,6291.0,64.9,4436.0,45.8,1855.0,19.1,3404.0,35.1
1,40,9,39,6003,100.0,3279.0,54.6,3686.0,61.4,2724.0,45.4,962.0,16.0,2317.0,38.6
1,40,9,40,6882,100.0,2772.0,40.3,5624.0,81.7,4110.0,59.7,1514.0,22.0,1258.0,18.3
1,40,9,41,3898,100.0,1887.0,48.4,2815.0,72.2,2011.0,51.6,804.0,20.6,1083.0,27.8
1,40,9,42,8746,100.0,4910.0,56.1,5385.0,61.6,3836.0,43.9,1549.0,17.7,3361.0,38.4
1,40,10,43,7768,100.0,5329.0,68.6,4466.0,57.5,2439.0,31.4,2027.0,26.1,3302.0,42.5
1,40,10,44,10274,100.0,7122.0,69.3,5619.0,54.7,3152.0,30.7,2467.0,24.0,4655.0,45.3
1,40,10,45,5682,100.0,4179.0,73.5,3083.0,54.3,1503.0,26.5,1580.0,27.8,2599.0,45.7
1,40,10,46,8933,100.0,4607.0,51.6,5941.0,66.5,4326.0,48.4,1615.0,18.1,2992.0,33.5
1,40,10,47,8054,100.0,5668.0,70.4,3934.0,48.8,2386.0,29.6,1548.0,19.2,4120.0,51.2
1,40,10,48,9488,100.0,5853.0,61.7,5642.0,59.5,3635.0,38.3,2007.0,21.2,3846.0,40.5
1,40,10,49,6787,100.0,4220.0,62.2,3888.0,57.3,2567.0,37.8,1321.0,19.5,2899.0,42.7
2,10,1,1,6923,100.0,5123.0,74.0,3668.0,53.0,1800.0,26.0,1868.0,27.0,3255.0,47.0
2,10,1,2,8816,100.0,6331.0,71.8,5555.0,63.0,2485.0,28.2,3070.0,34.8,3261.0,37.0
2,10,1,3,5521,100.0,3524.0,63.8,3717.0,67.3,1997.0,36.2,1720.0,31.2,1804.0,32.7
2,10,1,4,5723,100.0,3974.0,69.4,3543.0,61.9,1749.0,30.6,1794.0,31.3,2180.0,38.1
2,10,1,5,9512,100.0,6852.0,72.0,6092.0,64.0,2660.0,28.0,3432.0,36.1,3420.0,36.0
2,10,1,6,4962,100.0,3261.0,65.7,3350.0,67.5,1701.0,34.3,1649.0,33.2,1612.0,32.5
2,20,2,7,2406,100.0,1048.0,43.6,1775.0,73.8,1358.0,56.4,417.0,17.3,631.0,26.2
2,20,2,8,5845,100.0,2688.0,46.0,4149.0,71.0,3157.0,54.0,992.0,17.0,1696.0,29.0
2,20,2,9,10908,100.0,4655.0,42.7,8100.0,74.3,6253.0,57.3,1847.0,16.9,2808.0,25.7
2,20,2,10,12221,100.0,5524.0,45.2,8803.0,72.0,6697.0,54.8,2106.0,17.2,3418.0,28.0
2,20,2,11,14783,100.0,6483.0,43.9,10939.0,74.0,8300.0,56.1,2639.0,17.9,3844.0,26.0
2,20,2,12,8510,100.0,4324.0,50.8,6204.0,72.9,4186.0,49.2,2018.0,23.7,2306.0,27.1
2,20,2,13,10173,100.0,4726.0,46.5,7137.0,70.2,5447.0,53.5,1690.0,16.6,3036.0,29.8
2,30,3,14,7376,100.0,4498.0,61.0,4700.0,63.7,2878.0,39.0,1822.0,24.7,2676.0,36.3
2,30,3,15,8484,100.0,4904.0,57.8,5553.0,65.5,3580.0,42.2,1973.0,23.3,2931.0,34.5
2,30,3,16,4220,100.0,2146.0,50.9,2934.0,69.5,2074.0,49.1,860.0,20.4,1286.0,30.5
2,30,4,17,8171,100.0,4524.0,55.4,5411.0,66.2,3647.0,44.6,1764.0,21.6,2760.0,33.8
2,30,4,18,7755,100.0,3834.0,49.4,5335.0,68.8,3921.0,50.6,1414.0,18.2,2420.0,31.2
2,30,4,19,10610,100.0,5558.0,52.4,7048.0,66.4,5052.0,47.6,1996.0,18.8,3562.0,33.6
2,40,5,20,5856,100.0,2291.0,39.1,4452.0,76.0,3565.0,60.9,887.0,15.1,1404.0,24.0
2,40,5,21,8278,100.0,3238.0,39.1,6178.0,74.6,5040.0,60.9,1138.0,13.7,2100.0,25.4
2,40,5,22,11375,100.0,3773.0,33.2,8985.0,79.0,7602.0,66.8,1383.0,12.2,2390.0,21.0
2,40,6,23,13602,100.0,6853.0,50.4,9070.0,66.7,6749.0,49.6,2321.0,17.1,4532.0,33.3
2,40,6,24,11907,100.0,4681.0,39.3,8452.0,71.0,7226.0,60.7,1226.0,10.3,3455.0,29.0
2,40,6,25,1114,100.0,767.0,68.9,471.0,42.3,347.0,31.1,124.0,11.1,643.0,57.7
2,50,7,26,9345,100.0,3727.0,39.9,6727.0,72.0,5618.0,60.1,1109.0,11.9,2618.0,28.0
2,50,7,27,6642,100.0,2644.0,39.8,4823.0,72.6,3998.0,60.2,825.0,12.4,1819.0,27.4
2,50,7,28,10138,100.0,3660.0,36.1,7554.0,74.5,6478.0,63.9,1076.0,10.6,2584.0,25.5
2,50,7,29,5520,100.0,2062.0,37.4,4175.0,75.6,3458.0,62.6,717.0,13.0,1345.0,24.4
2,50,8,30,4047,100.0,1734.0,42.8,2795.0,69.1,2313.0,57.2,482.0,11.9,1252.0,30.9
2,50,8,31,7970,100.0,3344.0,42.0,5584.0,70.1,4626.0,58.0,958.0,12.0,2386.0,29.9
2,50,8,32,9569,100.0,4396.0,45.9,6411.0,67.0,5173.0,54.1,1238.0,12.9,3158.0,33.0
2,50,8,33,10280,100.0,4175.0,40.6,7150.0,69.6,6105.0,59.4,1045.0,10.2,3130.0,30.4
2,50,8,34,11466,100.0,4292.0,37.4,8524.0,74.3,7174.0,62.6,1350.0,11.8,2942.0,25.7
2,50,8,35,8211,100.0,3590.0,43.7,5584.0,68.0,4621.0,56.3,963.0,11.7,2627.0,32.0
2,50,8,36,4992,100.0,1311.0,26.3,4339.0,86.9,3681.0,73.7,658.0,13.2,653.0,13.1
3,10,1,1,4697,100.0,915.0,19.5,4109.0,87.5,3782.0,80.5,327.0,7.0,588.0,12.5
3,10,1,2,3335,100.0,1068.0,32.0,2498.0,74.9,2267.0,68.0,231.0,6.9,837.0,25.1
3,10,1,3,9671,100.0,2577.0,26.6,7591.0,78.5,7094.0,73.4,497.0,5.1,2080.0,21.5
3,20,2,4,2403,100.0,501.0,20.8,1982.0,82.5,1902.0,79.2,80.0,3.3,421.0,17.5
3,20,2,5,8800,100.0,1693.0,19.2,7817.0,88.8,7107.0,80.8,710.0,8.1,983.0,11.2
3,20,2,6,6735,100.0,1650.0,24.5,5609.0,83.3,5085.0,75.5,524.0,7.8,1126.0,16.7
3,20,2,7,11448,100.0,2271.0,19.8,10113.0,88.3,9177.0,80.2,936.0,8.2,1335.0,11.7
3,20,3,8,5283,100.0,840.0,15.9,4862.0,92.0,4443.0,84.1,419.0,7.9,421.0,8.0
3,20,3,9,5386,100.0,1019.0,18.9,4801.0,89.1,4367.0,81.1,434.0,8.1,585.0,10.9
3,20,3,10,8056,100.0,1430.0,17.8,7400.0,91.9,6626.0,82.2,774.0,9.6,656.0,8.1
3,30,4,11,11765,100.0,2844.0,24.2,9940.0,84.5,8921.0,75.8,1019.0,8.7,1825.0,15.5
3,30,4,12,5247,100.0,654.0,12.5,4923.0,93.8,4593.0,87.5,330.0,6.3,324.0,6.2
3,30,4,13,3140,100.0,320.0,10.2,3000.0,95.5,2820.0,89.8,180.0,5.7,140.0,4.5
3,30,5,14,6964,100.0,808.0,11.6,6512.0,93.5,6156.0,88.4,356.0,5.1,452.0,6.5
3,30,5,15,50,100.0,0.0,0.0,50.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0
3,30,5,16,8446,100.0,2259.0,26.7,6809.0,80.6,6187.0,73.3,622.0,7.4,1637.0,19.4
3,30,5,17,1114,100.0,75.0,6.7,1071.0,96.1,1039.0,93.3,32.0,2.9,43.0,3.9
3,40,6,18,4809,100.0,1097.0,22.8,4400.0,91.5,3712.0,77.2,688.0,14.3,409.0,8.5
