district,forecast_area,district_region,planning_area,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
1,10,1,1,2282,592.0,49.0,69.0,82.0,37.0,68.0,112.0,32.0,16.0,18.0,28.0,70.0,12.0,27,471.0,152.0,177.0,16.0,477.0,120.0,55.0,209.0,9.0,50.0,16.0,55.0,89.0
1,10,1,2,1418,337.0,22.0,14.0,46.0,33.0,21.0,54.0,27.0,22.0,9.0,44.0,42.0,4.0,17,351.0,176.0,115.0,9.0,345.0,73.0,31.0,199.0,3.0,18.0,3.0,59.0,39.0
1,10,1,3,3472,986.0,147.0,45.0,101.0,34.0,57.0,193.0,71.0,135.0,42.0,77.0,160.0,33.0,61,558.0,229.0,184.0,45.0,965.0,326.0,87.0,380.0,60.0,89.0,37.0,107.0,133.0
1,10,1,4,3363,663.0,78.0,23.0,92.0,43.0,46.0,102.0,54.0,27.0,30.0,63.0,106.0,39.0,15,450.0,167.0,170.0,13.0,1328.0,413.0,75.0,630.0,150.0,141.0,21.0,72.0,222.0
1,10,2,5,2046,477.0,34.0,16.0,49.0,16.0,42.0,45.0,116.0,18.0,9.0,40.0,43.0,9.0,13,492.0,251.0,141.0,11.0,406.0,72.0,36.0,242.0,25.0,34.0,41.0,63.0,51.0
1,10,2,6,1072,274.0,34.0,14.0,37.0,21.0,32.0,27.0,28.0,15.0,3.0,34.0,18.0,3.0,12,385.0,207.0,103.0,20.0,156.0,53.0,13.0,45.0,6.0,3.0,15.0,59.0,21.0
1,10,2,7,4924,1254.0,103.0,43.0,145.0,80.0,84.0,181.0,203.0,65.0,27.0,77.0,169.0,46.0,53,1218.0,610.0,308.0,53.0,1088.0,225.0,67.0,560.0,58.0,197.0,176.0,142.0,158.0
1,10,3,8,3591,1258.0,140.0,51.0,145.0,111.0,115.0,168.0,53.0,89.0,27.0,142.0,107.0,15.0,28,610.0,247.0,211.0,30.0,563.0,156.0,62.0,210.0,6.0,31.0,41.0,200.0,59.0
1,10,3,9,5427,1852.0,268.0,66.0,324.0,139.0,174.0,216.0,114.0,59.0,44.0,266.0,176.0,12.0,60,716.0,309.0,226.0,28.0,840.0,213.0,83.0,356.0,21.0,124.0,119.0,400.0,86.0
1,10,3,10,5465,1478.0,158.0,74.0,220.0,80.0,149.0,199.0,118.0,73.0,28.0,163.0,150.0,22.0,49,756.0,296.0,258.0,35.0,1138.0,214.0,75.0,614.0,32.0,228.0,372.0,213.0,136.0
1,10,3,11,4986,881.0,85.0,47.0,131.0,19.0,103.0,126.0,81.0,56.0,12.0,61.0,234.0,42.0,44,595.0,196.0,196.0,34.0,1283.0,336.0,65.0,621.0,38.0,230.0,799.0,165.0,200.0
1,10,3,12,5087,1173.0,106.0,42.0,155.0,63.0,110.0,173.0,101.0,58.0,27.0,110.0,135.0,12.0,51,959.0,441.0,249.0,31.0,1211.0,341.0,61.0,562.0,47.0,182.0,141.0,145.0,201.0
1,10,3,13,5494,1529.0,169.0,58.0,225.0,73.0,152.0,241.0,90.0,90.0,39.0,124.0,195.0,44.0,49,690.0,201.0,303.0,48.0,1276.0,601.0,50.0,382.0,43.0,102.0,179.0,316.0,275.0
1,10,4,14,3232,857.0,80.0,21.0,113.0,93.0,79.0,141.0,34.0,72.0,27.0,76.0,107.0,16.0,30,582.0,215.0,148.0,12.0,753.0,164.0,53.0,358.0,16.0,75.0,42.0,105.0,61.0
1,10,4,15,5950,2140.0,294.0,100.0,345.0,165.0,192.0,231.0,93.0,75.0,34.0,275.0,140.0,10.0,34,874.0,308.0,341.0,29.0,912.0,210.0,62.0,377.0,21.0,130.0,93.0,390.0,84.0
1,10,4,16,5860,2290.0,353.0,118.0,377.0,199.0,232.0,209.0,79.0,73.0,44.0,347.0,138.0,30.0,33,816.0,258.0,329.0,27.0,649.0,160.0,60.0,236.0,30.0,54.0,58.0,475.0,106.0
1,20,5,17,2573,752.0,50.0,25.0,55.0,19.0,30.0,218.0,138.0,85.0,24.0,38.0,157.0,34.0,61,279.0,54.0,90.0,6.0,976.0,218.0,70.0,459.0,137.0,115.0,19.0,29.0,123.0
1,20,5,18,4503,1253.0,113.0,84.0,137.0,36.0,46.0,304.0,204.0,77.0,64.0,65.0,328.0,46.0,116,315.0,74.0,150.0,12.0,1685.0,624.0,56.0,716.0,163.0,142.0,42.0,62.0,248.0
1,20,5,19,5408,1458.0,137.0,66.0,173.0,68.0,65.0,321.0,148.0,109.0,97.0,104.0,452.0,70.0,136,419.0,141.0,188.0,12.0,1848.0,579.0,67.0,934.0,245.0,259.0,58.0,112.0,304.0
1,20,5,20,4724,1250.0,113.0,71.0,174.0,50.0,81.0,296.0,101.0,68.0,84.0,89.0,323.0,62.0,108,435.0,148.0,186.0,16.0,1549.0,759.0,74.0,474.0,140.0,86.0,63.0,81.0,255.0
1,20,5,21,3238,897.0,50.0,30.0,98.0,22.0,40.0,164.0,285.0,76.0,41.0,38.0,190.0,34.0,102,263.0,70.0,106.0,7.0,1315.0,444.0,45.0,646.0,230.0,152.0,9.0,46.0,180.0
1,20,5,22,4456,1363.0,141.0,72.0,149.0,57.0,119.0,250.0,101.0,125.0,58.0,128.0,212.0,50.0,72,535.0,167.0,207.0,28.0,1256.0,411.0,86.0,526.0,133.0,135.0,20.0,93.0,222.0
1,20,6,23,5810,1673.0,180.0,71.0,208.0,84.0,126.0,365.0,140.0,113.0,70.0,110.0,282.0,73.0,72,531.0,160.0,191.0,22.0,2078.0,924.0,91.0,723.0,136.0,196.0,25.0,128.0,315.0
1,20,6,24,4691,934.0,53.0,57.0,170.0,43.0,73.0,154.0,50.0,60.0,30.0,90.0,134.0,9.0,45,643.0,303.0,187.0,34.0,1383.0,599.0,110.0,466.0,87.0,79.0,47.0,96.0,269.0
1,20,6,25,4236,965.0,79.0,70.0,90.0,19.0,37.0,216.0,151.0,48.0,77.0,46.0,314.0,84.0,94,358.0,119.0,134.0,12.0,1823.0,915.0,28.0,708.0,254.0,166.0,23.0,51.0,371.0
1,20,6,26,2661,819.0,81.0,46.0,89.0,38.0,46.0,236.0,40.0,46.0,24.0,74.0,111.0,20.0,34,375.0,140.0,125.0,13.0,670.0,254.0,58.0,240.0,52.0,48.0,18.0,102.0,123.0
1,20,6,27,2314,352.0,17.0,15.0,50.0,18.0,15.0,113.0,54.0,21.0,9.0,6.0,183.0,43.0,71,347.0,110.0,125.0,21.0,1136.0,363.0,43.0,578.0,171.0,168.0,18.0,12.0,186.0
1,20,6,28,1499,540.0,60.0,40.0,36.0,28.0,34.0,168.0,40.0,18.0,3.0,24.0,42.0,10.0,10,182.0,66.0,52.0,22.0,353.0,150.0,27.0,103.0,19.0,10.0,22.0,36.0,89.0
1,20,6,29,2948,935.0,119.0,47.0,86.0,50.0,93.0,173.0,45.0,36.0,31.0,72.0,111.0,13.0,19,385.0,161.0,133.0,0.0,656.0,179.0,60.0,241.0,29.0,61.0,33.0,74.0,99.0
1,30,7,30,5796,1433.0,52.0,93.0,80.0,35.0,67.0,309.0,414.0,174.0,60.0,54.0,399.0,90.0,151,452.0,152.0,170.0,14.0,2767.0,1393.0,28.0,953.0,258.0,178.0,15.0,41.0,393.0
1,30,7,31,5411,1438.0,67.0,102.0,149.0,42.0,63.0,309.0,266.0,179.0,67.0,57.0,381.0,109.0,109,373.0,116.0,137.0,25.0,2366.0,1244.0,34.0,803.0,216.0,226.0,18.0,35.0,311.0
1,30,7,32,6367,1717.0,91.0,269.0,129.0,41.0,73.0,340.0,410.0,102.0,83.0,87.0,517.0,150.0,150,355.0,132.0,97.0,29.0,2864.0,1371.0,43.0,996.0,231.0,251.0,25.0,75.0,358.0
1,30,7,33,7362,1750.0,127.0,122.0,171.0,57.0,78.0,390.0,353.0,163.0,78.0,105.0,567.0,165.0,164,429.0,123.0,178.0,31.0,3436.0,2087.0,43.0,918.0,237.0,207.0,43.0,83.0,539.0
1,30,8,34,9694,1335.0,66.0,74.0,189.0,47.0,108.0,373.0,104.0,81.0,57.0,67.0,423.0,95.0,93,716.0,272.0,196.0,108.0,5559.0,3317.0,50.0,1692.0,667.0,337.0,46.0,95.0,1007.0
1,30,8,35,6726,1320.0,109.0,58.0,138.0,49.0,87.0,423.0,93.0,69.0,98.0,77.0,392.0,42.0,132,633.0,230.0,204.0,67.0,3095.0,1915.0,49.0,764.0,177.0,150.0,28.0,103.0,626.0
1,30,8,36,10035,2303.0,142.0,94.0,252.0,74.0,102.0,565.0,386.0,196.0,128.0,98.0,745.0,214.0,192,738.0,291.0,282.0,42.0,4570.0,2261.0,59.0,1734.0,482.0,437.0,71.0,172.0,646.0
1,40,9,37,5618,1648.0,93.0,88.0,132.0,31.0,70.0,504.0,308.0,133.0,82.0,65.0,372.0,66.0,113,367.0,114.0,138.0,18.0,2175.0,1097.0,47.0,659.0,93.0,186.0,51.0,51.0,389.0
1,40,9,38,5259,1596.0,134.0,116.0,181.0,50.0,82.0,311.0,293.0,69.0,113.0,113.0,455.0,133.0,123,355.0,129.0,141.0,19.0,1849.0,934.0,54.0,592.0,155.0,109.0,57.0,88.0,308.0
1,40,9,39,3279,954.0,68.0,38.0,79.0,24.0,40.0,272.0,187.0,44.0,41.0,47.0,241.0,35.0,59,261.0,94.0,78.0,3.0,1197.0,481.0,37.0,412.0,76.0,97.0,21.0,43.0,163.0
1,40,9,40,2772,655.0,32.0,19.0,51.0,16.0,15.0,331.0,62.0,37.0,35.0,18.0,253.0,78.0,41,127.0,54.0,35.0,9.0,1193.0,681.0,25.0,357.0,52.0,69.0,9.0,17.0,379.0
1,40,9,41,1887,443.0,43.0,25.0,48.0,7.0,16.0,141.0,90.0,21.0,10.0,25.0,126.0,14.0,36,122.0,34.0,51.0,0.0,781.0,446.0,15.0,239.0,61.0,88.0,12.0,6.0,182.0
1,40,9,42,4910,1491.0,129.0,92.0,171.0,57.0,61.0,258.0,324.0,106.0,59.0,77.0,231.0,46.0,41,424.0,127.0,166.0,28.0,1765.0,734.0,53.0,706.0,120.0,215.0,43.0,75.0,226.0
