district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3126,129.0,106.0,27.0,465.0,864.0,393.0,406.0,736.0,1504.0,1164.0
1,1,11,2,199,6.0,9.0,0.0,21.0,57.0,40.0,36.0,30.0,85.0,57.0
1,1,11,3,5157,251.0,341.0,99.0,681.0,1468.0,746.0,740.0,831.0,2355.0,1791.0
1,1,11,4,4442,279.0,365.0,121.0,847.0,1545.0,654.0,339.0,292.0,2039.0,1601.0
1,1,11,5,1118,75.0,76.0,24.0,90.0,324.0,227.0,153.0,149.0,508.0,450.0
1,1,12,1,2062,73.0,137.0,41.0,246.0,539.0,353.0,318.0,355.0,986.0,646.0
1,1,12,2,499,19.0,33.0,9.0,42.0,165.0,92.0,75.0,64.0,239.0,149.0
1,1,12,3,946,51.0,38.0,12.0,99.0,279.0,192.0,126.0,149.0,471.0,349.0
1,1,12,4,6627,261.0,321.0,97.0,616.0,1927.0,1010.0,868.0,1527.0,3304.0,1708.0
1,1,13,1,5877,405.0,291.0,53.0,573.0,2583.0,915.0,551.0,506.0,2848.0,1519.0
1,1,13,2,12316,704.0,1007.0,229.0,1264.0,4975.0,2247.0,998.0,892.0,5952.0,3044.0
1,1,13,3,8602,397.0,324.0,87.0,1017.0,3138.0,1224.0,849.0,1566.0,4091.0,2263.0
1,1,13,4,8454,377.0,444.0,142.0,859.0,1915.0,969.0,931.0,2817.0,4499.0,1643.0
1,1,13,5,7217,320.0,315.0,90.0,651.0,2137.0,1000.0,763.0,1941.0,3575.0,1406.0
1,1,13,6,8797,481.0,411.0,137.0,950.0,2960.0,1359.0,998.0,1501.0,4360.0,1974.0
1,1,14,1,15467,1118.0,1143.0,232.0,1535.0,7036.0,2439.0,1056.0,908.0,7622.0,4046.0
1,1,14,2,12893,1076.0,884.0,140.0,1075.0,6371.0,1921.0,688.0,738.0,6435.0,2940.0
1,2,21,1,3434,199.0,161.0,79.0,696.0,1226.0,473.0,316.0,284.0,1512.0,1199.0
1,2,21,2,6284,306.0,407.0,137.0,1173.0,2198.0,895.0,609.0,559.0,2826.0,2449.0
1,2,21,3,263,22.0,40.0,6.0,22.0,88.0,43.0,23.0,19.0,117.0,133.0
1,2,21,4,17903,957.0,1078.0,317.0,2849.0,6124.0,2582.0,1979.0,2017.0,8575.0,5202.0
1,2,21,5,5147,302.0,353.0,159.0,894.0,1754.0,655.0,507.0,523.0,2452.0,1708.0
1,2,21,6,11560,622.0,731.0,267.0,1285.0,3400.0,1914.0,1509.0,1832.0,5826.0,2237.0
1,2,22,1,10538,622.0,622.0,226.0,1906.0,3886.0,1458.0,908.0,910.0,4952.0,2912.0
1,2,22,2,1467,95.0,169.0,61.0,220.0,428.0,200.0,117.0,177.0,744.0,465.0
1,2,22,3,6866,452.0,598.0,182.0,1011.0,2104.0,872.0,683.0,964.0,3379.0,2187.0
1,2,22,4,5898,286.0,350.0,102.0,702.0,1804.0,963.0,690.0,1001.0,2906.0,1391.0
1,2,22,5,3219,220.0,315.0,117.0,392.0,833.0,421.0,380.0,541.0,1584.0,930.0
1,2,22,6,3044,176.0,215.0,43.0,330.0,968.0,516.0,374.0,422.0,1426.0,610.0
1,2,22,7,5581,219.0,252.0,81.0,965.0,1379.0,784.0,650.0,1251.0,2728.0,1615.0
1,3,31,1,26241,1981.0,2336.0,803.0,4512.0,8410.0,3348.0,2173.0,2678.0,12395.0,10010.0
1,3,31,2,11602,856.0,979.0,339.0,1830.0,3932.0,1522.0,920.0,1224.0,5578.0,4271.0
1,3,32,1,12955,1042.0,1508.0,452.0,1722.0,3740.0,1665.0,1209.0,1617.0,6464.0,3839.0
1,3,32,2,9720,648.0,851.0,246.0,1170.0,2692.0,1330.0,990.0,1793.0,4921.0,2506.0
1,3,32,3,13974,991.0,1259.0,420.0,2299.0,4564.0,1811.0,1123.0,1507.0,6473.0,5217.0
1,4,41,1,20069,1051.0,1294.0,388.0,3085.0,5907.0,3117.0,2186.0,3041.0,9708.0,5555.0
1,4,41,2,15825,791.0,866.0,286.0,1915.0,4088.0,2236.0,1871.0,3772.0,8212.0,3365.0
1,4,41,3,8094,429.0,457.0,144.0,1349.0,2924.0,1201.0,823.0,767.0,3792.0,2554.0
1,4,42,1,23308,1575.0,2155.0,735.0,4241.0,7428.0,3025.0,1810.0,2339.0,11010.0,9819.0
1,4,42,2,16628,936.0,1002.0,382.0,3333.0,6398.0,2084.0,1370.0,1123.0,7633.0,6437.0
1,4,42,3,15944,887.0,1127.0,367.0,2579.0,5171.0,2056.0,1524.0,2233.0,7468.0,5877.0
2,1,1,1,6140,356.0,506.0,192.0,1158.0,2046.0,785.0,554.0,543.0,2806.0,2439.0
2,1,1,2,13237,967.0,1405.0,446.0,1788.0,3837.0,1844.0,1231.0,1719.0,6631.0,4069.0
2,1,1,3,15588,1137.0,1611.0,540.0,2043.0,4529.0,2188.0,1465.0,2075.0,7676.0,5335.0
2,1,1,4,5103,313.0,563.0,187.0,680.0,1477.0,809.0,518.0,556.0,2563.0,1632.0
2,2,2,1,296,33.0,21.0,3.0,27.0,121.0,42.0,26.0,23.0,129.0,78.0
2,2,2,2,5844,367.0,419.0,168.0,745.0,1979.0,951.0,671.0,544.0,2827.0,1517.0
2,2,2,3,10728,684.0,697.0,173.0,1206.0,3939.0,1751.0,1176.0,1102.0,5296.0,2341.0
2,2,2,4,12167,689.0,771.0,267.0,1378.0,4573.0,2056.0,1319.0,1114.0,5906.0,3061.0
2,2,2,5,14832,803.0,1013.0,339.0,1516.0,5274.0,2719.0,1747.0,1421.0,7337.0,3452.0
2,2,2,6,19032,1299.0,1355.0,467.0,1941.0,7487.0,2945.0,1909.0,1629.0,9435.0,5082.0
