id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,363236,22060,25877,7974,51621,121949,51147,34785,47823,175305,113210,100.0,6.073186578422844,7.124018544417404,2.1952669889548395,14.211421775374689,33.57293880562499,14.080928101840126,9.576418636919248,13.16582056844586,48.26201147463357,31.167064938497287
02,02,278393,17477,18768,5707,33051,113068,38854,23801,27667,135836,68366,100.0,6.277815893359387,6.741548817678606,2.049979704949478,11.872065748779603,40.61452694572062,13.956529079394956,8.549424734098917,9.938109076018433,48.79289349947736,24.557370336179428
03,03,389976,26724,30851,7838,33101,130480,64917,37016,59049,198654,41620,100.0,6.8527293987322295,7.910999651260591,2.009867273883521,8.487958233327179,33.45846923913267,16.646409009785216,9.491866166123044,15.141701027755555,50.940057849713824,10.672451638049521
04,04,330468,15304,20697,6849,32550,81546,52857,44625,76040,170889,75870,100.0,4.631008146023215,6.262936199571517,2.07251534187879,9.849667743926794,24.675914158103055,15.99458949126693,13.50357674570609,23.009792173523607,51.71120955735502,22.95834997639711
05,05,234630,13556,19032,6714,24749,52027,36418,29779,52355,120403,37207,100.0,5.777607296594638,8.111494693773174,2.8615266589950132,10.548097003793206,22.17406128798534,15.521459318927674,12.6918978817713,22.313855858159656,51.31611473383625,15.85773345267016
06,06,299765,14762,23436,8052,27076,61269,49031,39193,76946,158843,38180,100.0,4.924524210631661,7.818124197287875,2.686104114889997,9.032408720164128,20.439010558270645,16.356479242072957,13.074575083815656,25.668773872867078,52.98917485363535,12.736643704234984
07,07,341161,18109,24372,8232,34934,85195,55429,44156,70734,174574,61489,100.0,5.3080510374867,7.143841177625814,2.4129370004191566,10.239740181322016,24.972080630552732,16.24716775950358,12.942862753949017,20.733319459140994,51.17056169960811,18.023455201503104
08,08,328062,19757,24199,8362,37886,98305,46610,35700,57243,164823,79375,100.0,6.0223372411312495,7.376349592455085,2.548908438039151,11.548426821759302,29.965372399119676,14.20768025556145,10.882089361157341,17.448835890776742,50.24141778078533,24.195121653833727
09,09,253333,14259,17580,5225,21611,64240,41105,30426,58887,129629,16022,100.0,5.628560037578997,6.939482815108968,2.0625027138193603,8.530669119301473,25.357928102536974,16.225679244314794,12.01027896089337,23.244899006446058,51.169409433433465,6.3244820058973765
10,10,259373,16103,20385,5781,23539,62175,40635,43102,47653,131392,18410,100.0,6.208433414426328,7.85933771055584,2.2288364633173074,9.075347087013682,23.971269176051475,15.66662682700204,16.61776669121304,18.372382630420283,50.65754723891847,7.097886055988865
11,11,275142,16870,18953,5184,28630,78480,37955,34282,54788,139045,33683,100.0,6.13137943316542,6.888443058493432,1.8841180190592495,10.405536050475755,28.523453344091415,13.794695102892323,12.459748057366742,19.912626934455663,50.53572337193158,12.242042290889794
12,12,256617,14277,20757,7353,25233,53797,40535,33018,61647,131444,37643,100.0,5.5635441143805755,8.088708074679387,2.8653596605057343,9.832941699108009,20.963926785832584,15.795913754739555,12.866645623633662,24.022960287120494,51.221859814431625,14.668942431717305
