id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14451,784,962,302,2134,4428,2075,1683,2083,6603,5469,100.0,5.425230087883191,6.656978755795446,2.0898207736488823,14.767144142273892,30.641478098401493,14.358867898415333,11.646252854473738,14.414227389108019,45.692339630475395,37.84513182478721
010112,01,01,12,10302,443,539,166,1033,2961,1649,1378,2133,5094,3012,100.0,4.300135895942535,5.231993787614055,1.6113376043486702,10.027179188507086,28.741991846243447,16.006600660066006,13.376043486701612,20.704717530576584,49.44670937682004,29.237041351193945
010113,01,01,13,51961,2787,2852,772,5304,18126,7793,5133,9194,25643,12453,100.0,5.363638113200285,5.488731933565559,1.4857296818767922,10.207655741806356,34.88385519909163,14.997786801639693,9.878562768230019,17.69403976058967,49.35047439425723,23.966051461673178
010114,01,01,14,28765,2177,2104,410,2628,13505,4512,1756,1673,14254,7301,100.0,7.568225273770207,7.314444637580393,1.4253432991482704,9.136102902833304,46.94941769511559,15.685729184773162,6.10464105683991,5.816095949939163,49.553276551364505,25.381540066052494
010221,01,02,21,44897,2428,2805,939,6973,14975,6531,4970,5276,21440,13298,100.0,5.407933714947546,6.247633472169633,2.091453771966947,15.531104528142192,33.354121656235385,14.546628950709401,11.06978194534156,11.751341960487338,47.75374746642315,29.618905494799208
010222,01,02,22,36961,2118,2573,818,5584,11530,5214,3821,5303,17904,10489,100.0,5.730364438191607,6.961391737236547,2.2131435837774953,15.107816346960309,31.19504342414978,14.106761180703986,10.337923757474094,14.347555531506181,48.44024782879251,28.378561186115093
010331,01,03,31,38254,2846,3365,1145,6383,12637,4882,3092,3904,18176,14740,100.0,7.439744863282272,8.796465729074084,2.9931510430281802,16.685836775239192,33.034453913316256,12.762064097872116,8.082814869033305,10.205468709154598,47.513985465572226,38.53191823077326
010332,01,03,32,36933,2725,3667,1103,5167,11223,4796,3320,4932,17989,11870,100.0,7.378225435247611,9.92878997102862,2.986489047735088,13.990198467495194,30.387458370562907,12.985676766035795,8.989250805512686,13.353911136382097,48.70711829529147,32.13927923537216
010441,01,04,41,44371,2334,2674,846,6317,13164,6533,4894,7609,21902,11895,100.0,5.260192468053458,6.0264587230398226,1.9066507403484256,14.236776272790785,29.66802641364855,14.723580717135064,11.029726623244912,17.148588041738975,49.36106916679813,26.808050303125913
010442,01,04,42,56341,3418,4336,1473,10098,19400,7162,4738,5716,26300,22683,100.0,6.0666299852682775,7.695994036314584,2.6144370884435846,17.92300456150938,34.43318364956249,12.711879448359099,8.409506398537477,10.145364832005113,46.68003762801512,40.26020127438278
