id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,56134.0,4444.0,3176.0,5199.0,2164.0,3197.0,2784.0,13431.0,7303.0,3249.0,2007.9999999999998,11979.0,2777.0,4302.0,13437.0,5559.0,2518.0,1019.0,67204.0,36395.0,1303.0,20670.0,6169.0,3277.0000000000005,2337.0,3284.0000000000005,10745.0
02,02,100.0,35810.0,4164.0,1564.0,5050.0,1954.0,3243.0,2933.0,5015.0,2085.0,1354.0,1050.0,4657.0,1167.0,1413.0,5758.0,2221.0,1010.0,552.0,40657.0,27704.000000000004,721.0,9109.0,2809.0,1415.0,2424.0,3424.0,7711.0
03,03,100.0,30414.0,3203.0,1063.0,3621.0,1878.0,2285.0,2459.0,5840.0,1448.0,1208.0,521.0,3045.0,608.0,963.0000000000001,8038.0,3501.0,1226.0,1042.0,9600.0,2054.0,412.0,3843.0,344.0,1296.0,2005.9999999999998,2976.0,1289.0
04,04,100.0,44588.0,3570.0000000000005,2440.0,4662.0,2261.0,2156.0,2710.0,12189.0,2257.0,2212.0,2195.0,8666.0,1537.0,3225.0,16040.0,5770.0,3963.0000000000005,783.0,31338.0,11618.0,3404.9999999999995,11527.0,1805.0,2376.0,1470.0,3967.0,7334.999999999999
05,05,100.0,22637.0,438.0,699.0,1228.0,537.0,384.0,969.9999999999999,11354.0,1695.0,1593.0,1389.0,6492.0,1316.0,2308.0,10917.0,4634.0,1261.0,2851.0,28650.0,12586.0,1400.0,8231.0,1577.0,2187.0,751.0,539.0,5105.0
06,06,100.0,26447.000000000004,1530.0,1714.9999999999998,2099.0,1442.0,1067.0,1554.0,9208.0,1005.0000000000001,1137.0,1507.0,5259.0,1089.0,1620.0,7238.0,2883.0,1434.0,658.0,16968.0,6734.0,1929.0,5107.0,852.9999999999999,1289.0,549.0,4235.0,4146.0
07,07,100.0,37214.0,2297.0,2341.0,3488.0000000000005,1499.0,1423.0,1707.9999999999998,13047.0,2140.0,1779.0,2621.0,9290.0,1567.0,3315.0,10538.0,4239.0,2016.0,1392.0,39136.0,21571.0,1202.0,11698.0,3021.0,2747.0,771.0,2399.0,9776.0
08,08,100.0,42169.0,2644.0,1932.0,3982.0,1395.0,1892.0000000000002,2032.9999999999998,13994.999999999998,3710.0,3390.9999999999995,1872.0,12755.0,2107.0,5346.0,5524.0,2022.0,894.0,875.0,59870.00000000001,36395.0,719.0,18704.0,7619.0,2023.9999999999998,971.0000000000001,1934.0,12456.0
09,09,100.0,10369.0,470.0,390.0,668.0,476.99999999999994,413.99999999999994,409.0,3654.0,1008.0,760.0,244.0,2265.0,564.0,905.0000000000001,4483.0,1788.0,672.0,819.0,6512.0,1987.0,140.0,2264.0,266.0,851.0,1097.0,463.99999999999994,908.0
10,10,100.0,9171.0,141.0,319.0,308.0,143.0,162.0,137.0,3735.0,853.9999999999999,1258.0,110.00000000000001,1767.0000000000002,280.0,649.0,17410.0,7639.0,1438.0,5542.0,10886.0,923.0,113.99999999999999,2229.0,141.0,859.0,4002.0000000000005,144.0,757.0
11,11,100.0,14130.000000000002,433.0,306.0,768.0,353.0,486.00000000000006,316.0,4816.0,1922.0,1418.0,350.0,4404.0,1076.0,1439.0,15437.0,6616.0,1558.0,3953.0,14211.000000000002,1299.0,336.0,4978.0,179.0,2106.0,7293.000000000001,336.0,1147.0
12,12,100.0,23433.0,1191.0,1070.0,1814.0,661.0,486.00000000000006,575.0,10605.0,2115.0,1240.0,1236.0,6712.0,1530.0,2400.0,6853.0,3040.0,850.0,1212.0,27635.000000000004,15238.999999999998,776.0,6829.000000000001,1703.0,1188.0,896.0000000000001,600.0,5558.0
