id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,01,01,11,01,100.0,532.0,41.0,63.0,49.0,25.0,71.0,22.0,88.0,28.000000000000004,24.0,16.0,61.0,18.0,15.0,298.0,136.0,45.0,22.0,390.0,77.0,37.0,217.0,15.0,40.0,12.0,27.0,108.0
01011102,01,01,11,02,100.0,42.0,0.0,6.0,6.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,0.0,9.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0
01011103,01,01,11,03,100.0,975.0,150.0,28.000000000000004,89.0,18.0,42.0,50.0,202.99999999999997,84.0,125.0,33.0,192.0,28.000000000000004,81.0,405.0,154.0,93.0,26.0,1122.0,282.0,60.0,537.0,53.0,231.0,33.0,43.0,176.0
01011104,01,01,11,04,100.0,752.0,114.99999999999999,46.0,70.0,28.000000000000004,49.0,31.0,150.0,74.0,33.0,12.0,86.0,40.0,16.0,262.0,100.0,63.0,10.0,1274.0,455.99999999999994,68.0,574.0,211.0,43.0,22.0,52.0,172.0
01011105,01,01,11,05,100.0,164.0,9.0,6.0,21.0,12.0,18.0,7.000000000000001,33.0,8.0,7.000000000000001,0.0,6.0,0.0,3.0,163.0,91.0,23.0,6.0,195.0,18.0,3.0,124.0,6.0,12.0,0.0,21.0,6.0
01011201,01,01,12,01,100.0,293.0,28.000000000000004,9.0,35.0,6.0,18.0,15.0,16.0,94.0,18.0,3.0,9.0,3.0,3.0,269.0,112.99999999999999,74.0,6.0,214.0,35.0,9.0,149.0,21.0,15.0,28.000000000000004,22.0,51.0
01011202,01,01,12,02,100.0,101.0,21.0,7.000000000000001,9.0,11.0,4.0,12.0,6.0,0.0,6.0,0.0,15.0,0.0,9.0,26.0,14.000000000000002,3.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
01011203,01,01,12,03,100.0,178.0,18.0,13.0,21.0,9.0,12.0,21.0,18.0,9.0,10.0,0.0,3.0,0.0,3.0,206.0,142.0,9.0,0.0,28.999999999999996,17.0,0.0,9.0,0.0,0.0,9.0,22.0,3.0
01011204,01,01,12,04,100.0,1009.0,57.99999999999999,46.0,82.0,60.0,62.0,55.00000000000001,154.0,225.0,36.0,24.0,91.0,13.0,33.0,558.0,268.0,94.0,24.0,591.0,87.0,12.0,352.0,24.0,138.0,94.0,59.0,80.0
01011301,01,01,13,01,100.0,1022.0000000000001,110.00000000000001,39.0,90.0,92.0,84.0,68.0,141.0,39.0,60.0,24.0,74.0,16.0,27.0,313.0,163.0,48.0,25.0,302.0,61.0,40.0,124.0,0.0,27.0,31.0,124.0,43.0
01011302,01,01,13,02,100.0,2169.0,333.0,48.0,283.0,183.0,164.0,273.0,208.0,83.0,56.99999999999999,38.0,151.0,15.0,42.0,412.0,163.0,71.0,21.0,538.0,187.0,30.0,192.0,24.0,45.0,48.0,372.0,69.0
01011303,01,01,13,03,100.0,1284.0,170.0,56.00000000000001,146.0,89.0,130.0,108.0,172.0,74.0,49.0,15.0,99.0,19.0,25.0,405.99999999999994,174.0,81.0,26.0,616.0,95.0,46.0,323.0,40.0,90.0,231.0,157.0,112.00000000000001
01011304,01,01,13,04,100.0,648.0,59.0,36.0,84.0,19.0,83.0,32.0,105.0,57.99999999999999,21.0,7.000000000000001,189.0,23.0,30.0,299.0,107.0,67.0,27.0,585.0,210.0,16.0,225.0,0.0,37.0,531.0,43.0,112.00000000000001
01011305,01,01,13,05,100.0,664.0,71.0,15.0,70.0,28.000000000000004,60.0,52.0,88.0,80.0,22.0,19.0,62.0,3.0,18.0,401.99999999999994,213.0,54.0,24.0,480.0,150.0,9.0,202.99999999999997,24.0,34.0,85.0,87.0,90.0
01011306,01,01,13,06,100.0,1056.0,76.0,39.0,112.99999999999999,43.0,88.0,74.0,183.0,74.0,43.0,46.0,206.99999999999997,51.0,51.0,312.0,86.0,67.0,33.0,851.0,508.0,24.0,220.00000000000003,16.0,75.0,121.0,148.0,188.0
01011401,01,01,14,01,100.0,2866.0,388.0,114.99999999999999,353.0,202.99999999999997,224.00000000000003,283.0,277.0,89.0,111.00000000000001,33.0,218.00000000000003,46.0,57.99999999999999,543.0,250.0,100.0,19.0,785.0,160.0,48.0,337.0,14.000000000000002,130.0,57.99999999999999,339.0,104.0
