id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0101,01,01,105479,6191,6457,1650,11099,39020,16029,9950,15083,51594,28235,100.0,5.869414765024318,6.121597663989989,1.564292418396079,10.52247366774429,36.99314555503939,15.196389802709545,9.43315731093393,14.29952881616246,48.91400183922866,26.76836147479593
0102,01,02,81858,4546,5378,1757,12557,26505,11745,8791,10579,39344,23787,100.0,5.553519509394317,6.5699137530846095,2.146399863177698,15.339978988003617,32.37924210217694,14.348017298248186,10.739329082068949,12.923599403845683,48.063720100662124,29.058858022429085
0103,01,03,75187,5571,7032,2248,11550,23860,9678,6412,8836,36165,26610,100.0,7.409525582880019,9.352680649580378,2.9898785694335457,15.36169816590634,31.734209371300892,12.871906047588014,8.528070012103155,11.752031601207657,48.10007049090933,35.39175655365954
0104,01,04,100712,5752,7010,2319,16415,32564,13695,9632,13325,48202,34578,100.0,5.711335292715863,6.960441655413456,2.302605449201684,16.298951465565175,32.333783461752326,13.598180951624434,9.563904996425451,13.230796727301614,47.861228056239575,34.33354515847168
0201,02,01,40128,2704,4072,1398,5688,11911,5695,3797,4863,19726,13683,100.0,6.738437001594896,10.147527910685806,3.4838516746411483,14.174641148325358,29.682515948963317,14.192085326953748,9.462220893141945,12.11872009569378,49.15769537480064,34.098385167464116
0202,02,02,63540,3996,4306,1451,6903,23580,10389,6960,5955,31231,16121,100.0,6.288951841359773,6.776833490714511,2.2836008813345923,10.864022662889518,37.110481586402265,16.350330500472143,10.953729933899906,9.372049102927289,49.1517154548316,25.371419578218447
0203,02,03,48696,2797,3458,1192,5412,19299,7624,4628,4286,23454,16083,100.0,5.743798258583867,7.101199277148021,2.447839658288155,11.113849186791523,39.631591917200595,15.656316740594711,9.50386068670938,8.801544274683753,48.16412025628388,33.027353376047316
0204,02,04,47439,2710,2616,712,5322,17410,5909,4154,8606,23883,8098,100.0,5.7125993380973465,5.51445013596408,1.500874807647716,11.218617593119586,36.699761799363394,12.455996121334767,8.756508358101984,18.14119184637113,50.34465313349775,17.07034296675731
0205,02,05,78590,5270,4316,954,9726,40868,9237,4262,3957,37542,14381,100.0,6.705687746532638,5.491792848962972,1.2138948975696653,12.375620307927218,52.00152691182084,11.753403740933962,5.423081817025067,5.034991729227637,47.76943631505281,18.298765746278153
0301,03,01,15602,1059,1211,332,1485,3869,2103,1886,3657,8017,1432,100.0,6.787591334444302,7.761825406999103,2.127932316369696,9.518010511472887,24.79810280733239,13.479041148570698,12.088193821304962,23.439302653505962,51.38443789257787,9.17831047301628
0302,03,02,44625,3023,4075,1259,3108,11194,8630,5651,7685,22815,2275,100.0,6.7742296918767515,9.131652661064425,2.8212885154061627,6.964705882352941,25.084593837535014,19.338935574229694,12.663305322128851,17.221288515406165,51.12605042016807,5.098039215686274
