district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3445,100.0,2075.0,60.2,2040.0,59.2,1370.0,39.8,670.0,19.4,1405.0,40.8
1,1,11,2,188,100.0,71.0,37.8,135.0,71.8,117.0,62.2,18.0,9.6,53.0,28.2
1,1,11,3,5159,100.0,2979.0,57.7,3349.0,64.9,2180.0,42.3,1169.0,22.7,1810.0,35.1
1,1,11,4,4626,100.0,3005.0,65.0,2816.0,60.9,1621.0,35.0,1195.0,25.8,1810.0,39.1
1,1,11,5,1567,100.0,1047.0,66.8,778.0,49.6,520.0,33.2,258.0,16.5,789.0,50.4
1,1,12,1,2456,100.0,1494.0,60.8,1420.0,57.8,962.0,39.2,458.0,18.6,1036.0,42.2
1,1,12,2,654,100.0,315.0,48.2,422.0,64.5,339.0,51.8,83.0,12.7,232.0,35.5
1,1,12,3,1171,100.0,637.0,54.4,738.0,63.0,534.0,45.6,204.0,17.4,433.0,37.0
1,1,12,4,8461,100.0,4341.0,51.3,5537.0,65.4,4120.0,48.7,1417.0,16.7,2924.0,34.6
1,1,13,1,6910,100.0,3009.0,43.5,4778.0,69.1,3901.0,56.5,877.0,12.7,2132.0,30.9
1,1,13,2,12540,100.0,5095.0,40.6,9140.0,72.9,7445.0,59.4,1695.0,13.5,3400.0,27.1
1,1,13,3,10011,100.0,4811.0,48.1,6529.0,65.2,5200.0,51.9,1329.0,13.3,3482.0,34.8
1,1,13,4,8813,100.0,3832.0,43.5,6386.0,72.5,4981.0,56.5,1405.0,15.9,2427.0,27.5
1,1,13,5,8778,100.0,3700.0,42.2,6308.0,71.9,5078.0,57.8,1230.0,14.0,2470.0,28.1
1,1,13,6,10831,100.0,4939.0,45.6,7480.0,69.1,5892.0,54.4,1588.0,14.7,3351.0,30.9
1,1,14,1,18200,100.0,8085.0,44.4,12424.0,68.3,10115.0,55.6,2309.0,12.7,5776.0,31.7
1,1,14,2,13640,100.0,5578.0,40.9,9882.0,72.4,8062.0,59.1,1820.0,13.3,3758.0,27.6
1,2,21,1,3524,100.0,1913.0,54.3,2221.0,63.0,1611.0,45.7,610.0,17.3,1303.0,37.0
1,2,21,2,6809,100.0,4258.0,62.5,3866.0,56.8,2551.0,37.5,1315.0,19.3,2943.0,43.2
1,2,21,3,295,100.0,248.0,84.1,106.0,35.9,47.0,15.9,59.0,20.0,189.0,64.1
1,2,21,4,18823,100.0,9559.0,50.8,12577.0,66.8,9264.0,49.2,3313.0,17.6,6246.0,33.2
1,2,21,5,5365,100.0,3154.0,58.8,3382.0,63.0,2211.0,41.2,1171.0,21.8,1983.0,37.0
1,2,21,6,11459,100.0,4120.0,36.0,9077.0,79.2,7339.0,64.0,1738.0,15.2,2382.0,20.8
1,2,22,1,11048,100.0,5627.0,50.9,7568.0,68.5,5421.0,49.1,2147.0,19.4,3480.0,31.5
1,2,22,2,3580,100.0,2277.0,63.6,2190.0,61.2,1303.0,36.4,887.0,24.8,1390.0,38.8
1,2,22,3,7150,100.0,4304.0,60.2,4690.0,65.6,2846.0,39.8,1844.0,25.8,2460.0,34.4
1,2,22,4,6081,100.0,2661.0,43.8,4443.0,73.1,3420.0,56.2,1023.0,16.8,1638.0,26.9
1,2,22,5,3316,100.0,2109.0,63.6,2226.0,67.1,1207.0,36.4,1019.0,30.7,1090.0,32.9
1,2,22,6,3045,100.0,1304.0,42.8,2334.0,76.7,1741.0,57.2,593.0,19.5,711.0,23.3
1,2,22,7,5822,100.0,2797.0,48.0,3790.0,65.1,3025.0,52.0,765.0,13.1,2032.0,34.9
