id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16254,10535,9334,5719,3615,6920,100.0,64.81481481481481,57.42586440260858,35.18518518518518,22.240679217423402,42.57413559739141
011002,01,10,02,13725,8042,8105,5683,2422,5620,100.0,58.59380692167577,59.052823315118395,41.40619307832423,17.646630236794174,40.947176684881605
011003,01,10,03,61297,30050,40708,31247,9461,20589,100.0,49.02360637551593,66.41108047702171,50.976393624484075,15.434686852537643,33.58891952297828
011004,01,10,04,32422,15042,21950,17380,4570,10472,100.0,46.394423539571896,67.70094380359015,53.605576460428104,14.09536734316205,32.29905619640985
012005,01,20,05,47057,24902,30647,22155,8492,16410,100.0,52.91880060352339,65.12739868669911,47.08119939647661,18.046199290222496,34.87260131330089
012006,01,20,06,43047,24159,27886,18888,8998,15161,100.0,56.122377866053384,64.78035635468208,43.877622133946616,20.902734220735475,35.21964364531791
013007,01,30,07,38400,24936,22385,13464,8921,16015,100.0,64.9375,58.29427083333333,35.0625,23.231770833333336,41.705729166666664
013008,01,30,08,40302,26455,25863,13847,12016,14439,100.0,65.64190362761153,64.17299389608456,34.35809637238847,29.814897523696093,35.82700610391544
014009,01,40,09,46109,23725,31158,22384,8774,14951,100.0,51.45416296167776,67.57466004467675,48.54583703832224,19.028823006354507,32.42533995532326
014010,01,40,10,56986,36978,32573,20008,12565,24413,100.0,64.88962201242411,57.15965324816622,35.110377987575895,22.04927526059032,42.840346751833785
021001,02,10,01,41457,29065,25925,12392,13533,15532,100.0,70.10878741828883,62.53467448199339,29.89121258171117,32.64346190028222,37.46532551800661
022002,02,20,02,64846,29448,47107,35398,11709,17739,100.0,45.41220738364741,72.64441908521728,54.587792616352594,18.056626468864696,27.355580914782717
023003,02,30,03,20080,11548,13187,8532,4655,6893,100.0,57.50996015936255,65.67231075697211,42.49003984063745,23.18227091633466,34.32768924302788
023004,02,30,04,26536,13916,17794,12620,5174,8742,100.0,52.44196563159481,67.05607476635514,47.55803436840518,19.498040397949957,32.94392523364486
024005,02,40,05,25509,9302,19615,16207,3408,5894,100.0,36.46556117448744,76.8944294170685,63.53443882551256,13.35999059155592,23.105570582931513
024006,02,40,06,26623,12301,17993,14322,3671,8630,100.0,46.20440972091801,67.58441948690982,53.79559027908199,13.788829207827819,32.415580513090184
025007,02,50,07,31645,12093,23279,19552,3727,8366,100.0,38.21456786222152,73.5629641333544,61.785432137778486,11.77753199557592,26.437035866645598
025008,02,50,08,56535,22842,40387,33693,6694,16148,100.0,40.403289997346775,71.43716281949236,59.59671000265322,11.840452816839127,28.56283718050765
031001,03,10,01,17703,4560,14198,13143,1055,3505,100.0,25.758346043043552,80.20109585945885,74.24165395695644,5.959441902502401,19.79890414054115
032002,03,20,02,29386,6115,25521,23271,2250,3865,100.0,20.809228884502826,86.84747839107058,79.19077111549717,7.656707275573401,13.15252160892942
032003,03,20,03,18725,3289,17063,15436,1627,1662,100.0,17.56475300400534,91.1241655540721,82.43524699599466,8.688918558077436,8.875834445927904
033004,03,30,04,20152,3818,17863,16334,1529,2289,100.0,18.946010321556173,88.64132592298532,81.05398967844383,7.5873362445414845,11.358674077014689
033005,03,30,05,16574,3142,14442,13432,1010,2132,100.0,18.957403161578377,87.13647882225172,81.04259683842162,6.093881983830095,12.86352117774828
034006,03,40,06,18919,4169,16867,14750,2117,2052,100.0,22.036048416935355,89.1537607695967,77.96395158306464,11.189809186532058,10.846239230403299
034007,03,40,07,37752,7715,33283,30037,3246,4469,100.0,20.436003390548844,88.16221657130748,79.56399660945117,8.598219961856325,11.83778342869252
034008,03,40,08,36897,8864,30901,28033,2868,5996,100.0,24.02363335772556,83.74935631623167,75.97636664227444,7.772989673957233,16.250643683768327
035009,03,50,09,40966,10911,33325,30055,3270,7641,100.0,26.634282087584825,81.34794707806475,73.36571791241518,7.982229165649563,18.652052921935265
035010,03,50,10,15887,3290,13588,12597,991,2299,100.0,20.708755586328444,85.52904890791213,79.29124441367156,6.2378044942405735,14.47095109208787
036011,03,60,11,27506,10124,20463,17382,3081,7043,100.0,36.80651494219443,74.39467752490366,63.19348505780557,11.201192467098089,25.605322475096344
036012,03,60,12,27605,8397,21981,19208,2773,5624,100.0,30.418402463321865,79.6268791885528,69.58159753667815,10.04528165187466,20.3731208114472
036013,03,60,13,22992,8280,17477,14712,2765,5515,100.0,36.012526096033405,76.01339596381351,63.987473903966595,12.025922059846904,23.9866040361865
036014,03,60,14,28475,9550,21715,18925,2790,6760,100.0,33.53819139596137,76.25987708516242,66.46180860403862,9.798068481123792,23.740122914837578
037015,03,70,15,27506,10818,20188,16688,3500,7318,100.0,39.32960081436778,73.39489565912892,60.67039918563223,12.724496473496691,26.605104340871083
037016,03,70,16,33723,11358,26307,22365,3942,7416,100.0,33.680277555377636,78.00907392580731,66.31972244462236,11.689351481184948,21.99092607419269
041001,04,10,01,19350,10564,13374,8786,4588,5976,100.0,54.59431524547803,69.11627906976744,45.405684754521964,23.71059431524548,30.883720930232556
042002,04,20,02,13029,4512,10167,8517,1650,2862,100.0,34.630439788164864,78.0336173152199,65.36956021183514,12.664057103384756,21.966382684780108
042003,04,20,03,28022,10215,22099,17807,4292,5923,100.0,36.45350082078367,78.86303618585397,63.54649917921633,15.316537006637642,21.13696381414603
043004,04,30,04,43342,19326,31900,24016,7884,11442,100.0,44.58954362973559,73.60066448248813,55.410456370264406,18.19020811222371,26.399335517511886
043005,04,30,05,15276,7367,10905,7909,2996,4371,100.0,48.22597538622676,71.38648860958367,51.77402461377324,19.612463995810423,28.613511390416342
043006,04,30,06,49637,25808,34093,23829,10264,15544,100.0,51.993472611156996,68.68465056308803,48.006527388843004,20.67812317424502,31.315349436911983
044007,04,40,07,19893,8492,15209,11401,3808,4684,100.0,42.68838284823807,76.45402905544664,57.31161715176193,19.142411903684714,23.54597094455336
044008,04,40,08,34575,12033,27938,22542,5396,6637,100.0,34.802603036876356,80.80404916847434,65.19739696312364,15.606652205350688,19.195950831525668
045009,04,50,09,28073,13118,20484,14955,5529,7589,100.0,46.72817297759413,72.9669077049122,53.27182702240587,19.695080682506322,27.03309229508781
045010,04,50,10,40614,19602,28852,21012,7840,11762,100.0,48.26414536859211,71.03954301472399,51.73585463140788,19.303688383316096,28.96045698527601
045011,04,50,11,49344,21189,36940,28155,8785,12404,100.0,42.941391050583654,74.86219195849546,57.058608949416346,17.80358300907912,25.137808041504538
051001,05,10,01,28194,9861,22598,18333,4265,5596,100.0,34.975526707810175,80.15180534865574,65.02447329218984,15.127332056465914,19.848194651344258
051002,05,10,02,42728,19709,31926,23019,8907,10802,100.0,46.12666167384385,74.71915371653249,53.87333832615615,20.845815390376334,25.28084628346752
051003,05,10,03,39315,20226,25910,19089,6821,13405,100.0,51.44601297214804,65.90359913519012,48.55398702785196,17.349612107338167,34.096400864809866
052004,05,20,04,23641,7293,19727,16348,3379,3914,100.0,30.8489488600313,83.44401675056046,69.1510511399687,14.292965610591768,16.55598324943953
052005,05,20,05,30664,15062,21902,15602,6300,8762,100.0,49.11948865118706,71.42577615444822,50.88051134881294,20.54526480563527,28.57422384555179
052006,05,20,06,37150,14757,27735,22393,5342,9415,100.0,39.722745625841185,74.65679676985195,60.277254374158815,14.379542395693138,25.34320323014805
053007,05,30,07,19314,10063,14449,9251,5198,4865,100.0,52.1021021021021,74.81101791446619,47.8978978978979,26.913120016568293,25.188982085533812
053008,05,30,08,12942,6683,8897,6259,2638,4045,100.0,51.63807757688147,68.7451707618606,48.36192242311853,20.38324833874208,31.254829238139394
054009,05,40,09,20227,4092,18569,16135,2434,1658,100.0,20.230385128788253,91.8030355465467,79.76961487121174,12.033420675334948,8.196964453453305
