id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16669.0,22668.0,7106.0,29338.0,87132.0,27113.0,18340.0,16458.0,107964.00000000001,144990.0
02,02,100.0,10354.0,12531.0,4082.0,15929.0,60887.0,16926.0,10495.0,9311.0,68550.0,87944.0
03,03,100.0,11335.0,13188.0,3520.0000000000005,12462.0,49841.0,12523.0,6180.0,5351.0,57629.99999999999,75586.0
04,04,100.0,10811.0,15451.0,4845.0,16306.0,50466.0,20744.0,15378.0,18225.0,77842.0,89194.0
05,05,100.0,10140.0,14894.0,4561.0,11026.0,32937.0,14163.0,10162.0,9863.0,53330.99999999999,62462.0
06,06,100.0,7689.0,12389.0,3867.0,10809.0,29095.0,13233.000000000002,9875.0,10879.0,50579.0,53413.0
07,07,100.0,11922.0,16349.0,5168.0,14541.999999999998,46800.0,19343.0,14396.0,15219.999999999998,71561.0,78430.0
08,08,100.0,13097.0,18999.0,6245.0,16465.0,58146.0,21387.0,15272.0,13882.0,79496.0,90960.0
09,09,100.0,6972.0,7498.999999999999,2019.0000000000002,8530.0,25633.0,6373.0,3676.0,3878.0,31417.0,42857.0
10,10,100.0,8435.0,10289.0,2876.0,8720.0,24478.0,8080.0,5298.0,5785.0,36227.0,46957.0
11,11,100.0,11082.0,12312.0,3244.0,13903.0,39001.0,9799.0,6272.0,5664.0,48981.0,69822.0
12,12,100.0,9589.0,13630.000000000002,4318.0,11280.0,31500.0,13355.000000000002,9509.0,9134.0,50049.0,57529.0
