id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3561,165,209,25,395,1271,375,403,718,1737,1542,100.0,4.633529907329402,5.869137882617243,0.7020499859590003,11.092389778152205,35.69222128615557,10.530749789385004,11.317045773659085,20.162875596742488,48.77843302443134,43.30244313395114
01100102,01,10,01,02,2002,113,129,27,174,764,274,262,259,929,1090,100.0,5.644355644355644,6.443556443556443,1.3486513486513485,8.691308691308691,38.16183816183816,13.686313686313687,13.086913086913087,12.937062937062937,46.4035964035964,54.44555444555444
01100103,01,10,01,03,5662,282,326,102,741,1791,653,747,1020,2661,2187,100.0,4.980572235959025,5.757682797598021,1.8014835747085833,13.087248322147651,31.63193217944189,11.533027198869657,13.193217944189332,18.014835747085836,46.997527375485696,38.625927234192865
01100104,01,10,01,04,5029,260,397,137,801,1886,601,554,393,2316,2101,100.0,5.170013919268244,7.894213561344203,2.7241996420759595,15.927619805130245,37.502485583615034,11.950686021077749,11.016106581825412,7.814674885663154,46.0528932193279,41.77768940147146
01100205,01,10,02,05,3009,147,178,52,390,1122,331,319,470,1426,1574,100.0,4.885343968095713,5.915586573612496,1.7281488866733135,12.961116650049851,37.28813559322034,11.00033233632436,10.601528747092056,15.619807244931872,47.39115985377202,52.30973745430375
01100206,01,10,02,06,1915,100,112,41,190,652,280,248,292,932,745,100.0,5.221932114882506,5.848563968668407,2.1409921671018277,9.921671018276761,34.04699738903395,14.621409921671018,12.950391644908615,15.248041775456919,48.66840731070496,38.90339425587467
01100207,01,10,02,07,8801,484,517,140,777,3259,1000,1040,1584,4321,3301,100.0,5.499375071014658,5.8743324622202024,1.590728326326554,8.828542211112374,37.029882967844564,11.362345188046813,11.816838995568684,17.997954777866152,49.09669355755028,37.50710146574253
01100308,01,10,03,08,7384,441,476,115,674,3173,1046,711,748,3580,2547,100.0,5.97237269772481,6.446370530877574,1.557421451787649,9.127843986998917,42.97128927410618,14.16576381365114,9.628927410617552,10.130010834236186,48.48320693391116,34.49349945828819
01100309,01,10,03,09,12559,664,918,342,1214,4588,2124,1629,1080,6161,3580,100.0,5.287045146906601,7.309499163946175,2.723146747352496,9.666374711362371,36.53157098495103,16.912174536189188,12.970777928178995,8.599410781113145,49.05645353929453,28.505454255912095
01100310,01,10,03,10,10332,525,580,167,1108,4140,1250,1058,1504,4905,3970,100.0,5.08130081300813,5.613627564847077,1.6163375919473482,10.723964382500968,40.069686411149824,12.098335269066975,10.240030971738289,14.556716995741386,47.47386759581882,38.424312814556714
01100311,01,10,03,11,9649,511,712,171,1181,2862,887,994,2331,4992,3296,100.0,5.295885583998341,7.379003005492797,1.7722043735102084,12.239610322313194,29.661104777697172,9.192662452067573,10.301585656544718,24.157943828376,51.73593118457871,34.15898020520261
01100312,01,10,03,12,10213,611,593,134,889,3934,1104,1084,1864,5020,3414,100.0,5.9825712327425835,5.806325271712523,1.3120532654460002,8.70459218642906,38.519533927347496,10.80975227651033,10.613923430921375,18.251248408890632,49.153040242827764,33.427983942034665
01100313,01,10,03,13,11160,605,689,177,1397,4040,1304,1233,1715,5498,3782,100.0,5.421146953405017,6.173835125448028,1.5860215053763442,12.517921146953407,36.200716845878134,11.684587813620071,11.048387096774194,15.367383512544802,49.2652329749104,33.88888888888889
01100414,01,10,04,14,5556,502,438,106,465,2850,621,325,249,2716,2444,100.0,9.035277177825773,7.883369330453564,1.9078473722102232,8.369330453563716,51.295896328293736,11.177105831533478,5.8495320374370054,4.481641468682505,48.88408927285817,43.98848092152628
01100415,01,10,04,15,13339,768,1108,338,1410,5115,2289,1464,847,6571,4094,100.0,5.757553039958018,8.306469750356099,2.533923082689857,10.570507534297924,38.34620286378289,17.160206912062375,10.975335482419972,6.349801334432866,49.26156383536997,30.691955918734536
01100416,01,10,04,16,13527,864,1157,328,1050,5476,2399,1316,937,6772,3934,100.0,6.387225548902195,8.553263842685,2.4247800694906485,7.762253271235307,40.48199896503289,17.734900569231907,9.728690766614918,6.9268869668071265,50.062837288386184,29.082575589561614
01200517,01,20,05,17,4078,242,318,97,600,1626,414,466,315,1824,1901,100.0,5.934281510544385,7.797940166748406,2.378616969102501,14.713094654242276,39.872486512996566,10.15203531142717,11.4271701814615,7.724374693477194,44.72780774889652,46.61598822952428
01200518,01,20,05,18,6970,363,434,138,1215,2757,751,665,647,3211,3119,100.0,5.208034433285509,6.226685796269727,1.9799139167862265,17.431850789096124,39.555236728837876,10.774748923959827,9.540889526542324,9.28263988522238,46.06886657101865,44.748923959827835
01200519,01,20,05,19,9533,479,644,209,1315,3696,1070,999,1121,4450,3746,100.0,5.024651211580824,6.755480960872758,2.1923843491031154,13.794188607993284,38.77058638413931,11.224168677226476,10.479387391167522,11.75915241791671,46.679953844540016,39.2950802475611
01200520,01,20,05,20,9548,457,592,160,1301,3538,1054,1215,1231,4509,2934,100.0,4.786342689568496,6.200251361541684,1.6757436112274822,13.625890238793465,37.0548806032677,11.03896103896104,12.725178047758693,12.892752408881442,47.22454964390448,30.728948470883953
01200521,01,20,05,21,5307,263,397,143,781,1959,593,559,612,2393,2064,100.0,4.955718861880535,7.480685886564914,2.694554362163181,14.716412285660448,36.91351045788581,11.17392123610326,10.533257961183343,11.531938948558508,45.091388731863574,38.89202939513849
01200522,01,20,05,22,11621,568,727,254,1260,3610,1355,1729,2118,5911,2646,100.0,4.887703295757681,6.255916014112382,2.185698304793047,10.842440409603304,31.064452284657087,11.659925996041649,14.87823767317787,18.225626021856982,50.86481369933741,22.76912486016694
01200623,01,20,06,23,10969,599,707,223,1495,4472,1233,1203,1037,5184,3605,100.0,5.460844197283253,6.445437141033823,2.033002096818306,13.629318989880574,40.76944115233841,11.240769441152338,10.967271401221625,9.453915580271675,47.26046130002735,32.86534779834078
01200624,01,20,06,24,6504,534,422,90,765,3577,528,303,285,3034,3336,100.0,8.210332103321033,6.488314883148831,1.3837638376383763,11.7619926199262,54.9969249692497,8.118081180811808,4.658671586715867,4.381918819188193,46.64821648216482,51.291512915129154
01200625,01,20,06,25,6970,368,624,198,900,2261,830,752,1037,3416,2450,100.0,5.279770444763271,8.952654232424678,2.840746054519369,12.91248206599713,32.4390243902439,11.908177905308465,10.78909612625538,14.878048780487804,49.010043041606885,35.1506456241033
01200626,01,20,06,26,5949,281,350,102,630,2032,750,776,1028,2927,1659,100.0,4.723482938308959,5.883341738107245,1.714573877962683,10.59001512859304,34.15700117666835,12.607160867372668,13.04420911077492,17.280215162212137,49.201546478399734,27.88703983862834
01200627,01,20,06,27,3424,262,388,113,430,925,353,411,542,1674,1230,100.0,7.651869158878505,11.33177570093458,3.300233644859813,12.558411214953273,27.015186915887853,10.309579439252337,12.003504672897195,15.82943925233645,48.89018691588785,35.92289719626168
01200628,01,20,06,28,3275,165,190,65,324,1129,474,431,497,1532,843,100.0,5.038167938931298,5.801526717557252,1.984732824427481,9.893129770992367,34.47328244274809,14.473282442748092,13.16030534351145,15.175572519083968,46.778625954198475,25.740458015267176
01200629,01,20,06,29,5956,224,266,90,969,1797,644,706,1260,2912,2038,100.0,3.760913364674278,4.466084620550705,1.511081262592344,16.26930826057757,30.171255876427132,10.81262592343855,11.85359301544661,21.155137676292814,48.89187374076561,34.217595701813295
01300730,01,30,07,30,7967,510,841,249,1217,2616,941,824,769,3745,3800,100.0,6.401405798920547,10.556043680180746,3.1253922430023846,15.275511484875109,32.835446215639514,11.811221287812225,10.342663486883394,9.652315802686081,47.00640140579892,47.69674908999623
01300731,01,30,07,31,8826,537,775,269,1291,3091,983,903,977,4196,3550,100.0,6.0842963970088375,8.780874688420576,3.0478132789485612,14.627237706775437,35.02152730568774,11.137548153183776,10.231135282121006,11.069567187854068,47.54135508724224,40.222071153410376
01300732,01,30,07,32,9949,717,948,301,1346,3515,1191,949,982,4807,4103,100.0,7.206754447683185,9.528595838777767,3.025429691426274,13.5289978892351,35.33018393808423,11.971052367072067,9.538647100211078,9.870338727510303,48.316413709920596,41.24032566087044
01300733,01,30,07,33,11658,664,1096,339,1518,4089,1492,1215,1245,5609,4562,100.0,5.695659632870132,9.401269514496482,2.907874420998456,13.021101389603707,35.07462686567165,12.79807857265397,10.422027792074113,10.679361811631498,48.112883856579174,39.13192657402642
01300834,01,30,08,34,14379,1060,1619,546,1744,4371,1729,1494,1816,7194,4513,100.0,7.37186174281939,11.259475624174142,3.7972042562069688,12.128798942902845,30.398497809305237,12.0244801446554,10.39015230544544,12.629529174490575,50.03129563947424,31.38604909938104
01300835,01,30,08,35,10872,625,982,281,1673,3075,1230,1240,1766,5535,3585,100.0,5.748712288447388,9.032376747608534,2.5846210448859455,15.388153053715966,28.283664459161145,11.313465783664459,11.405445180279617,16.24356144223694,50.91059602649006,32.97461368653421
01300836,01,30,08,36,15051,929,1343,447,2236,5341,1801,1463,1491,7139,6341,100.0,6.172347352335393,8.922995149823931,2.969902332070959,14.85615573716032,35.486014218324364,11.965982326755697,9.720284366487277,9.906318517042056,47.43206431466348,42.13009102385223
01400937,01,40,09,37,10885,556,712,239,1262,3515,1285,1510,1806,5340,3528,100.0,5.107946715663758,6.541111621497474,2.1956821313734496,11.593936610013781,32.29214515388149,11.805236564079008,13.872301332108405,16.59163987138264,49.05833716123105,32.41157556270097
01400938,01,40,09,38,9695,493,650,219,1162,3738,1089,1063,1281,4649,3404,100.0,5.085095410005158,6.704486848891181,2.258896338318721,11.985559566787003,38.55595667870036,11.232594120680764,10.964414646725116,13.212996389891696,47.95255286230016,35.11088189788551
