id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01100101,01,10,01,01,100.0,139.0,181.0,22.0,279.0,988.0000000000001,249.00000000000003,189.0,235.0,1117.0,1542.0
01100102,01,10,01,02,100.0,98.0,119.0,20.0,144.0,640.0,184.0,114.99999999999999,98.0,692.0,1090.0
01100103,01,10,01,03,100.0,227.0,273.0,85.0,492.0,1214.0,424.0,347.0,409.99999999999994,1693.0,2187.0
01100104,01,10,01,04,100.0,200.99999999999997,313.0,122.0,547.0,1314.0,388.0,275.0,202.99999999999997,1576.0,2101.0
01100205,01,10,02,05,100.0,129.0,160.0,46.0,294.0,903.9999999999999,231.0,119.0,163.0,961.9999999999999,1574.0
01100206,01,10,02,06,100.0,94.0,85.0,35.0,105.0,440.00000000000006,161.0,80.0,72.0,547.0,745.0
01100207,01,10,02,07,100.0,380.0,429.0,115.99999999999999,533.0,2176.0,507.0,396.0,387.0,2476.0,3301.0
01100308,01,10,03,08,100.0,274.0,264.0,67.0,382.0,1848.9999999999998,392.0,182.0,181.0,1763.0,2547.0
01100309,01,10,03,09,100.0,405.0,513.0,157.0,539.0,2507.0,741.0,375.0,190.0,2727.0,3579.9999999999995
01100310,01,10,03,10,100.0,383.0,409.99999999999994,130.0,662.0,2713.0,545.0,362.0,260.0,2569.0,3970.0000000000005
01100311,01,10,03,11,100.0,416.0,569.0,123.0,846.0000000000001,1930.0,465.00000000000006,355.0,282.0,2493.0,3296.0
01100312,01,10,03,12,100.0,455.0,422.0,97.0,480.0,2483.0,562.0,302.0,286.0,2419.0,3414.0
01100313,01,10,03,13,100.0,403.0,434.0,122.0,1016.0,2379.0,543.0,314.0,283.0,2740.0,3782.0
01100414,01,10,04,14,100.0,348.0,334.0,70.0,283.0,1755.0,261.0,107.0,74.0,1629.0,2444.0
01100415,01,10,04,15,100.0,436.00000000000006,582.0,155.0,718.0,2833.0,778.0,281.0,167.0,2937.0,4094.0
01100416,01,10,04,16,100.0,511.00000000000006,600.0,141.0,501.99999999999994,2862.0,739.0,302.0,202.99999999999997,3018.0,3934.0000000000005
01200517,01,20,05,17,100.0,200.99999999999997,272.0,83.0,358.0,1028.0,257.0,225.99999999999997,148.0,1134.0,1901.0000000000002
01200518,01,20,05,18,100.0,283.0,386.0,126.0,721.0,1712.0,556.0,378.0,341.0,2084.0,3119.0
01200519,01,20,05,19,100.0,339.0,491.0,157.0,698.0,2125.0,673.0,438.0,487.0,2490.0,3746.0
01200520,01,20,05,20,100.0,259.0,419.00000000000006,117.0,675.0,1746.0,577.0,496.0,434.99999999999994,2181.0,2934.0
01200521,01,20,05,21,100.0,206.0,338.0,125.0,478.0,1124.0,407.0,291.0,269.0,1444.0,2064.0
01200522,01,20,05,22,100.0,309.0,383.0,158.0,508.0,1692.0000000000002,519.0,419.00000000000006,468.0,2241.0,2646.0
01200623,01,20,06,23,100.0,388.0,476.0,186.0,757.0,2334.0,718.0,516.0,434.99999999999994,2790.0,3604.9999999999995
01200624,01,20,06,24,100.0,430.0,365.0,78.0,503.0,2660.0,348.0,159.0,148.0,2220.0,3336.0
01200625,01,20,06,25,100.0,281.0,522.0,174.0,478.0,1331.0,572.0,404.0,474.0,2075.0,2450.0
01200626,01,20,06,26,100.0,164.0,206.0,61.0,276.0,1096.0,368.0,248.0,242.0,1257.0,1659.0
01200627,01,20,06,27,100.0,225.99999999999997,322.0,98.0,276.0,686.0,254.99999999999997,221.0,229.99999999999997,1120.0,1230.0
01200628,01,20,06,28,100.0,119.0,136.0,39.0,143.0,607.0,195.0,122.0,138.0,732.0,843.0
01200629,01,20,06,29,100.0,154.0,168.0,62.0,635.0,1160.0,301.0,197.0,271.0,1411.0,2038.0
01300730,01,30,07,30,100.0,451.99999999999994,760.0,218.00000000000003,795.0,1839.9999999999998,742.0,537.0,451.99999999999994,2739.0,3800.0
01300731,01,30,07,31,100.0,426.99999999999994,668.0,229.0,710.0,1900.0,643.0,473.00000000000006,361.0,2520.0,3550.0
01300732,01,30,07,32,100.0,579.0,803.9999999999999,264.0,838.0000000000001,2179.0,776.0,495.0,432.0,3051.0,4103.0
01300733,01,30,07,33,100.0,499.0,921.0000000000001,321.0,878.9999999999999,2441.0,1052.0,652.0,597.0,3527.0000000000005,4562.0
01300834,01,30,08,34,100.0,850.0,1426.0,494.00000000000006,927.0,2922.0,1249.0,914.0,911.9999999999999,4833.0,4513.0
01300835,01,30,08,35,100.0,514.0,815.0,250.0,1113.0,2005.0,802.9999999999999,618.0,608.0,3367.0,3585.0
01300836,01,30,08,36,100.0,747.0,1187.0,393.0,1373.0,3486.0,1311.0,836.9999999999999,701.0,4769.0,6341.0
01400937,01,40,09,37,100.0,428.0,521.0,158.0,619.0,2069.0,737.0,561.0,525.0,2699.0,3528.0
01400938,01,40,09,38,100.0,338.0,493.0,178.0,628.0,2101.0,668.0,470.0,383.0,2475.0,3404.0
01400939,01,40,09,39,100.0,252.0,330.0,83.0,447.0,1261.0,399.0,297.0,210.0,1520.0,2317.0
01400940,01,40,09,40,100.0,350.0,320.0,85.0,248.0,893.0,357.0,254.0,265.0,1421.0,1258.0
01400941,01,40,09,41,100.0,180.0,174.0,54.0,223.0,635.0,213.0,197.0,211.0,894.9999999999999,1083.0
01400942,01,40,09,42,100.0,309.0,442.0,154.0,726.0,1934.0,587.0,398.0,360.0,2377.0,3361.0
01401043,01,40,10,43,100.0,331.0,569.0,233.0,797.0,1617.0000000000002,733.0,587.0,462.0,2543.0,3302.0000000000005
01401044,01,40,10,44,100.0,540.0,791.0,263.0,859.0,2556.0,947.0000000000001,627.0,539.0,3326.0,4655.0
01401045,01,40,10,45,100.0,323.0,491.0,148.0,561.0,1456.0,536.0,381.0,283.0,1919.0000000000002,2599.0
01401046,01,40,10,46,100.0,325.0,382.0,134.0,657.0,1879.0,527.0,375.0,328.0,2107.0,2992.0
01401047,01,40,10,47,100.0,348.0,491.0,172.0,1108.0,2235.0,606.0,401.0,307.0,2583.0,4120.0
01401048,01,40,10,48,100.0,347.0,505.0,169.0,1007.0,2107.0,726.0,553.0,438.99999999999994,2741.0,3846.0
01401049,01,40,10,49,100.0,272.0,405.99999999999994,134.0,495.0,1328.0,585.0,497.0,503.0,2014.9999999999998,2899.0
02100101,02,10,01,01,100.0,359.0,547.0,183.0,619.0,1901.0000000000002,672.0,463.0,379.0,2504.0,3254.9999999999995
02100102,02,10,01,02,100.0,459.99999999999994,773.0,304.0,802.9999999999999,1943.0,878.9999999999999,642.0,527.0,3195.0,3261.0
02100103,02,10,01,03,100.0,287.0,454.0,165.0,327.0,1106.0,493.0,385.0,307.0,1786.0,1804.0
02100104,02,10,01,04,100.0,333.0,465.00000000000006,180.0,409.99999999999994,1231.0,616.0,412.0,327.0,1954.0,2180.0
02100105,02,10,01,05,100.0,465.00000000000006,796.0,265.0,694.0,2214.0,1002.9999999999999,725.0,690.0,3372.0,3420.0000000000005
02100106,02,10,01,06,100.0,182.0,383.0,179.0,345.0,1002.9999999999999,484.99999999999994,369.0,315.0,1567.0,1612.0
02200207,02,20,02,07,100.0,102.0,126.0,22.0,105.0,476.0,115.99999999999999,26.0,75.0,501.0,631.0
02200208,02,20,02,08,100.0,182.0,246.0,75.0,308.0,1000.0,352.0,265.0,260.0,1309.0,1696.0
02200209,02,20,02,09,100.0,330.0,449.0,144.0,451.99999999999994,1932.0,638.0,395.0,315.0,2261.0,2808.0
02200210,02,20,02,10,100.0,384.0,450.0,138.0,543.0,2324.0,706.0,519.0,459.99999999999994,2665.0,3418.0
02200211,02,20,02,11,100.0,413.99999999999994,480.99999999999994,195.0,826.0,2427.0,919.9999999999999,643.0,577.0,3246.0,3844.0
02200212,02,20,02,12,100.0,320.0,473.00000000000006,149.0,442.0,1563.0,646.0,394.0,337.0,2101.0,2306.0
02200213,02,20,02,13,100.0,283.0,389.0,125.0,497.0,2070.0,604.0,385.0,373.0,2378.0,3036.0
