id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,395599,224824,250609,170775,79834,144990,100.0,56.831286226709366,63.34925012449475,43.16871377329063,20.180536351204122,36.65074987550525
02,02,293231,140515,205287,152716,52571,87944,100.0,47.91955830045254,70.00862800999894,52.08044169954745,17.928186310451487,29.99137199000106
03,03,420768,114400,345182,306368,38814,75586,100.0,27.188379344436843,82.03618145866606,72.81162065556316,9.224560803102898,17.963818541333943
04,04,341155,152226,251961,188929,63032,89194,100.0,44.62077354868022,73.8552857205669,55.37922645131979,18.476059269247116,26.144714279433103
05,05,254175,107746,191713,146429,45284,62462,100.0,42.3904790006885,75.4255926035212,57.609520999311506,17.8160716042097,24.574407396478804
06,06,311040,97836,257627,213204,44423,53413,100.0,31.454475308641978,82.82761059670783,68.54552469135803,14.282085905349795,17.172389403292183
07,07,353913,143740,275483,210173,65310,78430,100.0,40.61450130399279,77.83918646673052,59.38549869600721,18.453687770723313,22.160813533269476
08,08,329476,163493,238516,165983,72533,90960,100.0,49.62212725661353,72.39252631451153,50.37787274338646,22.01465357112506,27.607473685488472
09,09,289180,64580,246323,224600,21723,42857,100.0,22.33211148765475,85.1798187979805,77.66788851234526,7.511930285635245,14.820181202019503
10,10,285678,73961,238721,211717,27004,46957,100.0,25.88963798402397,83.56296249623702,74.11036201597602,9.452600480260994,16.437037503762976
11,11,308286,101277,238464,207009,31455,69822,100.0,32.85163776493256,77.35155018392012,67.14836223506744,10.203187948852689,22.648449816079875
12,12,268308,102315,210779,165993,44786,57529,100.0,38.133413837828165,78.55859683647152,61.866586162171835,16.692010674299684,21.441403163528484
