id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
011001,01,10,01,100.0,2578.0,296.0,151.0,321.0,147.0,192.0,461.00000000000006,184.0,200.0,99.0,212.0,378.0,88.0,120.0,1830.0,724.0,646.0,83.0,3115.0,932.0,248.0,1418.0,222.00000000000003,298.0,77.0,293.0,483.0
011002,01,10,02,100.0,2005.0,171.0,73.0,231.0,117.0,158.0,252.99999999999997,347.0,98.0,39.0,151.0,229.99999999999997,57.99999999999999,78.0,2095.0,1068.0,552.0,84.0,1650.0,350.0,115.99999999999999,847.0000000000001,89.0,234.0,231.99999999999997,264.0,229.99999999999997
011003,01,10,03,100.0,8170.999999999999,926.0,338.0,1200.0,484.99999999999994,802.9999999999999,1123.0,557.0,425.0,177.0,866.0,997.0000000000001,147.0,281.0,4326.0,1689.9999999999998,1443.0,206.0,6311.0,1861.0,396.0,2745.0,187.0,897.0000000000001,1651.0000000000002,1439.0,957.0
011004,01,10,04,100.0,5287.0,727.0,239.0,835.0,457.0,503.0,581.0,206.0,220.00000000000003,105.0,698.0,385.0,56.00000000000001,97.0,2272.0,781.0,818.0,68.0,2314.0,534.0,175.0,971.0000000000001,67.0,259.0,193.0,969.9999999999999,250.99999999999997
012005,01,20,05,100.0,6973.0,604.0,348.0,786.0,252.0,381.0,1553.0,977.0,540.0,368.0,462.0,1662.0,296.0,595.0,2246.0,654.0,927.0,81.0,8629.0,3035.0,398.0,3754.9999999999995,1048.0,889.0,211.0,423.00000000000006,1332.0
012006,01,20,06,100.0,6218.0,589.0,346.0,729.0,280.0,424.0,1425.0,520.0,342.0,244.0,422.0,1177.0,252.0,345.0,2821.0,1059.0,947.0000000000001,124.0,8098.999999999999,3384.0000000000005,417.0,3059.0,748.0,728.0,186.0,499.0,1452.0
013007,01,30,07,100.0,6338.0,337.0,586.0,529.0,175.0,281.0,1348.0,1443.0,618.0,288.0,303.0,1864.0,514.0,574.0,1609.0,523.0,582.0,99.0,11433.0,6095.0,148.0,3670.0000000000005,942.0,861.9999999999999,101.0,234.0,1601.0000000000002
013008,01,30,08,100.0,4958.0,317.0,225.99999999999997,579.0,170.0,297.0,1361.0,583.0,346.0,283.0,242.0,1560.0,351.0,417.0,2087.0,793.0,682.0,217.0,13224.0,7493.000000000001,158.0,4190.0,1326.0,924.0,145.0,370.0,2279.0
014009,01,40,09,100.0,6787.0,499.0,378.0,662.0,185.0,284.0,1817.0000000000002,1264.0,409.99999999999994,340.0,345.0,1678.0,372.0,413.0,1655.9999999999998,552.0,609.0,77.0,8960.0,4373.0,231.0,2965.0,557.0,764.0,193.0,280.0,1647.0
014010,01,40,10,100.0,9820.0,657.0,715.0,903.9999999999999,300.0,488.0,2030.0,2113.0,901.0,321.0,503.0,2242.0,652.0,723.0,2292.0,693.0,893.0,146.0,15583.000000000002,7914.0,269.0,5250.0,1512.0,1095.0,290.0,474.0,2126.0
