id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,59135.0,5123.0,3400.0,6776.000000000001,2568.0,3811.0,11952.0,8194.0,4100.0,2264.0,4204.0,12173.0,2786.0,3643.0,23234.0,8537.0,8098.999999999999,1185.0,79318.0,35971.0,2556.0,28870.0,6698.0,6950.0,3279.0,5246.0,12358.0
02,02,100.0,40005.0,5092.0,1998.9999999999998,6613.0,2191.0,3790.9999999999995,5583.0,2618.0,1692.0000000000002,1197.0,4099.0,5130.0,1343.0,1283.0,12162.0,3989.0,4569.0,724.0,44948.0,25641.000000000004,1313.0,12733.0,2752.0,3610.0,3520.0000000000005,4931.0,8591.0
03,03,100.0,39083.0,4142.0,1534.0,5332.0,2378.0,2955.0,7770.999999999999,2380.0,2317.0,865.0,3694.0,4188.0,798.0,1274.0,19142.0,6271.0,6197.0,1283.0,22282.0,4292.0,1382.0,9206.0,624.0,3589.0,3057.0,4575.0,2379.0
04,04,100.0,41200.0,3397.0,2445.0,4697.0,2223.0,2191.0,10793.0,2482.0,3037.0,2305.0,2640.0,9408.0,1612.0,3113.0,26495.0,8293.0,10986.0,1069.0,38244.0,12801.0,4752.0,13406.0,2110.0,3469.0,1697.0,4532.0,8012.0
05,05,100.0,28752.999999999996,552.0,884.0,1705.9999999999998,676.0,592.0,12653.0,4003.0,2923.0,1746.0,1033.0,8828.0,1928.0,2951.0,16486.0,5350.0,5270.0,2604.0,41912.0,14632.0,2303.0,15018.0,2194.0,5515.0,1205.0,618.0,6628.0
06,06,100.0,28868.0,1830.9999999999998,2111.0,2698.0,1725.0,1203.0,9330.0,1391.0,1720.0,1861.0,1912.0,6600.0,1342.0,1847.0,13977.000000000002,4070.0000000000005,5646.0,776.0,24812.0,7767.0,2910.0,8511.0,1115.0,2797.0,848.0,4438.0,5078.0
07,07,100.0,39818.0,2815.0,2475.0,4145.0,1659.0,1678.0,12925.0,2788.0,2612.0,2895.0,2262.0,10493.0,1882.9999999999998,3138.0,16597.0,5274.0,6242.0,1395.0,47847.0,22359.0,1987.0,16144.0,3836.0,5041.0,1124.0,3093.0,11506.0
08,08,100.0,41889.0,3047.0,2090.0,4663.0,1632.0,1989.0,12576.0,4238.0,3431.0,1818.0,2915.0,12723.0,1980.9999999999998,4601.0,8801.0,2398.0,3336.9999999999995,856.0,68506.0,36206.0,1146.0,24818.0,8862.0,4988.0,1025.0,2811.0,15212.0
09,09,100.0,19524.0,950.0,619.0,1689.0,742.0,899.0,5986.0,1810.0000000000002,2354.0,556.0,1016.0,4077.0000000000005,861.0,1358.0,11843.0,3535.0,4213.0,1195.0,18351.0,3850.0,827.9999999999999,8155.0,793.0,3314.0,1685.0000000000002,926.0,2023.9999999999998
10,10,100.0,17316.0,212.0,466.0,563.0,285.0,343.0,5688.0,1794.0000000000002,4417.0,343.0,247.00000000000003,3665.0,660.0,1413.0,25279.0,9051.0,4910.0,5460.0,23377.0,1819.0000000000002,564.0,8477.0,247.00000000000003,4202.0,6392.0,233.0,1107.0
11,11,100.0,22655.0,973.0,817.0,1818.0,583.0,996.0000000000001,6341.0,2938.0,2943.0,681.0,798.0,6909.0,1317.0,2498.0,22223.0,7858.0,4888.0,3765.0,30322.000000000004,2924.0,1025.0,13837.0,520.0,6456.999999999999,11494.0,826.0,2193.0
12,12,100.0,27722.000000000004,1483.0,1269.0,2143.0,769.0,697.0,10756.0,3833.0,2080.0,1557.0,774.0,8206.0,1843.0,2512.0,10884.0,3611.9999999999995,3561.0,1131.0,40209.0,17801.0,1316.0,13269.999999999998,2413.0,3903.0,1147.0,869.9999999999999,7628.0
