id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0110,01,10,118448,6968,7922,2133,11687,44945,16485,12597,15711,57658,38316,100.0,5.8827502363906525,6.6881669593408075,1.8007902201810078,9.866776982304472,37.9449209779819,13.917499662299068,10.635046602728623,13.26404835877347,48.67790085100635,32.3483722815075
0120,01,20,87232,4884,5708,1810,11501,31774,10160,9855,11540,41542,28555,100.0,5.598862802641232,6.543470286133529,2.0749266324284665,13.18438187820983,36.424706529713866,11.647101980924432,11.297459647835657,13.229090242112987,47.62243213499634,32.73454695524578
0130,01,30,77166,5295,7442,2309,10740,25497,9096,7842,8945,37367,28584,100.0,6.861830339786954,9.644143793898866,2.9922504730062465,13.918046808179769,33.04175414042454,11.787574838659513,10.162506803514502,11.591892802529612,48.42417645076848,37.04222066713319
0140,01,40,101323,5870,7183,2319,13505,36199,11701,11288,13258,48827,37048,100.0,5.793353927538663,7.089209754942116,2.2887202313393797,13.328661804328732,35.726340514986724,11.54821708792673,11.140609733229375,13.084886945708279,48.18945352980074,36.56425490757281
0210,02,10,40417,2517,3877,1294,5144,12628,5315,4631,5011,19862,14217,100.0,6.227577504515427,9.59249820620036,3.201623079397283,12.727317712843606,31.244278397703933,13.15040700695252,11.458049830516861,12.398248261870005,49.142687482989835,35.175792364599054
0220,02,20,64670,3943,4647,1409,5971,23510,9091,8726,7373,31798,17070,100.0,6.097108396474408,7.185712076697078,2.1787536724911085,9.233029225297665,36.353796196072366,14.057522808102673,13.493118911396321,11.400958713468377,49.16963043142106,26.39554662130818
0230,02,30,47043,2446,3302,1066,4599,17586,7050,5943,5051,22521,15549,100.0,5.1994983313139045,7.0191101757966115,2.266011946517016,9.776162234551368,37.382819973215994,14.986289139723233,12.633122887570947,10.736985311310928,47.87322237102226,33.052738983483195
0240,02,40,50428,3089,3241,812,5070,19456,5726,4916,8118,25063,12392,100.0,6.12556516221147,6.426985008328706,1.6102165463631315,10.053938288252558,38.58174030300627,11.35480288728484,9.748552391528516,16.09819941302451,49.70056317918617,24.57364955976838
0250,02,50,86348,5923,5743,1290,8093,43783,10945,6018,4553,41155,21889,100.0,6.859452448232732,6.650993653587807,1.4939546949552973,9.372539028118775,50.70528558854866,12.675452818826146,6.969472367628665,5.272849400101913,47.66178718673276,25.349747533237597
0310,03,10,16606,1227,1514,395,1337,4384,1865,2030,3854,8445,2291,100.0,7.3888955799108755,9.117186559075034,2.3786583162712276,8.051306756594002,26.400096350716606,11.23088040467301,12.224497169697699,23.208478863061544,50.85511260990003,13.796218234373118
0320,03,20,46954,2897,4786,1399,3506,11042,7436,7280,8608,23966,3929,100.0,6.169868381820505,10.192954806832219,2.9795118626741064,7.466882480725817,23.51663330067726,15.83677641947438,15.504536354730162,18.332836393065556,51.041444818332835,8.367764194743792
0330,03,30,35271,2233,3378,970,2536,7810,5020,5879,7445,17859,2856,100.0,6.330980125315415,9.577273113889598,2.750134671543194,7.190042811374783,22.142836891497264,14.232655722831788,16.668084261858183,21.107992401689774,50.633665050608144,8.097303733945735
0340,03,40,91727,5827,8609,2240,7140,26597,13656,11440,16218,47998,10059,100.0,6.3525461423572125,9.38545902515072,2.4420290645066336,7.783967643114894,28.99582456637631,14.887655761117227,12.471791293730309,17.68072650364669,52.32701385633456,10.966236767800103
0350,03,50,55320,3701,4853,1260,4453,18032,7638,6524,8859,28171,7821,100.0,6.690166305133767,8.772595806218366,2.27765726681128,8.049530007230658,32.59580621836587,13.806941431670284,11.793203181489515,16.014099783080262,50.9237165582068,14.13774403470716
0360,03,60,103872,6348,8000,1982,8912,40377,16518,9686,12049,52353,21424,100.0,6.111367837338263,7.701786814540973,1.9081176833025262,8.579790511398643,38.87188077634011,15.902264325323475,9.324938385705483,11.599853666050523,50.40145563770795,20.62538508934073
0370,03,70,60722,4061,5545,1660,5069,22525,11119,6255,4488,30340,13583,100.0,6.6878561312209746,9.131780903132308,2.7337702974210334,8.347880504594709,37.09528671651132,18.311320443990645,10.301044102631666,7.391060900497348,49.96541615888805,22.369157801126445
0410,04,10,19272,1138,1615,451,1940,4855,2526,2543,4204,9863,5623,100.0,5.904939809049399,8.380033208800333,2.3401826484018264,10.066417600664176,25.191988376919884,13.107098381070983,13.195309256953092,21.814030718140305,51.17787463677874,29.177044416770443
0420,04,20,41312,1828,2844,966,4342,8973,5238,5751,11370,21413,8669,100.0,4.424864446165763,6.884198295894656,2.3383036405886912,10.51026336173509,21.72008133230054,12.679124709527498,13.920894655305965,27.5222695584818,51.83239736638265,20.98421766072812
0430,04,30,107659,5287,6343,2020,11490,32263,14066,15175,21015,54657,30348,100.0,4.9108760066506285,5.891750805784932,1.8762945968288764,10.672586592853362,29.967768602717843,13.06532663316583,14.095430943999107,19.519965817999424,50.768630583601926,28.189004170575615
0440,04,40,53501,2634,3828,1184,4264,11276,7165,7851,15299,28538,10070,100.0,4.923272462196969,7.155006448477598,2.2130427468645446,7.969944487018934,21.076241565578215,13.39227304162539,14.674492065568867,28.595727182669485,53.341059045625315,18.822078091998282
0450,04,50,117267,5506,7283,2302,10818,31343,15720,17176,27119,59797,30390,100.0,4.695268063479069,6.210613386545234,1.9630416059078855,9.225101691012817,26.727894463062924,13.405305840517793,14.646916864932164,23.125858084542113,50.9921802382597,25.915219115352144
0510,05,10,106817,6851,9185,2808,10925,27302,12984,14588,22174,54525,25312,100.0,6.41377308855332,8.598818540120018,2.6287950419876984,10.227772732804704,25.55960193602142,12.155368527481581,13.657002162577117,20.75886797045414,51.04524560697268,23.696602600709625
0520,05,20,89494,5399,8013,2469,8803,20627,11238,12761,20184,45822,18842,100.0,6.032806668603482,8.953672871924374,2.758844168324133,9.836413614320513,23.04847252329765,12.557266408921269,14.259056473059648,22.55346727154893,51.20119784566563,21.0539254028203
0530,05,30,29737,1989,2612,817,3180,7960,3754,3966,5459,15061,7294,100.0,6.688637051484682,8.78367017520261,2.7474190402528835,10.693748528768873,26.76799946194976,12.624003766351683,13.336920334936275,18.357601641053233,50.64734169553083,24.528365336113257
0540,05,40,19929,1082,2038,645,1426,3272,2850,3172,5444,10129,1330,100.0,5.429273922424607,10.226303376988309,3.2364895378594007,7.155401675949621,16.418284911435595,14.30076772542526,15.916503587736464,27.316975262180744,50.825430277485076,6.673691605198455
0610,06,10,74883,4091,5061,1545,7192,19887,9769,10786,16552,39525,12793,100.0,5.463189241884005,6.758543327591042,2.0632186210488364,9.604316066396914,26.557429590160652,13.04568460131138,14.403803266428964,22.10381528517821,52.78234045110373,17.083984348917642
0620,06,20,78793,4219,6087,1905,6876,17039,10014,11403,21250,41531,12248,100.0,5.354536570507532,7.725305547447109,2.417727463099514,8.726663536100924,21.625017450788775,12.709250821773507,14.472097775183073,26.969400835099567,52.708996992118585,15.544528067214092
0630,06,30,83303,4008,7131,2347,7481,16636,11579,12402,21719,43671,11970,100.0,4.811351331884806,8.560315955007622,2.817425542897615,8.980468890676207,19.970469250807295,13.89985954887579,14.887819166176488,26.07229031367418,52.42428243880772,14.36923039986555
0640,06,40,69288,3192,6347,2210,6264,11334,9699,10258,19984,36425,9429,100.0,4.606858330446831,9.16031636069738,3.1895854982103686,9.04052649809491,16.357810876342224,13.998094908209213,14.804872416580073,28.841935111419005,52.57043066620483,13.608417041912018
0710,07,10,50042,2584,3357,1118,4907,14576,7223,7412,8865,23899,15264,100.0,5.163662523480276,6.7083649734223245,2.234123336397426,9.805763158946485,29.127532872387196,14.433875544542584,14.811558291035531,17.715119299788178,47.757883377962514,30.50237800247792
0720,07,20,51806,2967,3470,1004,5366,16790,6921,7251,8037,25974,12389,100.0,5.727135852990002,6.69806586109717,1.937999459522063,10.357873605373895,32.40937343164884,13.359456433617728,13.996448287843108,15.513647067907192,50.13704976257576,23.914218430297648
