id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,01,10,01,01,100.0,514.0,40.0,56.00000000000001,77.0,24.0,66.0,72.0,40.0,18.0,30.0,33.0,70.0,9.0,25.0,387.0,129.0,94.0,32.0,494.00000000000006,93.0,55.00000000000001,249.00000000000003,21.0,31.0,24.0,48.0,89.0
01100102,01,10,01,02,100.0,326.0,25.0,6.0,42.0,26.0,27.0,59.0,28.000000000000004,26.0,6.0,27.0,23.0,3.0,7.000000000000001,235.0,130.0,53.0,16.0,361.0,66.0,19.0,225.0,7.000000000000001,19.0,9.0,57.99999999999999,35.0
01100103,01,10,01,03,100.0,902.9999999999999,124.0,33.0,73.0,34.0,68.0,180.0,66.0,140.0,32.0,53.0,177.0,30.0,74.0,480.99999999999994,197.0,111.00000000000001,50.0,934.0,311.0,77.0,350.0,61.0,95.0,33.0,76.0,146.0
01100104,01,10,01,04,100.0,584.0,72.0,31.0,79.0,36.0,31.0,102.0,52.0,33.0,16.0,45.0,108.0,51.0,19.0,304.0,145.0,64.0,6.0,1323.0,384.0,60.0,687.0,159.0,136.0,19.0,65.0,211.0
01100205,01,10,02,05,100.0,398.0,24.0,12.0,53.0,12.0,40.0,23.0,112.99999999999999,22.0,9.0,37.0,30.0,6.0,6.0,352.0,172.0,98.0,12.0,339.0,81.0,30.0,180.0,20.0,19.0,52.0,53.0,41.0
01100206,01,10,02,06,100.0,285.0,20.0,30.0,33.0,21.0,24.0,30.0,18.0,28.000000000000004,3.0,52.0,18.0,6.0,9.0,252.0,163.0,26.0,6.0,119.0,39.0,9.0,42.0,3.0,3.0,16.0,55.00000000000001,22.0
01100207,01,10,02,07,100.0,1142.0,105.0,55.00000000000001,106.0,82.0,79.0,149.0,192.0,71.0,31.0,90.0,138.0,20.0,56.99999999999999,857.0,451.0,165.0,53.0,994.9999999999999,186.0,54.0,543.0,37.0,210.0,179.0,133.0,153.0
01100308,01,10,03,08,100.0,1185.0,129.0,42.0,128.0,94.0,111.00000000000001,177.0,45.0,83.0,16.0,150.0,71.0,18.0,15.0,433.0,197.0,64.0,46.0,483.0,103.0,53.0,178.0,12.0,28.999999999999996,41.0,211.0,56.00000000000001
01100309,01,10,03,09,100.0,1759.0,266.0,46.0,278.0,151.0,172.0,206.0,99.0,56.99999999999999,42.0,300.0,165.0,18.0,62.0,470.0,254.99999999999997,67.0,18.0,767.0,218.00000000000003,73.0,319.0,22.0,115.99999999999999,82.0,409.0,99.0
01100310,01,10,03,10,100.0,1401.0,164.0,63.0,211.0,95.0,132.0,200.99999999999997,121.0,61.0,32.0,156.0,129.0,22.0,41.0,624.0,266.0,131.0,44.0,1025.0,172.0,69.0,562.0,42.0,193.0,337.0,208.0,104.0
01100311,01,10,03,11,100.0,794.0,73.0,41.0,131.0,10.0,90.0,113.99999999999999,104.0,48.0,22.0,54.0,227.99999999999997,34.0,44.0,434.99999999999994,179.0,86.0,40.0,1137.0,314.0,52.0,486.00000000000006,21.0,165.0,769.0,73.0,173.0
01100312,01,10,03,12,100.0,1037.0,112.00000000000001,40.0,137.0,59.0,111.00000000000001,150.0,85.0,53.0,31.0,111.00000000000001,108.0,6.0,37.0,723.0,394.0,114.99999999999999,34.0,1007.0,275.0,51.0,488.99999999999994,20.0,151.0,124.0,144.0,200.0
01100313,01,10,03,13,100.0,1366.0,126.0,64.0,197.0,75.0,137.0,210.0,81.0,68.0,30.0,140.0,242.0,32.0,83.0,451.99999999999994,175.0,91.0,37.0,1225.0,599.0,63.0,350.0,33.0,93.0,175.0,312.0,227.99999999999997
01100414,01,10,04,14,100.0,847.0000000000001,66.0,21.0,113.99999999999999,74.0,77.0,153.0,46.0,85.0,22.0,75.0,69.0,12.0,19.0,382.0,192.0,92.0,15.0,611.0,121.0,54.0,265.0,6.0,67.0,25.0,115.99999999999999,61.0
01100415,01,10,04,15,100.0,1975.0,241.0,98.0,326.0,146.0,191.0,209.0,70.0,62.0,30.0,293.0,134.0,10.0,34.0,471.0,194.0,87.0,19.0,664.0,138.0,49.0,313.0,19.0,100.0,85.0,368.0,117.0
01100416,01,10,04,16,100.0,2174.0,330.0,113.99999999999999,391.0,178.0,206.0,225.0,65.0,73.0,40.0,341.0,141.0,18.0,46.0,486.00000000000006,225.0,87.0,25.0,577.0,142.0,49.0,250.0,13.0,54.0,63.0,559.0,111.00000000000001
01200517,01,20,05,17,100.0,708.0,44.0,37.0,56.99999999999999,27.0,24.0,214.0,92.0,76.0,35.0,28.000000000000004,149.0,45.0,56.00000000000001,107.0,34.0,21.0,6.0,891.0,175.0,37.0,507.0,148.0,129.0,9.0,28.999999999999996,124.0
01200518,01,20,05,18,100.0,1222.0,74.0,87.0,107.0,28.000000000000004,56.99999999999999,286.0,202.99999999999997,118.0,74.0,66.0,417.0,59.0,159.0,200.99999999999997,75.0,42.0,17.0,1614.0,562.0,39.0,760.0,163.0,151.0,51.0,56.00000000000001,243.00000000000003
01200519,01,20,05,19,100.0,1448.0,123.0,74.0,157.0,51.0,69.0,377.0,168.0,82.0,97.0,96.0,446.0,77.0,157.0,252.0,126.0,37.0,15.0,1720.0,606.0,52.0,858.0,244.0,264.0,44.0,83.0,299.0
01200520,01,20,05,20,100.0,1288.0,125.0,76.0,184.0,70.0,70.0,322.0,96.0,65.0,85.0,94.0,306.0,50.0,94.0,279.0,105.0,86.0,12.0,1560.0,787.0,63.0,469.00000000000006,123.0,87.0,60.0,85.0,260.0
01200521,01,20,05,21,100.0,934.0,47.0,42.0,92.0,19.0,43.0,193.0,297.0,63.0,45.0,40.0,204.0,24.0,113.99999999999999,206.99999999999997,72.0,59.0,6.0,1256.0,476.99999999999994,36.0,566.0,222.00000000000003,139.0,10.0,56.00000000000001,167.0
01200522,01,20,05,22,100.0,1281.0,126.0,68.0,146.0,63.0,93.0,263.0,103.0,111.00000000000001,60.0,126.0,212.0,48.0,63.0,434.99999999999994,169.0,104.0,28.000000000000004,1049.0,393.0,71.0,401.99999999999994,101.0,60.0,32.0,131.0,170.0
01200623,01,20,06,23,100.0,1574.0,150.0,63.0,204.0,68.0,83.0,348.0,123.0,130.0,67.0,106.0,278.0,65.0,73.0,374.0,156.0,79.0,15.0,2019.0000000000002,951.0,64.0,696.0,127.0,221.0,28.999999999999996,113.99999999999999,351.0
01200624,01,20,06,24,100.0,867.0,54.0,59.0,146.0,69.0,59.0,137.0,48.0,56.00000000000001,31.0,84.0,106.0,13.0,28.000000000000004,445.0,219.0,91.0,37.0,1166.0,553.0,74.0,384.0,91.0,53.0,42.0,87.0,242.0
01200625,01,20,06,25,100.0,968.0,67.0,73.0,73.0,16.0,51.0,229.99999999999997,189.0,43.0,74.0,47.0,345.0,82.0,101.0,265.0,96.0,68.0,22.0,1895.0,944.0,47.0,709.0,254.0,165.0,16.0,39.0,396.0
01200626,01,20,06,26,100.0,847.0000000000001,114.99999999999999,54.0,73.0,33.0,36.0,217.0,49.0,69.0,17.0,71.0,102.0,18.0,40.0,301.0,124.0,62.0,16.0,671.0,262.0,36.0,273.0,55.00000000000001,54.0,15.0,92.0,109.00000000000001
01200627,01,20,06,27,100.0,308.0,9.0,13.0,38.0,6.0,21.0,128.0,16.0,24.0,3.0,13.0,160.0,33.0,75.0,295.0,109.00000000000001,86.0,24.0,1028.0,341.0,42.0,509.99999999999994,131.0,161.0,11.0,10.0,168.0
01200628,01,20,06,28,100.0,472.0,45.0,41.0,39.0,18.0,39.0,138.0,28.000000000000004,21.0,9.0,19.0,37.0,12.0,3.0,119.0,48.0,37.0,15.0,363.0,134.0,33.0,141.0,21.0,24.0,13.0,37.0,88.0
01200629,01,20,06,29,100.0,961.9999999999999,124.0,39.0,114.99999999999999,55.00000000000001,111.00000000000001,192.0,56.00000000000001,39.0,22.0,67.0,92.0,11.0,17.0,344.0,148.0,72.0,15.0,632.0,186.0,40.0,233.0,25.0,68.0,28.999999999999996,73.0,96.0
01300730,01,30,07,30,100.0,1467.0,55.00000000000001,89.0,64.0,21.0,54.0,305.0,404.0,235.0,69.0,43.0,418.0,97.0,167.0,216.0,123.0,19.0,20.0,2856.0,1486.0,19.0,925.0,240.0,191.0,9.0,37.0,440.00000000000006
01300731,01,30,07,31,100.0,1356.0,55.00000000000001,129.0,120.0,35.0,57.99999999999999,292.0,276.0,166.0,75.0,62.0,415.00000000000006,115.99999999999999,140.0,260.0,107.0,34.0,22.0,2255.0,1207.0,39.0,763.0,204.0,217.0,12.0,41.0,312.0
01300732,01,30,07,32,100.0,1645.0,69.0,291.0,122.0,43.0,48.0,336.0,393.0,97.0,61.0,96.0,514.0,160.0,145.0,266.0,100.0,43.0,25.0,2814.0,1371.0,33.0,959.0,214.0,229.99999999999997,28.000000000000004,56.00000000000001,408.0
01300733,01,30,07,33,100.0,1670.0,115.99999999999999,144.0,148.0,55.00000000000001,63.0,389.0,336.0,156.0,81.0,111.00000000000001,586.0,144.0,206.0,289.0,118.0,64.0,27.0,3422.9999999999995,2121.0,32.0,906.0,229.99999999999997,176.0,49.0,87.0,526.0
01300834,01,30,08,34,100.0,1231.0,93.0,67.0,143.0,55.00000000000001,96.0,365.0,84.0,71.0,64.0,76.0,432.0,91.0,108.0,672.0,279.0,128.0,121.0,5572.0,3300.0,47.0,1739.9999999999998,684.0,337.0,50.0,80.0,1009.0
01300835,01,30,08,35,100.0,1200.0,51.0,50.0,108.0,51.0,57.99999999999999,417.0,128.0,56.00000000000001,89.0,45.0,348.0,48.0,127.0,527.0,217.0,100.0,57.99999999999999,2997.0,1860.0000000000002,34.0,791.0,182.0,172.0,30.0,78.0,619.0
01300836,01,30,08,36,100.0,2225.0,163.0,96.0,240.0,66.0,106.0,551.0,350.0,200.99999999999997,121.0,112.99999999999999,717.0,185.0,216.0,501.99999999999994,257.0,75.0,44.0,4354.0,2239.0,53.0,1630.0,537.0,401.0,56.99999999999999,155.0,684.0
01400937,01,40,09,37,100.0,1521.0,85.0,92.0,134.0,31.0,51.0,484.0,268.0,99.0,89.0,62.0,342.0,67.0,76.0,265.0,117.0,45.0,16.0,2104.0,1130.0,34.0,600.0,73.0,148.0,37.0,47.0,400.0
