id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,15155,9425,9099,5730,3369,6056,100.0,62.19069613988783,60.03959089409436,37.80930386011217,22.230287033982187,39.96040910590564
011002,01,10,02,12934,7015,8105,5919,2186,4829,100.0,54.23689500541209,62.66429565486315,45.763104994587906,16.901190660275244,37.33570434513685
011003,01,10,03,59073,26777,40769,32296,8473,18304,100.0,45.32866114807103,69.01460904304844,54.67133885192897,14.343270191119462,30.98539095695157
011004,01,10,04,31286,13360,22159,17926,4233,9127,100.0,42.70280636706514,70.82720705746979,57.297193632934864,13.530013424534937,29.172792942530208
012005,01,20,05,45619,23054,30780,22565,8215,14839,100.0,50.53596089348736,67.47188671386922,49.46403910651264,18.007847607356585,32.528113286130775
012006,01,20,06,41613,22317,27897,19296,8601,13716,100.0,53.629875279359815,67.03914642058973,46.370124720640185,20.669021699949536,32.96085357941028
013007,01,30,07,37883,23897,22675,13986,8689,15208,100.0,63.081065385529136,59.85534408573766,36.91893461447087,22.936409471266796,40.14465591426234
013008,01,30,08,39283,25095,25907,14188,11719,13376,100.0,63.88259552478171,65.94964743018609,36.11740447521829,29.832242954967796,34.05035256981391
014009,01,40,09,45377,22103,31583,23274,8309,13794,100.0,48.70969874606078,69.60133988584525,51.29030125393922,18.311038631906033,30.398660114154747
014010,01,40,10,55946,35479,32692,20467,12225,23254,100.0,63.41650877632002,58.43491938655132,36.58349122367998,21.85142816287134,41.565080613448686
021001,02,10,01,40417,27652,26200,12765,13435,14217,100.0,68.41675532572927,64.82420763540094,31.583244674270727,33.240962961130215,35.175792364599054
022002,02,20,02,64670,28328,47600,36342,11258,17070,100.0,43.803927632596256,73.60445337869183,56.19607236740374,17.40838101128808,26.39554662130818
023003,02,30,03,20342,11538,13422,8804,4618,6920,100.0,56.72008652049946,65.9817127126143,43.27991347950054,22.701799233113753,34.018287287385704
023004,02,30,04,26701,13651,18072,13050,5022,8629,100.0,51.12542601400697,67.68285831991311,48.87457398599304,18.808284333920078,32.317141680086884
024005,02,40,05,24708,7849,19716,16859,2857,4992,100.0,31.767039015703414,79.79601748421564,68.23296098429658,11.563056499919053,20.20398251578436
024006,02,40,06,25720,10620,18320,15100,3220,7400,100.0,41.29082426127527,71.22861586314151,58.70917573872473,12.519440124416798,28.771384136858476
025007,02,50,07,31197,10832,23689,20365,3324,7508,100.0,34.721287303266344,75.9335833573741,65.27871269673366,10.654870660640446,24.066416642625892
025008,02,50,08,55151,20400,40770,34751,6019,14381,100.0,36.98935649398923,73.92431687548729,63.010643506010766,10.913673369476529,26.0756831245127
031001,03,10,01,16606,3146,14315,13460,855,2291,100.0,18.94495965313742,86.20378176562689,81.05504034686258,5.148741418764303,13.796218234373118
032002,03,20,02,28523,4638,25848,23885,1963,2675,100.0,16.260561652000142,90.62160361813274,83.73943834799987,6.882165270132876,9.378396381867265
032003,03,20,03,18431,2691,17177,15740,1437,1254,100.0,14.600401497477078,93.19624545602517,85.39959850252292,7.796646953502252,6.803754543974826
033004,03,30,04,19526,2790,18013,16736,1277,1513,100.0,14.28864078664345,92.25135716480591,85.71135921335656,6.53999795144935,7.7486428351941
033005,03,30,05,15745,2152,14402,13593,809,1343,100.0,13.667831057478564,91.4703080342966,86.33216894252143,5.138139091775167,8.529691965703398
034006,03,40,06,18735,3613,17046,15122,1924,1689,100.0,19.28476114224713,90.98478783026421,80.71523885775287,10.269548972511343,9.015212169735788
034007,03,40,07,37105,6487,33417,30618,2799,3688,100.0,17.4828190270853,90.06063872793423,82.5171809729147,7.543457755019539,9.93936127206576
034008,03,40,08,35887,7133,31205,28754,2451,4682,100.0,19.876278318053892,86.95349290829549,80.12372168194611,6.829771226349375,13.046507091704518
035009,03,50,09,39359,8737,33514,30622,2892,5845,100.0,22.198226580959883,85.14952107523057,77.80177341904012,7.347747656190452,14.850478924769432
035010,03,50,10,15961,2803,13985,13158,827,1976,100.0,17.561556293465323,87.6198233193409,82.43844370653468,5.181379612806215,12.380176680659106
036011,03,60,11,26886,9098,20702,17788,2914,6184,100.0,33.83917280368966,76.99918173026855,66.16082719631035,10.838354533958194,23.00081826973146
036012,03,60,12,27261,7515,22275,19746,2529,4986,100.0,27.56685374711126,81.71013535820403,72.43314625288875,9.276989105315286,18.289864641795972
036013,03,60,13,22495,7457,17604,15038,2566,4891,100.0,33.14958879751056,78.25739053122916,66.85041120248944,11.406979328739721,21.742609468770837
036014,03,60,14,27230,7673,21867,19557,2310,5363,100.0,28.17847961806831,80.30481087036357,71.82152038193169,8.483290488431876,19.695189129636432
037015,03,70,15,27252,10119,20467,17133,3334,6785,100.0,37.13121972699251,75.1027447526787,62.86878027300749,12.233964479671217,24.897255247321297
037016,03,70,16,33470,10531,26672,22939,3733,6798,100.0,31.463997609799822,79.68927397669555,68.53600239020018,11.15327158649537,20.31072602330445
041001,04,10,01,19272,10068,13649,9204,4445,5623,100.0,52.24159402241594,70.82295558322956,47.75840597758406,23.064549605645496,29.177044416770443
042002,04,20,02,12850,4054,10309,8796,1513,2541,100.0,31.54863813229572,80.22568093385215,68.45136186770429,11.77431906614786,19.77431906614786
042003,04,20,03,28462,10130,22334,18332,4002,6128,100.0,35.591314735436725,78.46953833181084,64.40868526456327,14.060853067247558,21.530461668189165
043004,04,30,04,42742,18197,31941,24545,7396,10801,100.0,42.57404894483178,74.72977399279397,57.42595105516822,17.303822937625753,25.270226007206027
043005,04,30,05,15418,7175,11138,8243,2895,4280,100.0,46.53651576079907,72.24023868205992,53.46348423920093,18.776754442858994,27.759761317940068
043006,04,30,06,49499,24990,34232,24509,9723,15267,100.0,50.48586840138185,69.15695266571042,49.51413159861816,19.642821067092264,30.84304733428958
044007,04,40,07,19796,7872,15458,11924,3534,4338,100.0,39.76560921398262,78.08648211759952,60.23439078601738,17.852091331582137,21.913517882400484
044008,04,40,08,33705,10621,27973,23084,4889,5732,100.0,31.51164515650497,82.99362112446225,68.48835484349503,14.505266280967216,17.006378875537752
045009,04,50,09,27570,12265,20486,15305,5181,7084,100.0,44.486760972071096,74.30540442509974,55.513239027928904,18.792165397170837,25.69459557490025
045010,04,50,10,40377,18658,29128,21719,7409,11249,100.0,46.209475691606606,72.1400797483716,53.790524308393394,18.349555439978204,27.859920251628402
045011,04,50,11,49320,20396,37263,28924,8339,12057,100.0,41.3544201135442,75.55352798053528,58.6455798864558,16.90794809407948,24.44647201946472
051001,05,10,01,26678,7967,22453,18711,3742,4225,100.0,29.86355798785516,84.16298073318839,70.13644201214484,14.026538721043558,15.837019266811605
051002,05,10,02,41994,18038,32568,23956,8612,9426,100.0,42.95375529837596,77.55393627661094,57.04624470162404,20.507691574986904,22.446063723389056
051003,05,10,03,38145,18334,26484,19811,6673,11661,100.0,48.06396644383275,69.42980731419584,51.93603355616726,17.493773758028574,30.57019268580417
052004,05,20,04,23338,6459,20094,16879,3215,3244,100.0,27.675893392750023,86.09992287256834,72.32410660724999,13.775816265318364,13.900077127431656
052005,05,20,05,29827,13730,22233,16097,6136,7594,100.0,46.03211855030677,74.53984644784927,53.96788144969323,20.571964998156034,25.46015355215074
052006,05,20,06,36329,13048,28325,23281,5044,8004,100.0,35.91621019020617,77.96801453384349,64.08378980979383,13.884224724049657,22.031985466156513
053007,05,30,07,17055,8275,13307,8780,4527,3748,100.0,48.519495749047195,78.02403987100557,51.4805042509528,26.543535620052772,21.97596012899443
053008,05,30,08,12682,6085,9136,6597,2539,3546,100.0,47.98139094780003,72.03911055038638,52.01860905219997,20.020501498186405,27.960889449613624
054009,05,40,09,19929,3637,18599,16292,2307,1330,100.0,18.249786742937427,93.32630839480154,81.75021325706257,11.576095137738973,6.673691605198455
061001,06,10,01,21837,6986,18236,14851,3385,3601,100.0,31.991573934148466,83.5096396025095,68.00842606585154,15.501213536657964,16.490360397490498
061002,06,10,02,53046,17533,43854,35513,8341,9192,100.0,33.052445047694455,82.67164347924442,66.94755495230554,15.724088526938884,17.32835652075557
062003,06,20,03,43129,12968,36412,30161,6251,6717,100.0,30.06793572770062,84.42579239027104,69.93206427229937,14.493728117971665,15.574207609728951
062004,06,20,04,35664,10416,30133,25248,4885,5531,100.0,29.20592193808883,84.49136384028712,70.79407806191116,13.697285778375953,15.508636159712877
063005,06,30,05,33870,8678,29348,25192,4156,4522,100.0,25.621493947446115,86.64895187481547,74.37850605255389,12.270445822261589,13.351048125184528
063006,06,30,06,49433,13975,41985,35458,6527,7448,100.0,28.270588473287074,84.9331418283333,71.72941152671292,13.203730301620375,15.0668581716667
064007,06,40,07,26754,6858,22586,19896,2690,4168,100.0,25.633550123346044,84.42102115571504,74.36644987665396,10.054571279061076,15.578978844284967
064008,06,40,08,42534,10691,37273,31843,5430,5261,100.0,25.13518596887196,87.63107161329759,74.86481403112803,12.766257582169557,12.368928386702404
071001,07,10,01,26144,13954,17744,12190,5554,8400,100.0,53.373623011015916,67.87025703794369,46.626376988984084,21.24388004895961,32.1297429620563
071002,07,10,02,23898,11703,17034,12195,4839,6864,100.0,48.970625156916896,71.27793120763243,51.02937484308311,20.248556364549337,28.722068792367562
072003,07,20,03,21063,8623,16100,12440,3660,4963,100.0,40.93908749940654,76.4373546028581,59.06091250059345,17.376442102264637,23.562645397141907
072004,07,20,04,30743,12905,23317,17838,5479,7426,100.0,41.97703542269785,75.84490778388576,58.02296457730215,17.82194320658361,24.155092216114237
073005,07,30,05,24413,6905,20727,17508,3219,3686,100.0,28.284110924507434,84.90148691271044,71.71588907549257,13.185597837217875,15.09851308728956
073006,07,30,06,21648,8518,17210,13130,4080,4438,100.0,39.34774575018478,79.49926090169993,60.65225424981523,18.8470066518847,20.500739098300073
074007,07,40,07,17354,6643,14213,10711,3502,3141,100.0,38.27935922553878,81.90042641465945,61.72064077446122,20.179785640198226,18.099573585340558
074008,07,40,08,31739,11521,25561,20218,5343,6178,100.0,36.29919027064495,80.53498849995275,63.70080972935506,16.83417877059769,19.46501150004726
074009,07,40,09,14993,7281,10701,7712,2989,4292,100.0,48.562662575868735,71.37330754352031,51.43733742413126,19.935970119389047,28.62669245647969
075010,07,50,10,31538,12134,25467,19404,6063,6071,100.0,38.474221573974255,80.75020610057709,61.525778426025745,19.224427674551333,19.24979389942292
075011,07,50,11,20860,6920,17265,13940,3325,3595,100.0,33.17353787152445,82.76605944391179,66.82646212847555,15.939597315436242,17.233940556088207
076012,07,60,12,17773,6731,14287,11042,3245,3486,100.0,37.872053114274465,80.38597873178416,62.127946885725535,18.25803184605863,19.614021268215833
076013,07,60,13,14371,5765,11988,8606,3382,2383,100.0,40.115510402894714,83.41799457240275,59.884489597105286,23.533504975297472,16.58200542759724
076014,07,60,14,21372,4977,19218,16395,2823,2154,100.0,23.28747894441325,89.921392476137,76.71252105558675,13.208871420550253,10.078607523862997
076015,07,60,15,30785,8857,26167,21928,4239,4618,100.0,28.770505116127985,84.99918791619295,71.22949488387201,13.769693032320934,15.00081208380705
081001,08,10,01,32504,18079,20903,14425,6478,11601,100.0,55.620846665025844,64.30900812207729,44.379153334974156,19.929854787103128,35.69099187792272
081002,08,10,02,37768,22418,23874,15350,8524,13894,100.0,59.35712772717645,63.21224316882017,40.64287227282355,22.56937089599661,36.787756831179834
081003,08,10,03,38957,19945,26211,19012,7199,12746,100.0,51.19747413815232,67.28187488769669,48.80252586184768,18.47934902584901,32.71812511230331
