id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,56564.0,4694.0,3377.0000000000005,6232.0,2459.0,3551.0,11803.0,8045.0,4094.0,2256.0,4144.0,12110.0,2690.0,3865.0,16417.0,7259.999999999999,3215.0,1192.0,76305.0,35576.0,2150.0,27702.999999999996,6483.0,6515.000000000001,3062.0,5066.0,12265.0
02,02,100.0,39070.0,5107.0,1913.0,6366.0,2183.0,3633.0,5430.0,2592.0,1957.9999999999998,1182.0,4126.0,4819.0,1185.0,1241.0,7705.0,3233.0,1412.0,701.0,43858.0,25789.999999999996,1114.0,12508.0,2782.0,3326.0,3218.0,4369.0,8378.0
03,03,100.0,36029.0,4100.0,1418.0,5000.0,2370.0,2795.0,6709.0,2127.0,2144.0,850.0,3486.9999999999995,3767.0,714.0,1131.0,12162.0,5311.0,2124.0,1229.0,18580.0,3383.0,1100.0,7987.0,531.0,3152.0,2715.0,4106.0,2023.9999999999998
04,04,100.0,45864.0,4149.0,2657.0,5116.0,2316.0,2446.0,12035.0,2766.0,3189.0,2408.0,3059.0,9269.0,1598.0,3140.0,19212.0,7137.0,4703.0,1008.0,36263.0,12226.0,4308.0,13172.0,1969.0000000000002,3332.0,1766.0,4485.0,7436.0
05,05,100.0,27394.0,479.0,801.0,1604.0,630.0,546.0,12394.0,3669.0,2611.0,1782.0,1013.0000000000001,8223.0,1752.0,2766.0,12312.0,5159.0,1540.0,2647.0,37875.0,13788.0,1998.0,13427.000000000002,1937.0,4825.0,1040.0,643.0,6217.0
06,06,100.0,27479.000000000004,1664.0,1847.0,2519.0,1713.0,1131.0,9245.0,1324.0,1639.9999999999998,1743.0,1813.0,6240.0,1325.0,1823.0,9274.0,3743.0,1784.0,798.0,22871.0,7245.0,2683.0,7969.0,1055.0,2552.0,819.9999999999999,4498.0,4696.0
07,07,100.0,39567.0,2763.0,2464.0,4109.0,1536.0,1670.0,13066.999999999998,2762.0,2597.0,2918.0,2308.0,10393.0,1807.9999999999998,3289.0,11798.0,4860.0,2368.0,1389.0,45884.0,21853.0,1769.0000000000002,15925.0,3722.0,4798.0,968.0,2928.0,10187.0
08,08,100.0,40929.0,3038.0,2078.0,4461.0,1539.0,1898.9999999999998,12529.0,4104.0,3279.9999999999995,1925.0,2952.0,12786.0,2018.0,4660.0,6081.0,2221.0,1043.0,891.0,66614.0,36275.0,940.0,23914.0,8754.0,4560.0,1041.0,2617.0,14472.0
09,09,100.0,16625.0,856.0,585.0,1373.0,686.0,765.0,5087.0,1700.0,1960.0000000000002,517.0,925.0,3390.0,664.0,1191.0,7013.0,2750.0,1147.0,1082.0,14376.0,3056.0,550.0,6651.000000000001,644.0,2695.0,1538.0,779.0,1596.0
10,10,100.0,14544.999999999998,223.0,411.00000000000006,500.0,199.0,254.0,4947.0,1621.0,3479.9999999999995,261.0,247.00000000000003,2930.0,533.0,1122.0,20380.0,8641.0,1882.9999999999998,5447.0,19569.0,1381.0,443.0,6959.999999999999,206.0,3403.0,5943.0,199.0,1068.0
11,11,100.0,19502.0,849.0,706.0,1520.0,509.0,867.0,5591.0,2655.0,2560.0,639.0,712.0,6382.0,1240.0,2252.0,17604.0,7500.0,1917.0000000000002,3774.0,26031.0,2449.0,811.0,11781.0,405.99999999999994,5526.0,9981.0,747.0,1910.0000000000002
12,12,100.0,27164.0,1444.0,1281.0,2137.0,718.0,691.0,10614.0,3661.0,1986.0,1523.0,784.0,7934.0,1757.9999999999998,2470.0,7773.999999999999,3331.0,1035.0,1177.0,37877.0,17225.0,1207.0,12347.0,2184.0,3552.0000000000005,1060.0,789.0,7161.0
