id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,384169,23017,28255,8571,47433,138415,47442,41582,49454,185394,132503,100.0,5.991373588186449,7.354836022687931,2.2310493558824374,12.346909823541202,36.0297160884923,12.349252542500826,10.823882197678627,12.872980381030224,48.25844875562578,34.49081003412561
02,02,288906,17918,20810,5871,28877,116963,38127,30234,30106,140399,81117,100.0,6.202017265131219,7.203034897163783,2.032148865028764,9.99529258651603,40.48479436218009,13.197026022304833,10.464995534879858,10.420690466795428,48.59677542176348,28.077298498473553
03,03,410472,26294,36685,9906,32953,130767,63252,49094,61521,209132,61963,100.0,6.405796254068487,8.937272213451832,2.413319300707478,8.028074996589291,31.857715020756594,15.409577267146116,11.960377321717438,14.987867625562767,50.949151221033354,15.095548539242628
04,04,339011,16393,21913,6923,32854,88710,44715,48496,79007,174268,85100,100.0,4.835536310031238,6.463802059520192,2.042116627484064,9.691130966251832,26.16729250673282,13.1898374978983,14.30514054116238,23.30514349091917,51.4048216724531,25.102430304621382
05,05,245977,15321,21848,6739,24334,59161,30826,34487,53261,125537,52778,100.0,6.228631132179025,8.882131256174358,2.7396870439106094,9.892794854803498,24.051435703338118,12.532066006171307,14.02041654301012,21.652837460412965,51.036072478321145,21.45647763815316
06,06,306267,15510,24626,8007,27813,64896,41061,44849,79505,161152,46440,100.0,5.064208680660992,8.04069651643827,2.6143854871729566,9.081291814005427,21.189354386858525,13.406929248009089,14.643758550545765,25.959375316308975,52.61814038077887,15.16323991811067
07,07,348694,19923,26049,8128,33494,91549,45531,49812,74208,178039,71695,100.0,5.713605625562814,7.470446867453985,2.330983613139314,9.605556734558093,26.254825147550577,13.057580572077523,14.285304593712539,21.281696845945156,51.05880800931476,20.561007645672134
08,08,327073,19519,25928,7979,31723,104039,39869,40515,57501,164161,85542,100.0,5.967780892950503,7.927282288663387,2.4395165605231863,9.699058008456827,31.809106835477095,12.189633506892957,12.387142931394521,17.580478975641523,50.190935968422956,26.153794412868077
09,09,277544,17242,21372,6000,23388,76997,34272,38353,59920,141471,31525,100.0,6.212348312339665,7.700400657193093,2.1618193871962643,8.42677197129104,27.74226789265846,12.348312339665062,13.818709826189721,21.589369613466694,50.97245842100712,11.358559363560373
10,10,274931,17398,24929,6943,22170,70047,30401,44491,58552,138358,36009,100.0,6.328133240704031,9.067365993649315,2.525360908737101,8.063841472951395,25.478029032739123,11.057683564239754,16.182605817459653,21.296979969519626,50.32462690638743,13.097468091993992
11,11,297308,19877,24214,6572,27767,91485,32272,37412,57709,149476,56632,100.0,6.685659316264614,8.14441589193698,2.2105022401011745,9.339472869885775,30.77111951242483,10.854736502213193,12.583583354635596,19.41051031253784,50.276480955776506,19.048259717195634
12,12,265730,15495,22516,7208,25644,60472,33822,38070,62503,134573,52379,100.0,5.831106762503293,8.473262333947993,2.712527753734994,9.650397019531102,22.756933729725663,12.727956948782598,14.326572084446617,23.521243367327738,50.642757686373386,19.711361156060665
