id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3436,2092,2015,1344,671,1421,100.0,60.884749708963916,58.64377182770664,39.11525029103609,19.52852153667055,41.35622817229336
01100102,01,10,01,02,1791,1199,890,592,298,901,100.0,66.94584031267449,49.6929089893914,33.054159687325516,16.638749302065886,50.307091010608595
01100103,01,10,01,03,5251,3096,3347,2155,1192,1904,100.0,58.960198057512855,63.74023995429442,41.039801942487145,22.700438011807275,36.25976004570558
01100104,01,10,01,04,4677,3038,2847,1639,1208,1830,100.0,64.95616848407099,60.8723540731238,35.043831515929014,25.828522557194784,39.127645926876205
01100205,01,10,02,05,2732,1734,1443,998,445,1289,100.0,63.46998535871157,52.81844802342606,36.53001464128843,16.28843338213763,47.181551976573935
01100206,01,10,02,06,1823,957,1166,866,300,657,100.0,52.49588590235875,63.96050466264399,47.50411409764125,16.456390565002742,36.03949533735601
01100207,01,10,02,07,8379,4324,5496,4055,1441,2883,100.0,51.60520348490273,65.59255281059792,48.39479651509727,17.197756295500657,34.40744718940208
01100308,01,10,03,08,7032,3133,4800,3899,901,2232,100.0,44.55346985210467,68.25938566552901,55.44653014789533,12.812855517633675,31.74061433447099
01100309,01,10,03,09,12314,5046,8998,7268,1730,3316,100.0,40.97774890368686,73.07130095825889,59.02225109631314,14.049049861945754,26.928699041741105
01100310,01,10,03,10,10043,4958,6441,5085,1356,3602,100.0,49.36771880912078,64.13422284178034,50.632281190879226,13.501941650901125,35.86577715821965
01100311,01,10,03,11,9197,4254,6393,4943,1450,2804,100.0,46.254213330433835,69.51179732521474,53.745786669566165,15.766010655648582,30.48820267478526
01100312,01,10,03,12,9772,4445,6752,5327,1425,3020,100.0,45.48710601719198,69.09537453950061,54.512893982808016,14.58248055669259,30.904625460499386
01100313,01,10,03,13,10715,4941,7385,5774,1611,3330,100.0,46.112925804946336,68.92207186187588,53.887074195053664,15.03499766682221,31.077928138124122
01100414,01,10,04,14,5185,2761,3136,2424,712,2049,100.0,53.24975891996143,60.48216007714561,46.75024108003857,13.73191899710704,39.517839922854385
01100415,01,10,04,15,12666,5133,9238,7533,1705,3428,100.0,40.52581714827096,72.93541765356072,59.47418285172904,13.461234801831676,27.064582346439288
01100416,01,10,04,16,13435,5466,9785,7969,1816,3650,100.0,40.68477856345367,72.8321548195013,59.31522143654634,13.516933382954969,27.167845180498695
01200517,01,20,05,17,3723,2176,2214,1547,667,1509,100.0,58.44748858447488,59.46817082997583,41.55251141552511,17.91565941445071,40.531829170024174
01200518,01,20,05,18,6851,4341,3837,2510,1327,3014,100.0,63.36301269887608,56.006422420084654,36.63698730112392,19.369435118960734,43.99357757991534
01200519,01,20,05,19,9097,4912,5774,4185,1589,3323,100.0,53.99582279872486,63.47147411234473,46.00417720127515,17.46729691106958,36.52852588765527
01200520,01,20,05,20,9375,4513,6601,4862,1739,2774,100.0,48.138666666666666,70.41066666666667,51.861333333333334,18.549333333333333,29.589333333333336
01200521,01,20,05,21,5208,3070,3275,2138,1137,1933,100.0,58.94777265745008,62.88402457757296,41.05222734254993,21.831797235023043,37.115975422427034
01200522,01,20,05,22,11365,4042,9079,7323,1756,2286,100.0,35.565332160140784,79.88561372635283,64.43466783985922,15.450945886493619,20.11438627364716
01200623,01,20,06,23,10763,5439,7461,5324,2137,3302,100.0,50.534237666078226,69.32082133234229,49.465762333921774,19.855058998420514,30.679178667657713
01200624,01,20,06,24,5709,3896,3026,1813,1213,2683,100.0,68.24312489052373,53.00402872657208,31.75687510947627,21.24715361709581,46.99597127342792
01200625,01,20,06,25,6910,4133,4561,2777,1784,2349,100.0,59.81186685962373,66.00578871201158,40.188133140376266,25.817655571635314,33.99421128798842
01200626,01,20,06,26,5873,2503,4373,3370,1003,1500,100.0,42.618763834496846,74.45939043078495,57.38123616550315,17.078154265281796,25.54060956921505
01200627,01,20,06,27,3263,2098,2188,1165,1023,1075,100.0,64.29665951578302,67.0548574931045,35.70334048421698,31.351517008887527,32.9451425068955
01200628,01,20,06,28,3182,1386,2414,1796,618,768,100.0,43.55751099937146,75.86423632935261,56.44248900062854,19.421747328724074,24.135763670647393
01200629,01,20,06,29,5913,2862,3874,3051,823,2039,100.0,48.401826484018265,65.51665821072213,51.598173515981735,13.918484694740402,34.48334178927786
01300730,01,30,07,30,7990,5725,4234,2265,1969,3756,100.0,71.6520650813517,52.99123904881101,28.34793491864831,24.6433041301627,47.00876095118899
01300731,01,30,07,31,8533,4962,5332,3571,1761,3201,100.0,58.15070901207079,62.48681589124575,41.849290987929216,20.637524903316535,37.51318410875425
01300732,01,30,07,32,9837,6128,5949,3709,2240,3888,100.0,62.29541526888279,60.47575480329369,37.70458473111721,22.771170072176478,39.52424519670632
01300733,01,30,07,33,11523,7082,7160,4441,2719,4363,100.0,61.45968931701814,62.13659637247244,38.54031068298186,23.596285689490585,37.86340362752755
01300834,01,30,08,34,14263,9475,9902,4788,5114,4361,100.0,66.43062469326229,69.42438477178715,33.56937530673771,35.855009465049434,30.57561522821286
01300835,01,30,08,35,10426,6195,7255,4231,3024,3171,100.0,59.41876079033186,69.58565125647421,40.581239209668134,29.00441204680606,30.4143487435258
01300836,01,30,08,36,14594,9425,8750,5169,3581,5844,100.0,64.58133479512128,59.956146361518435,35.41866520487872,24.537481156639714,40.04385363848157
01400937,01,40,09,37,10640,5169,7512,5471,2041,3128,100.0,48.580827067669176,70.6015037593985,51.419172932330824,19.18233082706767,29.398496240601503
01400938,01,40,09,38,9708,5113,6367,4595,1772,3341,100.0,52.667902760609806,65.58508446641945,47.332097239390194,18.252987227029255,34.414915533580555
01400939,01,40,09,39,5921,3056,3796,2865,931,2125,100.0,51.61290322580645,64.11079209592974,48.38709677419355,15.723695321736193,35.88920790407026
01400940,01,40,09,40,6748,2461,5635,4287,1348,1113,100.0,36.47006520450503,83.50622406639005,63.52993479549496,19.97628927089508,16.493775933609957
01400941,01,40,09,41,3761,1678,2822,2083,739,939,100.0,44.61579367189577,75.0332358415315,55.38420632810423,19.64902951342728,24.966764158468493
